"zone","state","lga","sector","ea","event_type","event_seq","event_cd","event_desc","c6q2","c6q3"
5,9,910,2,200,1,1,2,"FLOOD",2012,40
5,9,910,2,200,2,1,14,"NEW ROAD",2010,100
5,9,910,2,200,2,2,15,"NEW SCHOOL.",2010,100
5,9,910,2,200,2,3,17,"ELECTRICITY",2010,80
5,9,912,2,102,2,1,14,"NEW ROAD",2010,100
5,9,912,2,102,2,2,16,"IMPROVE TRANSPORTATN",2010,100
5,9,913,2,2266,1,1,2,"FLOOD",2012,80
5,9,913,2,2266,1,2,6,"SHARP CHANGE IN PRIC",2012,100
5,9,914,2,1746,1,1,10,"LANSLIDE",2012,10
5,9,914,2,1746,2,1,11,"DEVELOPMENT PROJECT",2010,100
5,9,914,2,1746,2,2,15,"NEW SCHOOL",2009,100
5,9,914,2,1746,2,3,13,"NEW HEALTH FACILITY",2009,100
5,9,915,1,1390,1,1,6,"SHARP CHANGE PRICES",2009,100
5,9,915,1,1390,2,1,11,"DEVELOPMENT PROJECT",2010,100
5,9,915,1,1390,2,2,14,"NEW ROAD",2013,100
5,9,916,2,1068,1,1,10,"WIND STORM",2010,5
5,9,916,2,1068,2,1,14,"NEW ROAD",2009,100
5,9,917,1,1254,1,1,2,"FLOOD",2012,70
5,9,917,1,1254,1,2,9,"POWER OUTAGE",2008,100
5,9,917,1,1254,2,1,14,"NEW ROADS",2009,20
5,9,917,1,1254,2,2,16,"IMPROVE TRANSPORTA",2009,80
5,9,918,2,834,1,1,4,"LIVESTOCK DISEASE",2010,100
5,10,1001,2,172,1,1,9,"POWER OUTAGE",2009,100
5,10,1001,2,172,2,1,16,"IMPROVED TRANSPORTAT",2011,100
5,10,1001,2,172,2,2,19,"RENUVATION OF HEALTH",2010,100
5,10,1005,1,662,1,1,6,,2012,10
5,10,1005,1,662,1,2,9,,2012,5
5,10,1005,1,662,1,3,10,"SHORTAGE OF DRK.WATE",2010,20
5,10,1005,1,662,2,1,11,,2011,40
5,10,1005,1,662,2,2,12,,2009,35
5,10,1005,1,662,2,3,13,,2011,50
5,10,1005,2,1374,1,1,8,,2010,100
5,10,1005,2,1374,1,2,9,,2011,100
5,10,1005,2,1374,2,1,14,,2011,70
5,10,1005,2,1374,2,2,15,,2011,70
5,10,1007,1,1166,1,1,10,"ATTITUDE OF POLITICI",2010,100
5,10,1007,1,1166,2,1,11,"WATER PROJECT",2010,100
5,10,1007,1,1166,2,2,19,"SECURITY",2009,100
5,10,1008,2,1314,2,1,14,"NEW ROAD",,100
5,10,1008,2,1718,1,1,9,"NO LIGHT",2009,100
5,10,1008,2,1718,2,1,19,"VIGILANTY(SECURITY)",2009,100
5,10,1010,2,20,1,1,2,,2012,10
5,10,1010,2,20,1,2,9,,2010,40
5,10,1010,2,20,2,1,17,,2012,100
5,10,1010,2,20,2,2,16,,2009,70
5,10,1012,2,936,1,1,2,"FLOOD",2012,50
5,10,1012,2,936,2,1,19,"IMPROVED POWER SUPPL",2012,100
5,10,1012,2,936,2,2,16,"IMPROVED TRANSPORTAT",2012,100
5,10,1014,2,80,1,1,2,"FLOOD",2012,70
5,10,1014,2,80,1,2,9,"POWER OUTAGE",2010,100
5,10,1014,2,80,2,1,19,"SECURITY(LOCAL)",2012,100
5,10,1018,1,634,1,1,9,,2009,60
5,10,1018,1,634,1,2,2,,2013,20
5,10,1018,1,634,1,3,7,,2009,10
5,10,1018,1,634,2,1,15,,2012,10
5,10,1018,1,634,2,2,16,,2012,40
5,10,1018,1,634,2,3,13,,2010,10
5,10,1018,1,634,2,4,11,,2013,5
5,10,1018,2,898,1,1,2,,2012,5
5,10,1018,2,898,1,2,6,,2011,10
5,10,1018,2,898,2,1,11,,2010,25
5,10,1018,2,898,2,2,12,,2010,5
5,10,1018,2,898,2,3,14,,2010,5
5,10,1020,1,38,1,1,6,,2009,5
5,10,1020,1,38,1,2,9,,2010,10
5,10,1020,1,38,1,3,10,"FAMILY CRISIS",2011,5
5,10,1020,1,38,2,1,16,,2011,5
5,10,1020,1,38,2,2,14,,2011,10
5,10,1020,1,38,2,3,13,,2012,10
5,10,1021,2,120,2,1,19,"DRAINAGE SYSTEM",2013,100
5,10,1025,2,1774,1,1,6,,2010,5
5,10,1025,2,1774,1,2,7,,2011,10
5,10,1025,2,1774,2,1,16,,2011,60
5,10,1025,2,1774,2,2,15,,2012,20
5,10,1025,2,1774,2,3,13,,2011,30
4,11,1101,2,154,1,1,6,"SHARP CHANGE INPRICE",2011,30
4,11,1101,2,154,2,1,19,"BOREHOLES WATER CONT",2012,80
4,11,1102,2,936,1,1,6,"SHARP CHANGES INPRIC",2011,30
4,11,1102,2,936,2,1,14,"NEW ROAD",2009,30
4,11,1104,2,434,1,1,2,"FLOOD",2012,30
4,11,1104,2,434,1,2,6,"SHARP CHANGES INPRIC",2011,30
4,11,1104,2,434,2,1,19,"BROEHOLES WATER CONT",2012,80
4,11,1104,1,2028,1,1,6,"SHARP CHANGE IN PRIC",2009,99
4,11,1104,1,2028,1,2,9,"POWER OUTAGE",2010,99
4,11,1104,1,2028,2,1,16,"IMPROVEED TRANSTORT",2010,100
4,11,1105,2,100,1,1,6,"SHARP CHANGE IN PRIC",2011,40
4,11,1105,2,100,2,1,14,"NEW ROAD",2010,40
4,11,1106,2,446,1,1,1,"DROUGHT",2011,30
4,11,1106,2,446,1,2,6,"SHARP CHANGE IN PRIC",2011,50
4,11,1106,2,446,2,1,14,"NEW ROAD",2012,50
4,11,1107,2,1034,1,1,2,"FLOOD",2012,20
4,11,1107,2,1034,1,2,6,"SHARP CHANGES INPRIC",2012,30
4,11,1107,2,1034,2,1,19,"BOREHOLES WATER CONT",2010,40
4,11,1108,2,492,1,1,6,"SHARP CHANGE IN PRIC",2012,30
4,11,1108,2,492,1,2,10,"CATTLE REAR DIST CRO",2012,30
4,11,1108,2,492,2,1,17,"ON GRID ELECTRICITY",2012,40
4,11,1108,2,492,2,2,11,"DEVELOPMENT PROJECT",2013,20
4,11,1108,2,492,2,3,13,"HEALTH FACILITY",2013,20
4,11,1109,2,672,1,1,6,"SHARP CHANGES INPRIC",2011,30
4,11,1109,2,672,2,1,14,"NWE ROAG",2012,30
4,11,1110,2,714,1,1,2,"FLOOD",2012,10
4,11,1110,2,714,1,2,6,"SHARP CHANGE IN PRIC",2011,50
4,11,1110,2,714,2,1,16,"IMPROVED TRANSPORT",2010,40
4,11,1110,2,2752,1,1,6,"SHARP CHANGE INPRICE",2012,25
4,11,1110,2,2752,1,2,2,"FLOOD",2012,30
4,11,1110,2,2752,2,1,14,"NEW ROAD",2011,40
4,11,1112,2,78,1,1,4,"LIVESTOCK DISEASE",2013,30
4,11,1112,2,78,2,1,11,"DEVELOPMENT PROJECT",2011,50
4,11,1112,2,78,2,2,14,"NEW ROAD",2010,40
4,11,1112,2,1952,1,1,6,"SHARP CHANGE IN PRIC",2010,30
4,11,1112,2,1952,2,1,11,"DEVELOPMENT PROJECT",2010,20
4,11,1112,2,1952,2,2,17,"ON_GRID ELECTRICITY",2012,30
4,11,1112,2,1952,2,3,14,"NEW ROAD",2009,35
4,11,1113,2,954,1,1,6,"SHARP CHANGE IN PRIC",2011,30
4,11,1113,2,954,1,2,9,"POWER OUTAGE",2010,30
4,11,1113,2,954,2,1,19,"OREHOLES WATER PRIVD",2009,40
5,12,1202,1,2146,1,1,2,,2011,30
5,12,1202,1,2146,1,2,6,,2012,50
5,12,1202,1,2146,2,1,13,,2012,70
5,12,1202,1,2146,2,2,17,,2012,80
5,12,1202,1,2710,1,1,2,"FLOOD",2011,30
5,12,1202,1,2710,1,2,6,"SHARP PRICE INCREASE",2011,70
5,12,1202,1,2710,2,1,17,"ON GRID ELECTRICITY",2011,90
5,12,1202,1,2710,2,2,16,"IMPROVED TRANSPORT",2012,90
5,12,1204,2,736,1,1,6,"SHARP PRICE CHANGE",2011,80
5,12,1204,2,736,2,1,14,"NEW ROAD",2009,100
5,12,1204,2,736,2,2,16,"IMPROVED TRANSPORT",2009,100
5,12,1208,2,526,1,1,6,"SHARP PRICE CHANGE",2010,100
5,12,1208,2,526,2,1,13,"NEW HEALTH FACILITY",2011,100
5,12,1210,2,462,1,1,6,"SHARP PRICE CHANGE",2010,100
5,12,1210,2,462,2,1,17,"ON GRID ELECTRICITY",2009,100
5,12,1210,2,462,2,2,13,"NEW HEALTH FACILITY",2011,100
5,12,1211,1,2220,1,1,6,"SHARP PRICE CHANGE",2011,80
5,12,1211,1,2220,1,2,9,"POWER OUTAGE",2012,50
5,12,1211,1,2220,2,1,13,"NEW HEALTH FACILITY",2010,90
5,12,1211,1,2220,2,2,16,"IMPROVED TRANSPORT",2011,90
5,12,1211,1,2856,1,1,6,,2011,90
5,12,1211,1,2856,2,1,13,,2010,90
5,12,1212,1,1392,1,1,6,"SHARP PRICES CHANGE",2012,50
5,12,1212,1,1392,1,2,9,"POWER OUTAGE",2011,60
5,12,1212,1,1392,2,1,16,"IMPROVED TRANSPORT",2011,60
5,12,1212,1,1392,2,2,14,"NEW ROAD",2012,70
5,12,1214,2,452,1,1,6,"SHARP PRICE CHANGE",2010,90
5,12,1214,2,452,2,1,19,"NON OF ABOVE MENTION",2010,100
5,12,1216,2,618,1,1,3,,2012,50
5,12,1216,2,618,1,2,6,,2010,100
6,13,1301,1,1206,1,1,9,"CONSTANT POWER FAILU",2011,90
6,13,1301,1,1206,1,2,6,"HIGH COST OF FOOD",2011,100
6,13,1301,1,1206,1,3,10,"ROBBERY CASES",2012,25
6,13,1301,1,1206,2,1,14,"NEW ROAD CONSTRUCTIO",2012,40
6,13,1301,1,1206,2,2,19,"IMPROVED SANITATION",2012,50
6,13,1301,1,1206,2,3,19,"RENOVATION SCH BUILD",2010,60
6,13,1303,1,626,1,1,1,"DROUGHT",2010,80
6,13,1303,1,626,1,2,10,"WIND BLOW BULD ROOF",2009,40
6,13,1303,1,626,1,3,10,"ROBBERY CASES",2012,50
6,13,1303,1,626,1,4,9,"CONSTANT POWER OUTAG",2011,80
6,13,1303,1,626,2,1,19,"REHABITATION OF SCH",2011,60
6,13,1303,1,626,2,2,19,"REHABILITATION HEALT",2011,70
6,13,1305,2,10,1,1,10,"GULLY EROSION",2012,90
6,13,1305,2,10,1,2,1,"DROUGHT",2011,80
6,13,1305,2,10,1,3,10,"LACK PORTABLE WATER",2010,95
6,13,1305,2,10,2,1,12,"BUILD INDIVIDUA HOUS",2012,40
6,13,1305,2,10,2,2,19,"RENOVATION OF SCHOOL",2010,60
6,13,1305,1,1232,1,1,1,"DROUGHT",2009,50
6,13,1305,1,1232,1,2,10,"ROBBERY/KIDNAPING",2012,30
6,13,1305,1,1232,1,3,6,"HIGH COST FOOD ITEMS",2010,80
6,13,1305,1,1232,2,1,14,"CONSTRUCTION NEW RD",2010,80
6,13,1305,1,1232,2,2,19,"RENOVATION OF SCH",2011,75
6,13,1307,1,268,1,1,10,"LACK OF EMPLOYMENT",2012,90
6,13,1307,1,268,1,2,10,"ROBBERY CASES",2012,60
6,13,1307,1,268,1,3,10,"YOUTH NOT READ LEARN",2011,70
6,13,1307,1,268,1,4,2,"FLOODING",2012,50
6,13,1307,1,268,2,1,11,"NEW INDIVIDUAL BUILD",2011,25
6,13,1307,1,268,2,2,14,"NEW ROAD",2012,80
6,13,1307,1,268,2,3,19,"RENOVATION SCH BUILD",2010,90
6,13,1309,2,674,1,1,10,"BAD ROAD",2012,95
6,13,1309,2,674,1,2,1,"INSUFICIENT RAIN FAL",2010,80
6,13,1309,2,674,1,3,6,"HIGH COST FOOD ITEMS",2011,90
6,13,1309,2,674,1,4,10,"ROBBERY INCIDENCE",2012,50
6,13,1309,2,674,2,1,19,"IMPROVED COMMNICATIO",2011,90
6,13,1310,1,1300,1,1,9,"POWER FAILURE",2012,95
6,13,1310,1,1300,1,2,10,"ROBBERY CASES",2012,50
6,13,1310,1,1300,1,3,6,"HIGH COST OF FOOD",2012,90
6,13,1310,1,1300,2,1,14,"CONSTRUCT NEW ROAD",2012,100
6,13,1310,1,1300,2,2,13,"AVAILABILITY HEALTH",2010,75
6,13,1314,1,6,1,1,9,"POWER OUTRAGE",2010,90
6,13,1314,1,6,1,2,2,"FLOODING FARMING LAN",2012,55
6,13,1314,1,6,1,3,6,"HIGH COST FOOD PRICE",2012,85
6,13,1314,1,6,1,4,10,"ROBBERY CASES",2013,50
6,13,1314,1,6,2,1,14,"CONSTRUCT NEW ROAD",2013,10
6,13,1314,1,6,2,2,15,"CONSTRUCT NEW SCH",2010,25
6,13,1314,1,6,2,3,19,"NEW INDIVIDUAL HOUSE",2012,30
4,14,1401,2,1116,1,1,2,"FLOOD",2012,100
4,14,1401,2,1116,1,2,3,"CROP DISEASE/PESTS",2010,100
4,14,1403,1,34,2,1,16,"IMPROVED TRANSPORTAT",2009,100
4,14,1404,1,96,1,1,6,"SHARPCHANG IN PRICES",2012,100
4,14,1404,1,96,2,1,16,"IMPROVED TRANSPORT",2010,100
4,14,1406,2,694,1,1,3,"CROP DISEASE/PEST",2010,100
4,14,1407,2,68,1,1,3,"CROP DISEASE/PEST",2010,100
4,14,1407,2,68,2,1,11,"NEW PROJECT",2011,100
4,14,1408,2,968,1,1,3,"CROP DISESASE/PESTS",2010,100
4,14,1408,2,968,2,1,16,"IMPROVED TRANSPORT",2009,100
4,14,1408,2,1996,1,1,3,"CROP DISEASE/PEST",2012,100
4,14,1408,2,1996,2,1,19,"INTRO.NEW BOREHOLE",2012,100
4,14,1410,2,236,1,1,3,"CROP DISEASE/PET",2012,100
4,14,1410,2,236,2,1,19,"INTROD.NEW BOREHOLE",2013,100
4,14,1411,2,1066,1,1,1,"DROUGHT",2009,100
4,14,1411,2,1066,1,2,3,"CROP DISEASE",2010,100
4,14,1411,2,1066,1,3,5,"HUMANEPIDEMIC DISEAS",2011,82
4,14,1411,2,1066,2,1,16,"IMPROVED TRANSPORT",2012,100
4,14,1413,2,670,1,1,3,"CROP DISEASE/PEST",2009,100
4,14,1413,2,670,2,1,19,"INTRO.NEW BOREHOLE",2012,100
4,14,1413,1,2578,1,1,3,"CROP DISEASE/PESTS",2010,100
4,14,1413,1,2578,2,1,16,"IMPROVED TRANSPORT",2012,100
4,14,1415,2,156,1,1,3,"CROP DISEASE/PEST",2010,100
4,14,1415,2,952,1,1,3,"CROP DISEASE/PET",2012,100
4,14,1415,2,952,2,1,11,"INTROD.NEW BOREHOLE",2012,100
4,14,1416,2,2314,1,1,9,"POWER OUTAGE",2012,100
4,14,1416,2,2314,2,1,11,"DEVELOMENT PROJCT",2011,100
2,15,1502,2,590,1,1,2,"FLOOD",2012,70
2,15,1502,2,590,1,2,1,"DROUGHT HEAVY RAIN",2012,60
2,15,1502,2,590,2,1,19,"DISTRBUTION OF FERTI",2012,100
2,15,1502,2,590,2,2,13,"IMMUNAZATION",2013,70
2,15,1503,2,634,1,1,2,"FLOOD",2012,60
2,15,1503,2,634,1,2,3,"CROP DISEAS/PEST",2012,45
2,15,1503,2,634,2,1,19,"RENOVATION OF SCHOOL",2012,90
2,15,1503,2,634,2,2,14,"NEW ROAD",2012,95
2,15,1503,2,634,2,3,13,"NEW HEALTH FACILITY",2011,100
2,15,1506,1,148,1,1,10,"LACK OF EMPLOYMENT I",2011,40
2,15,1506,1,148,2,1,14,"ROAD CONSTRUCTION",2012,80
2,15,1506,1,148,2,2,19,"SCHOOLS RENOVATION",2012,80
2,15,1506,1,398,1,1,10,"ARM ROBERY HOUSE BRE",2009,20
2,15,1506,1,398,1,2,2,"FLOOD",2012,30
2,15,1506,1,398,2,1,19,"RENOVATING OF MATERN",2013,100
2,15,1507,2,458,1,1,2,"FOOD (HEAVY RAIN)",2012,50
2,15,1507,2,458,1,2,3,"CROP DISEAS",2012,70
2,15,1507,2,458,1,3,6,"HIGH COST FOOD ITEMS",2012,80
2,15,1507,2,458,2,1,15,"NEW PRIMARY SCHOOL",2011,100
2,15,1508,2,1682,1,1,10,"HEAVY RAINFALL",2012,60
2,15,1508,2,1682,2,1,14,"CONSTRUCTION OF ROAD",2012,70
2,15,1510,2,616,1,1,1,"DROUGH",2008,65
2,15,1510,2,616,1,2,2,"FLOOD(HEAVY RAIN)",2012,85
2,15,1510,2,616,1,3,4,"LIVESTOCK DISEASES",2010,75
2,15,1510,2,616,1,4,8,"LOSS OF LEPROSY",2009,100
2,15,1510,2,616,2,1,14,"NEW ROAD",2009,100
2,15,1510,2,616,2,2,15,"NEW JUNIOR SEC.SCH",2008,100
2,15,1510,2,616,2,3,13,"HEALTH FACILITY",2009,100
2,15,1511,2,1938,1,1,2,"FLOOD",2012,80
2,15,1511,2,1938,1,2,1,"DROUGH",2012,85
2,15,1511,2,1938,1,3,5,"COLERA",2011,50
2,15,1511,2,1938,2,1,15,"NEW SCHOOL",2007,100
2,15,1511,2,1938,2,2,13,"NEW HEALTH FACILITY",2007,100
2,15,1511,2,1938,2,3,14,"NEW ROAD",2013,100
2,15,1511,2,1938,2,4,19,"NEW BORE HOLE",2012,100
4,16,1601,2,954,1,1,2,"FLOOD",2010,60
4,16,1601,2,954,1,2,6,"SHARP CHANGE IN PRIC",2011,70
4,16,1601,2,954,1,3,3,"CROP DISEASE PEST",2011,52
4,16,1601,2,954,2,1,14,"NEW ROAD",2013,
4,16,1601,2,954,2,2,16,"IMPROVED TRANSPORTAT",2000,
4,16,1602,2,1576,1,1,8,"LOSS OF KEY SOCIAL",2008,75
4,16,1602,2,1576,1,2,9,"POWER OUTRAGES",2010,70
4,16,1602,2,1576,1,3,6,"SHARP CHANGE IN PRIC",2010,65
4,16,1602,2,1576,2,1,17,"ON GRID ELECTRICITY",2011,60
4,16,1603,2,158,1,1,2,"FLOOD",2000,100
4,16,1603,2,158,1,2,10,"BAD RAOD",1989,100
4,16,1603,2,158,1,3,10,"NO NETWORK",2000,100
4,16,1603,2,158,1,4,10,"NO CLEAN WATER",1981,100
4,16,1603,2,158,2,1,17,"ON-GRID ELECTRICITY",2000,100
4,16,1605,2,180,1,1,2,"FLOOD",2000,90
4,16,1605,2,180,1,2,9,"POWER OUTRAGE",2007,80
4,16,1605,2,180,1,3,10,"BAD RAOD",2000,80
4,16,1605,2,180,1,4,10,"NO DRINKABLE WATER",2001,80
4,16,1605,2,180,2,1,13,"NEW HEALTH FACILITY",2012,90
4,16,1606,2,590,1,1,10,"LACK OF GOOD ROAD NE",2010,75
4,16,1606,2,590,2,1,17,"ON GRID ELECTRICITY",2010,82
4,16,1608,2,1104,1,1,8,"LOSS OF KEY SOC SERV",2011,60
4,16,1608,2,1104,2,1,17,"ON GRID ELECTRICITY",2010,65
4,16,1609,2,738,1,1,6,"SHARP CHANGE IN PRIC",2010,65
4,16,1609,2,738,1,2,8,"LOSS OF KEY SOCIAL S",2009,60
4,16,1609,2,738,2,1,17,"ON GRID ELECTRICITY",2010,80
4,16,1610,2,1006,1,1,2,"FLOOD",2009,60
4,16,1610,2,1006,1,2,3,"CROP DISEASE/PESTS",2008,50
4,16,1610,2,1006,1,3,4,"LIVESTOCK DISEASES",2010,60
4,16,1610,2,1006,2,1,17,"ON GRID ELECTRICITY",2010,70
4,16,1610,2,1006,2,2,19,"IMPROVEMENT ON MKT S",2009,80
4,16,1612,2,108,1,1,6,"SHARP CHANGE  IN PRI",2012,70
4,16,1612,2,108,2,1,14,"NEW ROAD",2008,70
4,16,1612,2,108,2,2,19,"WATER",2001,80
4,16,1612,2,108,2,3,17,"ON GRID ELECTRICITY",1977,100
4,16,1612,2,414,1,1,8,"LOSS OF KEY SOC SERV",2008,65
4,16,1612,2,414,1,2,6,"SHARP CHANGE IN PRIC",2009,60
4,16,1612,2,414,2,1,11,"DEVELOPMENT PROJECT",2009,60
4,16,1612,2,414,2,2,17,"ON-GRID ELECTRICITY",2010,70
4,16,1613,2,440,1,1,10,"BAD ROAD",2000,90
4,16,1613,2,440,1,2,10,"NO DRINKABLE WATER",1995,90
4,16,1613,2,440,2,1,13,"HEALTH FACILITY",2012,70
4,16,1613,2,440,2,2,17,"ON GRID ELECTRICITY",2000,80
4,16,1616,2,296,1,1,6,"SHARP CHANGE IN PRIC",2012,70
4,16,1616,2,296,2,1,17,"ON GRID ELECTRICITY",2012,80
4,16,1616,2,296,2,2,13,"NEW HEALTH FACILITY",2012,80
4,16,1618,2,1060,1,1,2,"FLOOD",2000,70
4,16,1618,2,1060,1,2,10,"BAD ROAD",2011,70
4,16,1618,2,1060,1,3,6,"SHARP CHANGE IN PRIC",2012,95
4,16,1618,2,1060,2,1,19,"WATER",1983,100
4,16,1620,2,106,1,1,2,"FLOOD",2000,80
4,16,1620,2,106,1,2,10,"NO DRINKABLE WATER",2000,80
4,16,1620,2,106,1,3,10,"NO EMPLOYMENT OPPORT",1980,80
4,16,1620,2,106,1,4,10,"NO HEALTH CENTER",1990,90
4,16,1620,2,106,2,1,17,"NO-GRID ELECTRICITY",1997,80
4,16,1620,2,106,2,2,14,"NEW ROAD",2000,90
4,16,1622,2,18,1,1,6,"SHARP CHANGES IN PRI",2012,55
4,16,1622,2,18,2,1,11,"DEVELOMENT PROJECT",2011,50
4,16,1622,2,18,2,2,17,"ON GRID ELECTRICITY",2009,65
4,16,1622,2,18,2,3,16,"IMPROVED TRANSPORTAT",2010,60
4,16,1624,1,136,1,1,6,"SHARP CHANGE IN PRIC",2011,60
4,16,1624,1,136,1,2,8,"LOSS OF KEY SOC. SER",2010,55
4,16,1624,1,136,2,1,17,"ON GRID ELECTRICITY",2009,70
4,16,1624,1,136,2,2,19,"NO VIOLENCE IN COMM.",2008,80
4,16,1624,1,286,1,1,3,"CROP DISEASE/PESTS",2008,60
4,16,1624,1,286,1,2,2,"FLOOD",2009,65
4,16,1624,1,286,2,1,17,"ON-GRID ELECTRICITY",2009,65
4,16,1625,2,1210,1,1,6,"SHARP CHANGE IN PRIC",2012,60
4,16,1625,2,1210,1,2,10,"KIDNAPPING",2012,50
4,16,1625,2,1210,1,3,9,"POOR ELECTRIC SUPPLY",2010,70
4,16,1625,2,1210,2,1,13,"NEW HEALTH FACILITY",2011,80
4,16,1625,2,1210,2,2,19,"IMPROVED PIPE WATER",2010,90
4,16,1625,2,1210,2,3,19,"IMPROVED SANITATION",2013,90
4,16,1626,2,1546,1,1,6,"SHARP CHANGE IN PRIC",2010,60
4,16,1626,2,1546,2,1,17,"ON-GRID ELECTRICITY",2008,70
3,17,1702,2,510,1,1,3,"POOR HARVEST",2012,80
3,17,1702,2,510,1,2,5,"HUMAN EPIDEMIC DISEA",2013,50
3,17,1702,2,510,1,3,4,"LIVESTOCK DISEASES",2012,100
3,17,1702,2,510,2,1,11,"PORTABLE WATER",2008,100
3,17,1702,2,510,2,2,14,"NEW ROAD",2012,100
3,17,1704,2,1080,2,1,15,"NEW SCHOOL",2010,70
3,17,1704,2,1080,2,2,19,"HEALTH CARE",2011,60
3,17,1704,1,2074,1,1,6,"SHARP CHANGE IN PRIC",2011,80
3,17,1704,1,2074,2,1,11,"DEVELOPMENT PROJECT",2011,70
3,17,1704,1,2074,2,2,12,"YOUTH EMPOWERMENT",2012,50
3,17,1706,2,284,1,1,6,"SHARP CHANGE IN PRIC",2011,90
3,17,1706,2,284,1,2,8,"LOSS OF KEY S/SERVC.",2009,60
3,17,1706,2,284,1,3,4,"LIVESTOCK DISEASES",2010,40
3,17,1710,2,546,1,1,2,"FLOOD",2012,70
3,17,1710,2,546,1,2,10,"FULANI CRISIS",2012,80
3,17,1710,2,546,2,1,11,"DAM DEVELOPMENT",2012,100
3,17,1712,2,794,1,1,3,"CROP DISEASE/PESTS",2011,60
3,17,1712,2,794,2,1,17,"GRID ELECTRICITY",2013,100
3,17,1713,1,226,1,1,2,"FLOOD",2012,40
3,17,1713,1,226,2,1,15,"NEW SCHOOL",2009,50
3,17,1713,1,226,2,2,11,"BORE-HOLE",2012,100
3,17,1715,2,2244,1,1,2,"FLOOD",2012,60
3,17,1715,2,2244,2,1,13,"NEW HEALTH FACILITY",2009,80
3,17,1715,2,2244,2,2,11,"PORTABLE WATER",2011,100
3,17,1715,2,2244,2,3,12,"NEW EMPLOYMENT",2011,90
3,17,1716,2,1452,1,1,10,"DEMOLISHING OF HOUSE",2011,70
3,17,1719,2,1354,1,1,10,"ROBBERY",2012,40
3,17,1719,2,1354,1,2,2,"FLOOD",2011,50
3,17,1719,2,1354,2,1,11,"DEVELOPMENT PROJECT",2011,100
3,17,1722,2,96,1,1,2,"FLOOD",2012,100
3,17,1722,2,96,2,1,15,"NEW SCHOOL",2012,100
3,17,1722,2,96,2,2,11,"BORE-HOLE",2010,100
3,17,1724,2,786,1,1,4,"LIVESTOCK DISEASE",2011,50
3,17,1724,2,786,1,2,10,"HOUSE DEMOLISHING",2012,60
3,17,1724,2,786,2,1,17,"ON-GRID ELECTRICITY",2010,100
3,17,1724,2,786,2,2,11,"PORTABLE WATER",2010,100
3,17,1727,2,634,1,1,10,"POOR HARVEST",2012,60
3,17,1727,2,634,2,1,14,"NEW ROAD",2011,100
3,17,1727,2,634,2,2,11,"PORTABLE WATER",2012,100
3,18,1803,2,840,2,1,14,"ROAD",2011,70
3,18,1803,2,840,2,2,19,"BOREHOLE",2009,80
3,18,1808,2,1726,1,1,2,"FLOOD",2012,20
3,18,1808,2,1726,2,1,14,"ROAD CONTRUCTION",2012,95
3,18,1808,2,1726,2,2,14,"ROAD CONTRUCTION",2010,95
3,18,1811,2,364,1,1,2,"FLOOD",2012,22
3,18,1814,2,678,1,1,1,"DRAUGHT",2012,38
3,18,1814,2,678,1,2,4,"LIVESTOCK DISEASE",2012,46
3,18,1816,1,378,1,1,2,"FLOOD",2012,48
3,18,1817,2,370,2,1,15,"SCHOOL",1999,80
3,18,1817,2,370,2,2,19,"WATER",1999,84
3,18,1820,2,450,1,1,3,"YAM INFECTION",2012,62
3,18,1820,2,450,1,2,2,"FLOOD",2012,37
3,18,1820,2,450,2,1,15,"PRIMARY SCHOOL",2009,89
3,18,1822,2,1654,2,1,11,"WATER",2012,98
3,18,1822,2,1654,2,2,14,"ROAD",2012,98
3,19,1901,2,640,1,1,10,"ROBBERY",2012,40
3,19,1901,2,640,2,1,19,"BUILDING OF JUM MOSQ",2011,90
3,19,1902,2,52,1,1,2,"FLOOD",2012,15
3,19,1905,2,1290,1,1,2,"FLOOD",2011,40
3,19,1905,2,1290,1,2,6,"RISE IN FOOD PRICES",2011,40
3,19,1905,2,1290,1,3,3,"CROP PEST",2011,30
3,19,1905,2,1290,2,1,15,"NEW SCHOOL",2012,50
3,19,1905,2,1290,2,2,12,"EMPLOYMENT IN AGRIC",2011,20
3,19,1905,2,1290,2,3,13,"NEW HEALTH FACILITY",2012,30
3,19,1908,2,284,1,1,3,"CROP PEST DISEASE",2011,35
3,19,1908,2,284,1,2,6,"INCREASE IN PRICES",2011,30
3,19,1908,2,284,1,3,1,"DROUGHT",2010,30
3,19,1908,2,284,2,1,12,"NEW EMP IN IRRIGATIO",2011,35
3,19,1908,2,284,2,2,16,"IMPROVED TRANSPORTAT",2010,40
3,19,1908,2,284,2,3,19,"GOOD IRIGATION MKT",2011,45
3,19,1910,2,808,1,1,2,"FLOOD",2011,40
3,19,1910,2,808,1,2,6,"CHANGE IN PRICE",2010,40
3,19,1910,2,808,1,3,3,"CROP DISEASE",2010,30
3,19,1910,2,808,2,1,11,"DEV. PROVECT",2011,80
3,19,1910,2,808,2,2,15,"NEW SCHOOL",2010,40
3,19,1910,2,808,2,3,16,"IMPROVED TRANSPORT",2011,35
3,19,1912,1,1510,1,1,10,"LOW INCOME",2012,40
3,19,1912,1,1510,1,2,10,"INSECURITY",2012,30
3,19,1912,1,1510,1,3,6,"CHANGE IN PRICES",2012,25
3,19,1912,1,1510,1,4,7,"MASSIVE JOB LAYOFF",2012,30
