"zone","state","lga","sector","ea","event_type","event_seq","event_cd","event_desc","sc6q2","sc6q3"
5,10,1010,2,20,1,1,6,"SHARP CHANGE IN PRIC",2009,
5,10,1010,2,20,1,2,7,"MASSIVE JOB LAY-OFF",2009,
5,10,1010,2,20,2,1,17,"ON-GRID ELECTRICITY",2005,
5,10,1012,2,936,1,1,10,"POLITICAL CRISIS",2009,50
5,10,1014,2,80,2,1,16,"IMPROVED TRANSP,SERV",2007,40
5,10,1014,2,80,2,2,19,"PROV.OF STREET LIGHT",2010,35
5,10,1018,1,634,1,1,5,"NEW ROAD",2010,14
5,10,1018,1,634,1,2,6,"ON-GRID ELECTRICITY",2008,17
5,10,1018,2,898,1,1,5,"NEW ROAD",2011,14
5,10,1018,2,898,1,2,6,"NEW SCHOOL",2009,15
5,10,1018,2,898,1,3,7,"NEW EMPLOYMENT OPPOR",2011,12
5,10,1020,1,38,1,1,6,"SHARP CHANGE IN PRIC",2009,100
5,10,1020,1,38,2,1,16,"IMPROVED TRANSPORTAT",2007,100
5,10,1021,2,120,2,1,12,"NEW EMPLOYMT.OPPRTY",2006,30
5,10,1025,2,1774,1,1,1,"FLOOD",2009,2
5,10,1025,2,1774,1,2,2,"SHARP CHANGE IN PRIC",2010,6
5,10,1025,2,1774,1,3,5,"IMPROVED TRANSPORTAT",2011,16
4,11,1101,2,154,1,1,3,"CROP DISEASE/PESTS",2009,87
4,11,1101,2,154,1,2,4,"LIVESTOCK DISEASE",2007,56
4,11,1101,2,154,1,3,5,"HUMAN EPIDEMIC DISEA",2008,64
4,11,1101,2,154,1,4,6,"SHARP CHANGE IN PRIC",2010,90
4,11,1101,2,154,2,1,11,"DEVELOPMENT PROJECT",2008,64
4,11,1101,2,154,2,2,13,"NEW HEALTH FACILITY",2009,77
4,11,1101,2,154,2,3,14,"NEW ROAD",2011,46
4,11,1101,2,154,2,4,15,"NEW SCHOOL",2010,80
4,11,1102,2,936,1,1,3,"CROP DISEASE/PESTS",2010,56
4,11,1102,2,936,1,2,4,"LIVESTOCK DISEASE",2009,67
4,11,1102,2,936,1,3,5,"HUMAN EPIDEMIC DISEA",2009,49
4,11,1102,2,936,1,4,6,"SHARP CHANGEIN PRICE",2010,80
4,11,1102,2,936,2,1,11,"DEVELOPMENT PROJECT",2010,47
4,11,1102,2,936,2,2,13,"NEW HEALTH FACILITY",2009,44
4,11,1102,2,936,2,3,14,"NEW ROAD",2010,61
4,11,1102,2,936,2,4,16,"IMPROVED TRANSP.SERV",2009,44
4,11,1104,2,434,1,1,3,"CROP DISEASE/PESTS",2008,60
4,11,1104,2,434,1,2,4,"LIVESTOCK DISEASE",2008,56
4,11,1104,2,434,1,3,5,"HUMAN EPIDEMIC DISEA",2009,60
4,11,1104,2,434,1,4,6,"SHARP PRICE IN PRICE",2010,100
4,11,1104,2,434,2,1,11,"DEVELOPMENT PROJECT",2010,40
4,11,1104,2,434,2,2,13,"NEW HEALTH FACILITY",2009,70
4,11,1104,2,434,2,3,14,"NEW ROAD",2010,64
4,11,1104,2,434,2,4,16,"IMPROVED TRANSP.SREV",2008,50
4,11,1104,1,2028,1,1,1,"DROUGHT",2007,90
4,11,1104,1,2028,1,2,3,"CROP DISEASE/PESTS",2007,50
4,11,1104,1,2028,1,3,4,"LIVESTOCK DISEASE",2009,60
4,11,1104,1,2028,1,4,6,"SHARP CHANGES IN PRI",2008,70
4,11,1104,1,2028,2,1,11,"DEVELOPMENT PROJECT",2010,50
4,11,1104,1,2028,2,2,13,"NEW HEALTH FACILITY",2009,60
4,11,1104,1,2028,2,3,14,"NEW ROAD",2010,20
4,11,1104,1,2028,2,4,15,"NEW SCHOOL",2010,50
4,11,1105,2,100,1,1,3,"CROP DISEASE/PESTS",2008,61
4,11,1105,2,100,1,2,4,"LIVESTOCK DISEASE",2010,49
4,11,1105,2,100,1,3,6,"SHARP CHANGES IN PRI",2011,90
4,11,1105,2,100,1,4,8,"LOSS OF SOC.SERVICES",2009,94
4,11,1105,2,100,2,1,11,"DEVELOPMENT PROJECT",2008,80
4,11,1105,2,100,2,2,13,"NEW HEALTH FACILITY",2010,76
4,11,1105,2,100,2,3,14,"NEW ROAD",2011,97
4,11,1105,2,100,2,4,16,"IMPROVED TRANST.SERV",2009,56
4,11,1106,2,446,1,1,3,"CROP DISEASE/PESTS",2011,80
4,11,1106,2,446,1,2,4,"LIVESTOCK DISEASE",2010,70
4,11,1106,2,446,1,3,5,"HUMAN EPIDEMIC DISEA",2007,67
4,11,1106,2,446,1,4,6,"SHARP CHANGE IN PRIC",2009,90
4,11,1106,2,446,2,1,11,"DEVELOPMENT PROJECT",2008,76
4,11,1106,2,446,2,2,13,"NEW HEALTH FACILITY",2011,67
4,11,1106,2,446,2,3,14,"NEW ROADS",2010,54
4,11,1106,2,446,2,4,15,"NEW SCHOOLS",2009,70
4,11,1107,2,1034,1,1,3,"CROP DISEASE/PESTS",2009,76
4,11,1107,2,1034,1,2,4,"LIVESTOCK DISEASE",2007,71
4,11,1107,2,1034,1,3,5,"HUMAN EPIDEMIC DISEA",2008,49
4,11,1107,2,1034,1,4,6,"SHARP CHANGE IN PRIC",2010,100
4,11,1107,2,1034,2,1,11,"DEVELOPMENT PROJECT",2010,69
4,11,1107,2,1034,2,2,13,"NEW HEALTH FACILITY",2009,77
4,11,1107,2,1034,2,3,14,"NEW ROAD",2011,40
4,11,1107,2,1034,2,4,15,"NEW SCHOOL",2010,88
4,11,1108,2,492,1,1,3,"CROP DISEASE/PESTS",2007,69
4,11,1108,2,492,1,2,4,"LIVESTOCK DISEASE",2008,50
4,11,1108,2,492,1,3,6,"SHARP CHANGES IN PRI",2010,90
4,11,1108,2,492,1,4,8,"LOSS OF KEY SIC.SERV",2007,85
4,11,1108,2,492,2,1,11,"DEVELOPMENT PROJECT",2010,86
4,11,1108,2,492,2,2,13,"NWE HEALTY FACILITY",2009,94
4,11,1108,2,492,2,3,14,"NEW ROAD",2011,90
4,11,1108,2,492,2,4,16,"IMPROVED TRANST.SERV",2010,64
4,11,1109,2,672,1,1,3,"CROP DISEASE/PESTS",2011,86
4,11,1109,2,672,1,2,4,"LIVESTOCK DISEASE",2008,67
4,11,1109,2,672,1,3,5,"HUMAN EPIDEMIC DISEA",2009,70
4,11,1109,2,672,1,4,6,"SHARP CHANGE IN PRIC",2010,87
4,11,1109,2,672,2,1,11,"DEVELOPMENT PROJECT",2009,86
4,11,1109,2,672,2,2,13,"NEW HEALTH FACILITY",2011,71
4,11,1109,2,672,2,3,14,"NEW ROAD",2010,64
4,11,1109,2,672,2,4,15,"NEW SCHOOL",2008,86
4,11,1110,2,714,1,1,3,"CROP DISEASE/PESTS",2010,60
4,11,1110,2,714,1,2,5,"HUMAN EPIDEMIC DISEA",2009,47
4,11,1110,2,714,1,3,6,"SHARP CHANGES IN PRI",2011,90
4,11,1110,2,714,1,4,8,"LOST OF KEY SOC.SERV",2009,56
4,11,1110,2,714,2,1,11,"DEVELOPMENT PROJECT",2010,60
4,11,1110,2,714,2,2,13,"NEW HEALTH FACILITY",2010,50
4,11,1110,2,714,2,3,14,"NEW ROAD",2009,41
4,11,1110,2,714,2,4,16,"IMPROVED TRANSP.SERV",2011,56
4,11,1110,2,2752,1,1,3,"CROP DISEASE/PESTS",2009,54
4,11,1110,2,2752,1,2,6,"SHARP CHANGE IN PRIC",2011,95
4,11,1110,2,2752,1,3,8,"LOSS OF KEY SOCI SER",2009,70
4,11,1110,2,2752,1,4,9,"POWER OUTAGES",2010,90
4,11,1110,2,2752,2,1,11,"DEVELOPMENT PROJECT",2008,46
4,11,1110,2,2752,2,2,13,"NEW HEALTH FACILITY",2009,70
4,11,1110,2,2752,2,3,14,"NEW ROAD",2010,60
4,11,1110,2,2752,2,4,16,"IMPROVED TRANST.SERV",2011,40
4,11,1112,2,78,1,1,3,"CROP DISEASE/PESTS",2009,67
4,11,1112,2,78,1,2,4,"LIVESTOCK DISEASE",2008,71
4,11,1112,2,78,1,3,5,"HUMAN EPIDEMIC DISEA",2010,50
4,11,1112,2,78,1,4,6,"SHARP CHANGES IN PRI",2010,90
4,11,1112,2,78,2,1,11,"DEVELOPMENT PROJECT",2010,44
4,11,1112,2,78,2,2,13,"NEW HEALTH FACILITY",2010,54
4,11,1112,2,78,2,3,14,"NEW ROAD",2009,50
4,11,1112,2,78,2,4,16,"IMPROVED TRANST.SERV",2010,40
4,11,1112,2,1952,1,1,3,"CROP DISEASE/PESTS",2009,85
4,11,1112,2,1952,1,2,4,"LIVESTOCK DISEASE",2009,70
4,11,1112,2,1952,1,3,5,"HUMAN EPIDEMIC DISEA",2008,40
4,11,1112,2,1952,1,4,6,"SHARP CHANGES IN PRI",2010,50
4,11,1112,2,1952,2,1,11,"DEVELOPMENT PROJECT",2010,46
4,11,1112,2,1952,2,2,13,"NEW HEALTH FACILITY",2010,44
4,11,1112,2,1952,2,3,14,"NEW ROAD",2010,50
4,11,1112,2,1952,2,4,16,"IMPROVED TRANSPT SER",2010,56
4,11,1113,2,954,1,1,3,"CROP DISEASE/PESTS",2007,60
4,11,1113,2,954,1,2,4,"LIVESTOCK DISEASE",2008,70
4,11,1113,2,954,1,3,5,"HUMAN EPIDEMIC DISEA",2009,46
4,11,1113,2,954,1,4,6,"SHARP CHANG IN PRICE",2010,100
4,11,1113,2,954,2,1,11,"DEVELOMMENT PROJECT",2011,86
4,11,1113,2,954,2,2,13,"NEW HEALTH FACILITY",2010,76
4,11,1113,2,954,2,3,14,"NEW ROAD",2009,40
4,11,1113,2,954,2,4,15,"NEW SCHOOL",2010,48
5,12,1202,1,2146,1,1,2,,2006,
5,12,1202,1,2146,1,2,6,,2009,
5,12,1202,1,2146,1,3,9,,2009,
5,12,1202,1,2146,1,4,10,,2010,
5,12,1202,1,2146,2,1,18,,2010,
5,12,1202,1,2710,1,1,6,,2009,100
5,12,1202,1,2710,1,2,9,,2008,100
5,12,1202,1,2710,2,1,11,,2009,100
5,12,1202,1,2710,2,2,12,,2006,100
5,12,1202,1,2710,2,3,14,,210,100
5,12,1202,1,2710,2,4,16,,2010,100
5,12,1204,2,736,1,1,6,,2009,100
5,12,1204,2,736,,1,,"NEW YAM VESTVAL",2009,100
5,12,1208,2,526,1,1,6,"SHORP CHANG IN PRICE",2008,100
5,12,1208,2,526,2,1,19,"OKWURI",2009,100
5,12,1208,2,526,2,2,19,"OSUKHU",2009,100
5,12,1210,2,462,1,1,6,,2010,100
5,12,1210,2,462,1,2,6,"AROYANOMON FESTIVAL",2011,100
5,12,1211,1,2220,1,1,6,,2008,90
5,12,1211,1,2220,1,2,9,,2006,90
5,12,1211,1,2220,2,1,11,,2010,90
5,12,1211,1,2220,2,2,14,,2010,90
5,12,1211,1,2220,2,3,15,,2007,90
5,12,1211,1,2220,2,4,16,,2009,90
5,12,1211,1,2856,1,1,6,,2009,90
5,12,1211,1,2856,1,2,9,,2008,90
5,12,1211,1,2856,2,1,13,,2005,90
5,12,1211,1,2856,2,2,14,,2007,90
5,12,1211,1,2856,2,3,16,,2006,90
5,12,1212,1,1392,1,1,2,,2010,30
5,12,1212,1,1392,1,2,6,,2009,80
5,12,1212,1,1392,2,1,13,,2008,90
5,12,1212,1,1392,2,2,16,,2009,90
5,12,1214,2,452,1,1,3,,2008,70
5,12,1214,2,452,1,2,6,,2010,90
5,12,1216,2,618,1,1,1,"CROP DESEASE/PEST.",210,50
5,12,1216,2,618,1,2,3,,2010,50
5,12,1216,2,618,1,3,6,,2008,80
6,13,1301,1,1206,1,1,6,"SHARP CHANGE IN PRIC",2009,95
6,13,1301,1,1206,1,2,9,"CONSTANT POWER OUTAG",2010,90
6,13,1301,1,1206,2,1,15,"CONSTR SCHOOL BUILD",2009,60
6,13,1301,1,1206,2,2,19,"IMPROVED IN TELECOMM",2007,80
6,13,1303,1,626,1,1,10,"POLITICAL VIOLENCE",2008,50
6,13,1303,1,626,2,1,15,"CONST OF NEW SCHOOL",2008,70
6,13,1303,1,626,2,2,17,"IMPROVED ON ELECTRIC",2009,90
6,13,1305,2,10,1,1,1,"DROUGHT",2008,65
6,13,1305,2,10,1,2,10,"EROSION",2007,80
6,13,1305,2,10,1,3,10,"NO DRINKING WATER",2007,95
6,13,1305,2,10,2,1,14,"NEW ROAD",2009,90
6,13,1305,2,10,2,2,19,"IMPROVED TELECOMMUNI",2008,95
6,13,1305,1,1232,1,1,1,"DROUGHT",2008,60
6,13,1305,1,1232,2,1,11,"NEW INDIVIDUA BUILDI",2010,50
6,13,1305,1,1232,2,2,14,"NEW ROAD",2010,90
6,13,1305,1,1232,2,3,15,"CONSTR OF NEW SCHOOL",2009,70
6,13,1307,1,268,1,1,1,"DROUGHT",2009,60
6,13,1307,1,268,1,2,6,"SHARPCHANGE IN PRICE",2008,60
6,13,1307,1,268,1,3,10,"KILLING PROMINENTSON",2007,40
6,13,1307,1,268,2,1,15,"NEW SCH BUILDING",2009,70
6,13,1309,2,674,1,1,1,"DROUGHT",2009,60
6,13,1310,1,1300,1,1,6,"SHARP CHANGE OF PRIC",2009,80
6,13,1310,1,1300,1,2,9,"POWER OUTAGES",2010,90
6,13,1310,1,1300,1,3,10,"STUDENTS UNREST",2009,60
6,13,1310,1,1300,1,4,10,"MED DOCTORS",2010,80
6,13,1310,1,1300,2,1,13,"NEW HEALTH FACILITY",2008,50
6,13,1310,1,1300,2,2,15,"NEW SCH BUILDING",2009,75
6,13,1310,1,1300,2,3,19,"MICRO CREDIT FACILIT",2009,50
6,13,1314,1,6,1,1,5,"LIVESTOCK DISEASE",2009,60
6,13,1314,1,6,1,2,10,"ACCIENT ON ROAD",2010,5
6,13,1314,1,6,2,1,14,"NEW ROAD CONSTRUCTIO",2008,70
6,13,1314,1,6,2,2,15,"NEW SCH BUILDING",2008,70
4,14,1401,2,1116,1,1,2,"FLOOD",2009,100
4,14,1401,2,1116,1,2,3,"CROP DISEASE",2009,100
4,14,1403,1,34,1,1,7,"MASSIVE JOB LAY OFF",2006,40
4,14,1403,1,34,2,1,16,"IMPROVED TRANSPORT S",2010,50
4,14,1404,1,96,1,1,2,"BAD ROAD",2010,100
4,14,1404,1,96,1,2,6,"HIGH PRICE OF GOODS",2007,100
4,14,1404,1,96,1,3,7,"MASSIVE JOB LAY OFF",2006,40
4,14,1404,1,96,2,1,17,"IMPROVED ELECT.SUPPL",2010,100
4,14,1406,2,694,1,1,5,"CROP DISEASE/PEST",2009,100
4,14,1406,2,694,1,2,8,"LOSS OF SOCIAL SERVI",2008,100
4,14,1406,2,694,2,1,14,"ROAD MAINTANACE",2010,100
4,14,1406,2,694,2,2,15,"NEW SCHOOL BUILDING",2010,100
4,14,1406,2,694,2,3,17,"AVAILABLITY OF ELEC.",2010,100
4,14,1407,2,68,1,1,3,"CROP/PEST DISEASE",2010,100
4,14,1407,2,68,1,2,9,"POWER OUTAGE",2009,100
4,14,1407,2,68,2,1,11,"SINKING OF BORE HOLE",2008,100
4,14,1408,2,968,1,1,3,"CROP/PEST DISEASE",2010,100
4,14,1408,2,968,1,2,8,"LACK OF SOCI AMENITY",2007,100
4,14,1408,2,968,2,1,14,"BUILDING OFNEW PRY.S",2010,60
4,14,1408,2,1996,1,1,3,"CROP/PAST DISEASE",2010,100
4,14,1408,2,1996,2,1,11,"SINKIGN OF BORE HOLE",2011,100
4,14,1410,2,236,1,1,2,"FLOOD",2010,100
4,14,1410,2,236,1,2,3,"CROP/PEST DISEASE",2008,100
4,14,1410,2,236,1,3,7,"MASSIVE LAY OFF",2007,80
4,14,1410,2,236,1,4,8,"LOST OF KEY SOCIAL S",2007,100
4,14,1410,2,236,2,1,14,"NEW ROAD",2010,100
4,14,1410,2,236,2,2,17,"IMPROVED ELECTRICITY",2010,100
4,14,1411,2,1066,1,1,8,"BRIGDE COLLAPSE",2010,100
4,14,1411,2,1066,1,2,10,,0,0
4,14,1411,2,1066,2,1,13,,2006,100
4,14,1413,2,670,1,1,3,"CROP/PEST DISEASE",2010,100
4,14,1413,2,670,1,2,8,"LOSS OF KEY SOCIO SE",2007,100
4,14,1413,1,2578,1,1,3,"CROP/PEST DISEASE",2010,100
4,14,1413,1,2578,1,2,8,"LACK OF SOCIO AMENIT",2008,100
4,14,1415,2,156,1,1,6,"CHANGES IN PRICES",2010,6
4,14,1415,2,156,1,2,9,"POWER OUTAGE",2009,9
4,14,1415,2,952,1,1,3,"CROP DISEASE",2010,100
4,14,1415,2,952,2,1,11,"GIFT OF TRANSFORMER",2011,80
4,14,1416,2,2314,1,1,3,"CROP FAILURE",2007,100
4,14,1416,2,2314,1,2,8,"LACK OF WATER",2006,100
4,14,1416,2,2314,1,3,10,"UNEMPLOYMENT",2008,80
4,14,1416,2,2314,2,1,15,"CONSTRUCTION OF SCH.",2010,100
4,14,1416,2,2314,2,2,18,"IMPROVED ELECTRICITY",2010,100
2,15,1502,2,590,1,1,4,"LIVESTOCK DISEASE",2011,
2,15,1502,2,590,1,2,5,"CHICKEN POX,COLERA",2011,20
2,15,1502,2,590,2,1,13,"DISTRIBUTION T.M.N,",2010,100
2,15,1502,2,590,2,2,19,"FERTILIZER",2010,100
2,15,1502,2,590,,1,,"CONSTRUCTION N.C.R.",2008,100
2,15,1503,2,634,1,1,2,"FLOOD",2010,50
2,15,1503,2,634,1,2,5,"MANINGYTISE",2009,60
2,15,1503,2,634,1,3,10,"WIND",2009,40
2,15,1503,2,634,2,1,14,"ROAD CONSTRUCTI0N",2009,100
2,15,1506,1,148,1,1,1,"DROUGH",2009,20
2,15,1506,1,148,1,2,5,"COLERA",2010,40
2,15,1506,1,148,2,1,16,"AVAIL.OF ACHABA/K.NA",2011,70
2,15,1506,1,398,1,1,5,"COLERA",2009,40
2,15,1506,1,398,2,1,17,"NEW TRANSFORMER",2010,100
2,15,1507,2,458,1,1,2,"FLOOD",2009,40
2,15,1507,2,458,1,2,4,"LIVESTOCK DISEASE",2010,50
2,15,1507,2,458,1,3,10,"WIND",2007,90
2,15,1507,2,458,2,1,15,"CONSTRUCTIN N.P/SEC.",2010,80
2,15,1507,2,458,2,2,19,"DISTRIBUTION FERTILI",2009,80
2,15,1508,2,1682,1,1,3,"CROP DISEASE/PESTS",2007,100
2,15,1508,2,1682,1,2,5,"MANINGYTIS",2010,60
2,15,1508,2,1682,2,1,14,"ROAD CONSTRUCTION",2009,100
2,15,1508,2,1682,2,2,19,"SUBSIDIZED",2008,100
2,15,1510,2,616,1,1,2,"FLOOD",2008,60
2,15,1510,2,616,1,2,4,"LIVESTOCK DISEASE",2010,80
2,15,1510,2,616,1,3,10,"WIND",2006,75
2,15,1510,2,616,2,1,13,"MATERNITY CLINIC",2010,100
2,15,1510,2,616,2,2,14,"CONSTRUCTION N.ROAD",2009,100
2,15,1510,2,616,2,3,15,"NEW SEC.SCHOOL",2009,100
2,15,1511,2,1938,1,1,5,"EPIDEMIC DISEASES",2008,100
2,15,1511,2,1938,2,1,11,"CONSTRUCTION OF DRAI",2006,100
2,15,1511,2,1938,2,2,11,"CONSTRCTION OF BOREH",2011,100
2,15,1511,2,1938,2,3,13,"NEW HEALTH FACILITIE",2010,
2,15,1511,2,1938,2,4,15,"NEW SCHOOL",2010,100
4,16,1601,2,954,1,1,3,"CROP DISEASE",2010,60
4,16,1601,2,954,1,2,6,"CHANGE IN PRICE",2009,80
4,16,1601,2,954,1,3,7,"LACK OF EMPLOYMENT",2006,70
4,16,1601,2,954,2,1,16,"IMPROVED TRANSPORT",2009,70
4,16,1602,2,1576,1,1,9,"NO GOOD WATER,POWER",2009,60
4,16,1602,2,1576,2,1,19,"THERE IS PEACE",2006,80
4,16,1603,2,158,1,1,1,"DROUGHT",2009,50
4,16,1603,2,158,1,2,2,"FLOOD",2009,70
4,16,1603,2,158,1,3,4,"LIVESTOCK DISEASE",2010,70
4,16,1603,2,158,1,4,7,"MASSIVE JOB LAY OFF",2010,40
4,16,1603,2,158,2,1,11,"DEVELOPMENY PROJECT.",2010,50
4,16,1603,2,158,2,2,14,"NEW ROAD",2010,60
4,16,1603,2,158,2,3,15,"NEW SCHOOL",2010,50
4,16,1603,2,158,2,4,17,"ELECTRICITY",2010,60
4,16,1605,2,180,1,1,4,"CROP DISEASE",2008,80
4,16,1606,2,590,1,1,6,"SHARP CHANGE IN PRIC",2009,60
4,16,1606,2,590,2,1,19,"PEACIFUL CO-EXISTENC",2006,55
4,16,1608,2,1104,1,1,6,"SHARP CHANGE IN PRIC",2004,40
4,16,1608,2,1104,2,1,19,"GOOD CO-EXISTENCE",2006,57
4,16,1609,2,738,1,1,8,"LOSS OF KEY SOC SERV",2008,65
4,16,1609,2,738,2,1,19,"PEACEFUL EXISTENCE",2001,70
4,16,1610,2,1006,1,1,6,"CHARP CHANGE IN PRIC",2009,47
4,16,1610,2,1006,2,1,17,"ON GRID ELECTRICITY",2007,50
4,16,1612,2,108,1,1,10,"ACCURSED MURDER",2008,50
4,16,1612,2,108,2,1,17,"ON-GRID ELECTRICITY",2011,80
4,16,1612,2,414,1,1,7,"MASSIVE JOB LAY OFF",2006,40
4,16,1612,2,414,2,1,17,"ON GRID ELECTRICITY",2008,54
4,16,1613,2,440,2,1,16,"INPROVED TRANSPORT",2008,80
4,16,1616,2,296,2,1,19,"SOLAR WATER BY GOVT",2000,80
4,16,1620,2,106,1,1,2,"FLOOD",2006,70
4,16,1622,2,18,1,1,8,"LOSS OF KEY SOC.SERV",2009,
4,16,1622,2,18,1,2,10,"MEANS OF TRANSPORTAT",2008,
4,16,1622,2,18,2,1,15,"NEW SCHOOL",2007,
4,16,1622,2,18,2,2,17,"ON GRID ELECTRICITY",2009,
4,16,1624,1,136,1,1,8,"LOSS OF KEY SOC. SER",2007,40
4,16,1624,1,136,2,1,18,"OFF GRID ELECTRICITY",2005,60
4,16,1624,1,286,1,1,3,"CROP DISEASE {COCOYA",2008,70
4,16,1624,1,286,2,1,11,"CATHOLIC DEV PROJECT",2010,50
4,16,1626,2,1546,1,1,6,,2009,40
4,16,1626,2,1546,1,2,9,,2010,60
4,16,1626,2,1546,2,1,13,,2010,55
4,16,1626,2,1546,2,2,16,,2009,70
3,17,1702,2,510,1,1,10,,2010,100
3,17,1702,2,510,2,1,11,,2008,100
3,17,1702,2,510,2,2,19,,2009,100
3,17,1704,2,1080,1,1,2,,2010,40
3,17,1704,2,1080,2,1,11,,2009,80
3,17,1704,2,1080,2,2,11,,2009,100
3,17,1704,2,1080,2,3,11,,2010,80
3,17,1704,2,1080,2,4,11,,2011,80
3,17,1704,1,2074,1,1,1,,2010,30
3,17,1704,1,2074,2,1,11,,2010,45
3,17,1704,1,2074,2,2,11,,2011,100
3,17,1704,1,2074,2,3,15,,2010,60
3,17,1704,1,2074,2,4,18,,2011,100
3,17,1706,2,284,1,1,1,"DROUGHT",2009,60
3,17,1710,2,546,1,1,1,"DROUGHT",2009,40
3,17,1710,2,546,1,2,2,"CROP PESTS",2009,40
3,17,1710,2,546,1,3,3,"WATER SUPLY",2008,100
3,17,1710,2,546,1,4,4,"BUILDING OF SCHOOL",2009,100
3,17,1710,2,546,1,5,5,"BUILDING OF MOSQUE",2009,100
3,17,1712,2,794,2,1,14,,2006,100
3,17,1712,2,794,2,2,14,,2008,100
3,17,1712,2,794,2,3,14,,2011,100
3,17,1713,1,226,1,1,2,"FLOOD",2010,50
3,17,1713,1,226,2,1,15,"BUILDING OF SCHOOL",2009,70
3,17,1713,1,226,2,2,19,"RENOVATING OF ROAD",2010,100
3,17,1713,1,226,2,3,19,"RENOVATING OF C/ROOM",2011,100
3,17,1715,2,2244,1,1,2,"FLOOD",2010,70
3,17,1715,2,2244,1,2,6,"JUMMAT MOSQUE",2007,100
3,17,1715,2,2244,1,3,6,"BOLE-HOLES",2008,50
3,17,1715,2,2244,1,4,6,"HEALTH POST",2008,100
3,17,1715,2,2244,1,5,6,"ELECTRIFICATION",2010,100
3,17,1716,2,1452,1,1,2,,2010,70
3,17,1719,2,1354,1,1,1,"DROUGHT",2009,90
3,17,1719,2,1354,2,1,11,"PROVISION OF WATER",2010,80
3,17,1722,2,96,1,1,1,,2009,
3,17,1722,2,96,2,1,11,,2011,100
3,17,1722,2,96,2,2,15,,2009,100
3,17,1724,2,786,2,1,18,,2009,100
3,17,1724,2,786,2,2,19,,2010,100
3,17,1727,2,634,1,1,1,,2007,40
3,17,1727,2,634,1,2,2,,2010,20
3,17,1727,2,634,2,1,15,,2008,100
3,17,1727,2,634,2,2,19,,2008,100
3,18,1804,1,2690,1,1,9,"POWER OUTAGES",2007,100
3,18,1805,2,534,1,1,3,"CROP  DISEASE",2008,70
3,18,1808,2,1726,2,1,16,"TURBAN OF DISTR HEAD",2009,100
3,18,1809,1,1272,1,1,6,"SHARP CHARGES IN PRI",2007,100
3,18,1809,1,1272,1,2,9,"POWER OUTAGES",2009,92
3,18,1814,2,678,1,1,4,"LIVES STOCK DISEASE",2007,45
3,18,1816,1,378,1,1,9,"POWER  OUTAGE",2008,90
3,18,1817,2,370,1,1,1,"DRAUGHT",2008,
3,18,1817,2,370,1,2,9,"POWER OUTAGE",2007,
3,18,1817,2,370,2,1,19,"RETURN  OF  POWER",2009,
3,18,1820,2,450,2,1,19,"CROWN OF DISTR HEAD",2009,19
3,18,1823,1,1822,1,1,9,"POWER  OUTRAGES",2010,100
3,18,1823,1,1822,1,2,10,"DESTRUCTION OF BUILD",2010,7
3,18,1823,1,1822,2,1,14,"NEW ROAD",2009,100
3,19,1901,2,640,1,1,2,"FLOOD",2007,70
3,19,1901,2,640,1,2,3,"CROP  DISEASE PESTS",2006,50
3,19,1901,2,640,1,3,4,"LIVESTOCK DISEASE",2008,80
3,19,1901,2,640,1,4,6,"SHARP  CHANGE PRICE",2007,99
3,19,1901,2,640,2,1,16,"IMPROVED TRANSPOTATI",2006,99
3,19,1901,2,640,2,2,16,"IMPROVED  TRASPOT",2007,99
3,19,1901,2,640,2,3,16,"IMPROVED  TRANSPOT",2008,99
3,19,1901,2,640,2,4,16,"IMPROVED  TRANSPOT",2009,99
3,19,1902,2,52,1,1,2,"FOOD",2008,50
3,19,1902,2,52,1,2,2,"IMPROVED TRANSPORT",2009,99
3,19,1902,2,52,1,3,3,"CROP DISEASES BESTS",2008,20
3,19,1902,2,52,1,4,5,"HUMAN EPIDEMIN",2010,30
3,19,1902,2,52,1,5,6,"SHARP CHANGE IN PRIC",2007,80
3,19,1905,2,1290,1,1,4,"CROP DISEASE",2009,60
3,19,1905,2,1290,1,2,5,"HUMAN EPIDEMIC DISEA",2010,50
3,19,1905,2,1290,1,3,6,"SHARP CHANGEIN PRICE",2009,40
3,19,1905,2,1290,1,4,7,"MASSIVE JOB LAY OFF",2010,50
3,19,1905,2,1290,2,1,14,"NEW ROAD",2009,50
3,19,1905,2,1290,2,2,15,"NEW SCHOOL",2008,60
3,19,1905,2,1290,2,3,16,"IMPROVED TRANS.SERV.",2008,60
3,19,1905,2,1290,2,4,18,"PEACE",2010,60
3,19,1908,2,284,1,1,3,"CROP DISEASES",2009,45
3,19,1908,2,284,1,2,6,"SHARPCHANGEINPRICES",2009,50
3,19,1908,2,284,1,3,8,"COST OF KEY SOC.SERV",2008,60
3,19,1908,2,284,1,4,10,"HIGHCOSTOFFERTILIZER",2009,60
3,19,1908,2,284,2,1,15,"NEW SCHOOL",2008,50
3,19,1908,2,284,2,2,16,"IMPROVE TRANS.SERVS.",2010,40
3,19,1908,2,284,2,3,19,"NEW MOSQUE",2009,50
3,19,1910,2,808,1,1,1,"DROUGHT",2009,60
3,19,1910,2,808,1,2,2,"CROP DISEASES/PEST",2009,75
3,19,1910,2,808,1,3,5,"HUMANEPIDEMICDISEASE",2010,50
3,19,1910,2,808,1,4,6,"SHARPCHANGEINPRICES",2009,75
