"zone","state","lga","sector","ea","hhid","item_cd","s7other","s7x","s7q1","s7q2","s7q3","s7q4a","s7q4b","s7q4c","s7q5","s7q6","s7q7","s7q8a","s7q8b","s7q8c","trackingobs"
4,11,1106,2,446,110077,306,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,302,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,303,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,304,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,305,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,306,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,311,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,318,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110078,322,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110079,302,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110079,305,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110079,306,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110080,302,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110080,303,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110080,304,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110080,306,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110080,318,,"X",2,,,,,,2,,,,,,0
4,11,1106,2,446,110080,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,317,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110081,323,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110082,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110082,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110082,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110082,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110082,317,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110082,332,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110083,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110083,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110083,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110083,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110084,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110084,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110085,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110085,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110085,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110085,318,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110085,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110085,332,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110086,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110086,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110086,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,302,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,317,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110087,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110088,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110088,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110088,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110088,317,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110088,332,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,304,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,317,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,322,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110089,332,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110090,303,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110090,305,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110090,306,,"X",2,,,,,,2,,,,,,0
4,11,1104,2,434,110090,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110091,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110091,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110091,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110091,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110091,322,,,2,,,,,,1,1,650,1,,,0
4,11,1107,2,1034,110091,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110092,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110092,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110092,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110092,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110092,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110092,322,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,311,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,322,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110093,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110094,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110094,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110094,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110094,311,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110094,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110094,322,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110095,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110095,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110096,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110096,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110096,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110096,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110096,318,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110096,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110097,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110097,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110097,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110097,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110097,322,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110097,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,322,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110098,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,305,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,320,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,322,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,326,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,327,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,329,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110099,332,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110100,303,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110100,304,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110100,306,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110100,317,,"X",2,,,,,,2,,,,,,0
4,11,1107,2,1034,110100,332,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,321,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110101,332,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110102,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110102,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110102,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110102,317,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110102,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110103,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110103,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110103,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110103,317,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110103,332,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,311,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,318,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110104,332,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110105,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110105,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110105,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110105,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110105,320,,,,,,,,,1,1,15000,1,,,0
4,11,1109,2,672,110105,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110105,332,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,302,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,311,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110106,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110107,302,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110107,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110107,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110107,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110107,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110107,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110108,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110108,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110108,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110108,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,302,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,311,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,318,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,320,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,321,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,322,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,327,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,329,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110109,332,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,302,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,303,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,304,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,305,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,306,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,317,,"X",2,,,,,,2,,,,,,0
4,11,1109,2,672,110110,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,302,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,311,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,318,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110111,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110112,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110112,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110112,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110112,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110112,332,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,302,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,311,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110113,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110114,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110114,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110114,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110115,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110115,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110115,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,311,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,312,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110116,332,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,302,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,311,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,318,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,321,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,327,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,329,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110117,332,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,318,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,321,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,327,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110118,332,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110119,303,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110119,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110119,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110119,318,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110119,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,304,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,305,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,306,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,311,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,312,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,313,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,318,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,320,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,321,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,322,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,323,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,326,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,327,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,329,,"X",2,,,,,,2,,,,,,0
4,11,1113,2,954,110120,332,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110121,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110121,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110121,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110121,317,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110122,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110122,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110122,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110123,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110123,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110123,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110123,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110123,322,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110124,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110124,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110124,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110124,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110124,311,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110124,322,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,302,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,311,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,320,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,321,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,322,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,326,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,327,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,328,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,329,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,330,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110125,331,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,311,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,312,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,317,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,318,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,320,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,321,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,322,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,326,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,327,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110126,329,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110127,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110127,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110127,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110128,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110128,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110128,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110128,306,,"X",2,,,,,,1,2,400,1,,,0
4,11,1102,2,936,110128,321,,,,,,,,,1,1,1000,1,,,0
4,11,1102,2,936,110129,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,318,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,322,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,327,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,329,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110129,332,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,303,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,304,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,305,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,306,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,311,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,317,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,318,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,321,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,322,,"X",2,,,,,,2,,,,,,0
4,11,1102,2,936,110130,327,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110131,305,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110131,306,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,301,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,302,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,303,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,304,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,305,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,306,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,311,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,312,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,318,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,320,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,321,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,326,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,327,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,329,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110132,332,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110133,305,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110133,306,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110134,304,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110134,305,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110134,306,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110134,317,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,304,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,305,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,306,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,307,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,311,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,317,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,318,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,320,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,321,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,322,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,326,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,327,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,329,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110135,332,,"X",2,,,,,,2,,,,,,0
4,11,1101,2,154,110136,302,,"X",2,,,,,,2,,,,,,0
