"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq2","s4bq3","s4bq4","s4bq4b","s4bq5","s4bq6","s4bq7","s4bq8","s4bq9","s4bq10","s4bq11","s4bq12","s4bq13","s4bq14","s4bq15","s4bq16","s4bq17","s4bq18","s4bq19","s4bq20","s4bq21","s4bq22","s4bq23","s4bq23b","s4bq24","s4bq25","s4bq25b","s4bq26a","s4bq26b","s4bq26c","s4bq26d","s4bq26e","s4bq27","s4bq28"
6,29,2930,1,530,290002,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290002,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290002,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290003,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290005,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290009,4,1,2,1,1,,1,2.79999995231628,1,2,1,1,1,1,1,1,2,1,2,2,1,1,,1,,,6,,,2,3,,,,10,2
6,29,2927,1,1124,290012,14,1,9,1,1,,1,3.5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,,1,,,6,,,1,2,7,,,8,2
6,29,2927,1,1124,290016,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290016,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290016,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290018,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290018,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290018,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290018,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290018,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2927,1,1124,290018,6,1,2,1,1,,2,3.70000004768372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,7,,,1,2,3,8,,7,1
6,29,2930,1,1418,290023,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290023,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290027,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290027,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290030,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290030,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290030,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290030,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290030,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290030,6,1,2,1,1,"HOSPITAL/MATERNITY",2,,1,2,1,2,2,2,1,2,2,2,2,2,1,1,,1,,,1,6,,1,2,,,,0,2
6,29,2930,1,1300,290036,4,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290038,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290038,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290038,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290038,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290038,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290038,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290039,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290040,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290040,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290040,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290040,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290040,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1300,290040,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290043,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290047,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290047,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290047,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290047,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290047,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290049,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290050,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290050,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290054,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290054,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290054,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290054,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290054,5,1,4,1,4,,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,6,,,1,2,3,7,7,7,2
6,29,2918,1,952,290060,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290060,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290060,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290060,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2918,1,952,290060,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290062,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290062,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290062,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290062,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290065,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290065,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290065,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290065,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290065,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290068,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290070,3,1,2,1,1,,,,1,,,,,2,1,1,2,2,2,2,2,1,,1,,,1,7,"ADVISE FROM NURSE",1,,,,,,
6,29,2905,1,384,290070,4,1,2,1,1,"HOSPITAL",1,3.5,1,2,1,1,2,2,1,1,2,2,2,2,2,1,,1,,,1,7,"ADVISE FRM NURSE",1,,,,,0,2
6,29,2905,1,1096,290071,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290071,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290071,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290071,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290073,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290077,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290082,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290082,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290082,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290082,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290082,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290082,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290084,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290084,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290084,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290084,4,1,2,1,1,,1,99,1,2,1,2,2,2,2,2,2,2,2,2,2,1,,1,,,0,,,,,,,,,2
6,29,2910,1,350,290086,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290086,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290086,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290086,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290086,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290086,6,1,2,1,1,,2,4.59999990463257,1,2,1,1,1,1,1,1,1,1,1,2,1,1,,1,,,6,,,1,2,5,7,,7,2
6,29,2910,1,350,290087,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290087,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290087,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290087,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290087,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290089,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290089,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290089,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290090,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290090,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2910,1,350,290090,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290091,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290091,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290091,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290091,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290092,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290092,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290092,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290092,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290092,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290094,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290094,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290094,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290094,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290094,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290097,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290097,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290097,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290097,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290097,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290098,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290098,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290098,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290098,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290101,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290101,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290102,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290102,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290102,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290102,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290103,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290103,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290105,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290105,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290105,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290106,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290107,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290107,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290107,3,1,2,2,4,,5,3.79999995231628,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,1,,,4,4,,1,2,5,,,4,2
6,29,2911,2,1870,290108,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290108,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290108,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290108,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290108,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290109,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290109,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290111,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290111,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290127,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290127,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290127,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290127,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290127,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290127,6,1,2,1,1,"TRAINED NURSE",2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,,1,,,,,,1,6,1,,,,
6,29,2923,1,396,290130,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290131,5,1,1,1,1,"HOSPITAL",1,3.20000004768372,1,1,1,1,1,1,1,1,1,1,1,2,2,1,,2,5,,6,,,1,2,7,,,3,2
6,29,2902,1,1028,290135,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290135,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290135,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290135,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290135,5,1,2,1,1,"HOPITAL/MATERNITY",2,99,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,1,,,6,,,1,2,5,7,,6,2
6,29,2902,1,1028,290136,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290136,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290136,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290136,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290139,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290142,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290142,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290142,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290142,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290142,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290145,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290145,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290145,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290145,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290146,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290146,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290147,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290147,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290147,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290147,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290148,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290149,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290149,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290150,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290150,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,506,290150,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290151,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
