"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10cq10","s10cq11"
5,10,1008,2,1314,100033,1,"A. Children 0-5 years",0,0
5,10,1008,2,1314,100033,2,"B. Children 6-15 years",0,0
5,10,1008,2,1314,100033,3,"C. Adults 16-65 years",0,0
5,10,1008,2,1314,100033,4,"D. People over 65 years o",4,4
5,10,1008,2,1314,100038,1,"A. Children 0-5 years",0,0
5,10,1008,2,1314,100038,2,"B. Children 6-15 years",3,3
5,10,1008,2,1314,100038,3,"C. Adults 16-65 years",0,0
5,10,1008,2,1314,100038,4,"D. People over 65 years o",0,0
5,10,1008,2,1718,100044,1,"A. Children 0-5 years",2,2
5,10,1008,2,1718,100044,2,"B. Children 6-15 years",1,2
5,10,1008,2,1718,100044,3,"C. Adults 16-65 years",0,0
5,10,1008,2,1718,100044,4,"D. People over 65 years o",0,6
5,10,1021,2,120,100053,1,"A. Children 0-5 years",0,0
5,10,1021,2,120,100053,2,"B. Children 6-15 years",0,0
5,10,1021,2,120,100053,3,"C. Adults 16-65 years",4,4
5,10,1021,2,120,100053,4,"D. People over 65 years o",0,0
5,10,1021,2,120,100057,1,"A. Children 0-5 years",0,0
5,10,1021,2,120,100057,2,"B. Children 6-15 years",2,4
5,10,1021,2,120,100057,3,"C. Adults 16-65 years",0,0
5,10,1021,2,120,100057,4,"D. People over 65 years o",0,0
5,10,1012,2,936,100061,1,"A. Children 0-5 years",4,3
5,10,1012,2,936,100061,2,"B. Children 6-15 years",3,3
5,10,1012,2,936,100061,3,"C. Adults 16-65 years",2,3
5,10,1012,2,936,100061,4,"D. People over 65 years o",1,1
5,10,1012,2,936,100070,1,"A. Children 0-5 years",0,0
5,10,1012,2,936,100070,2,"B. Children 6-15 years",2,3
5,10,1012,2,936,100070,3,"C. Adults 16-65 years",0,0
5,10,1012,2,936,100070,4,"D. People over 65 years o",0,0
5,10,1005,2,1374,100085,1,"A. Children 0-5 years",0,0
5,10,1005,2,1374,100085,2,"B. Children 6-15 years",3,3
5,10,1005,2,1374,100085,3,"C. Adults 16-65 years",0,0
5,10,1005,2,1374,100085,4,"D. People over 65 years o",0,0
5,10,1005,2,1374,100087,1,"A. Children 0-5 years",0,0
5,10,1005,2,1374,100087,2,"B. Children 6-15 years",0,0
5,10,1005,2,1374,100087,3,"C. Adults 16-65 years",7,14
5,10,1005,2,1374,100087,4,"D. People over 65 years o",0,0
5,10,1020,1,38,100123,1,"A. Children 0-5 years",0,0
5,10,1020,1,38,100123,2,"B. Children 6-15 years",2,1
5,10,1020,1,38,100123,3,"C. Adults 16-65 years",1,1
5,10,1020,1,38,100123,4,"D. People over 65 years o",0,0
5,10,1020,1,38,100126,1,"A. Children 0-5 years",3,5
5,10,1020,1,38,100126,2,"B. Children 6-15 years",3,4
5,10,1020,1,38,100126,3,"C. Adults 16-65 years",0,0
5,10,1020,1,38,100126,4,"D. People over 65 years o",0,0
4,11,1104,1,2028,110003,1,"A. Children 0-5 years",0,0
4,11,1104,1,2028,110003,2,"B. Children 6-15 years",0,0
4,11,1104,1,2028,110003,3,"C. Adults 16-65 years",2,2
4,11,1104,1,2028,110003,4,"D. People over 65 years o",0,0
4,11,1104,1,2028,110004,1,"A. Children 0-5 years",0,0
4,11,1104,1,2028,110004,2,"B. Children 6-15 years",0,0
4,11,1104,1,2028,110004,3,"C. Adults 16-65 years",1,2
4,11,1104,1,2028,110004,4,"D. People over 65 years o",1,1
4,11,1104,1,2028,110007,1,"A. Children 0-5 years",0,0
4,11,1104,1,2028,110007,2,"B. Children 6-15 years",1,1
4,11,1104,1,2028,110007,3,"C. Adults 16-65 years",2,2
4,11,1104,1,2028,110007,4,"D. People over 65 years o",1,1
4,11,1104,1,2028,110009,1,"A. Children 0-5 years",0,0
4,11,1104,1,2028,110009,2,"B. Children 6-15 years",1,1
4,11,1104,1,2028,110009,3,"C. Adults 16-65 years",0,0
4,11,1104,1,2028,110009,4,"D. People over 65 years o",0,0
4,11,1104,1,2028,110010,1,"A. Children 0-5 years",1,1
4,11,1104,1,2028,110010,2,"B. Children 6-15 years",1,2
4,11,1104,1,2028,110010,3,"C. Adults 16-65 years",0,0
4,11,1104,1,2028,110010,4,"D. People over 65 years o",0,0
4,11,1112,2,1952,110012,1,"A. Children 0-5 years",0,0
4,11,1112,2,1952,110012,2,"B. Children 6-15 years",1,1
4,11,1112,2,1952,110012,3,"C. Adults 16-65 years",0,0
4,11,1112,2,1952,110012,4,"D. People over 65 years o",0,0
4,11,1112,2,1952,110013,1,"A. Children 0-5 years",1,1
4,11,1112,2,1952,110013,2,"B. Children 6-15 years",0,0
4,11,1112,2,1952,110013,3,"C. Adults 16-65 years",0,0
4,11,1112,2,1952,110013,4,"D. People over 65 years o",0,0
4,11,1112,2,1952,110016,1,"A. Children 0-5 years",2,3
4,11,1112,2,1952,110016,2,"B. Children 6-15 years",1,3
4,11,1112,2,1952,110016,3,"C. Adults 16-65 years",0,0
4,11,1112,2,1952,110016,4,"D. People over 65 years o",2,2
4,11,1112,2,1952,110018,1,"A. Children 0-5 years",3,2
4,11,1112,2,1952,110018,2,"B. Children 6-15 years",2,2
4,11,1112,2,1952,110018,3,"C. Adults 16-65 years",1,1
4,11,1112,2,1952,110018,4,"D. People over 65 years o",0,0
4,11,1112,2,1952,110019,1,"A. Children 0-5 years",1,1
4,11,1112,2,1952,110019,2,"B. Children 6-15 years",2,1
4,11,1112,2,1952,110019,3,"C. Adults 16-65 years",0,0
4,11,1112,2,1952,110019,4,"D. People over 65 years o",0,0
4,11,1112,2,78,110022,1,"A. Children 0-5 years",4,2
4,11,1112,2,78,110022,2,"B. Children 6-15 years",2,2
4,11,1112,2,78,110022,3,"C. Adults 16-65 years",1,1
4,11,1112,2,78,110022,4,"D. People over 65 years o",2,2
4,11,1112,2,78,110023,1,"A. Children 0-5 years",2,2
4,11,1112,2,78,110023,2,"B. Children 6-15 years",3,3
4,11,1112,2,78,110023,3,"C. Adults 16-65 years",3,3
4,11,1112,2,78,110023,4,"D. People over 65 years o",1,2
4,11,1112,2,78,110024,1,"A. Children 0-5 years",2,2
4,11,1112,2,78,110024,2,"B. Children 6-15 years",1,1
4,11,1112,2,78,110024,3,"C. Adults 16-65 years",0,0
4,11,1112,2,78,110024,4,"D. People over 65 years o",0,0
4,11,1112,2,78,110026,1,"A. Children 0-5 years",3,3
4,11,1112,2,78,110026,2,"B. Children 6-15 years",4,2
4,11,1112,2,78,110026,3,"C. Adults 16-65 years",2,2
4,11,1112,2,78,110026,4,"D. People over 65 years o",0,0
4,11,1112,2,78,110027,1,"A. Children 0-5 years",0,0
4,11,1112,2,78,110027,2,"B. Children 6-15 years",2,2
4,11,1112,2,78,110027,3,"C. Adults 16-65 years",1,1
4,11,1112,2,78,110027,4,"D. People over 65 years o",0,0
4,11,1112,2,78,110029,1,"A. Children 0-5 years",0,0
4,11,1112,2,78,110029,2,"B. Children 6-15 years",2,2
4,11,1112,2,78,110029,3,"C. Adults 16-65 years",1,1
4,11,1112,2,78,110029,4,"D. People over 65 years o",0,0
4,11,1110,2,714,110031,1,"A. Children 0-5 years",1,2
4,11,1110,2,714,110031,2,"B. Children 6-15 years",1,2
4,11,1110,2,714,110031,3,"C. Adults 16-65 years",1,1
4,11,1110,2,714,110031,4,"D. People over 65 years o",0,0
4,11,1110,2,714,110032,1,"A. Children 0-5 years",0,0
4,11,1110,2,714,110032,2,"B. Children 6-15 years",0,0
4,11,1110,2,714,110032,3,"C. Adults 16-65 years",2,2
4,11,1110,2,714,110032,4,"D. People over 65 years o",0,0
4,11,1110,2,714,110035,1,"A. Children 0-5 years",0,0
4,11,1110,2,714,110035,2,"B. Children 6-15 years",2,2
4,11,1110,2,714,110035,3,"C. Adults 16-65 years",1,1
4,11,1110,2,714,110035,4,"D. People over 65 years o",0,0
4,11,1110,2,714,110037,1,"A. Children 0-5 years",0,0
4,11,1110,2,714,110037,2,"B. Children 6-15 years",0,0
4,11,1110,2,714,110037,3,"C. Adults 16-65 years",2,2
4,11,1110,2,714,110037,4,"D. People over 65 years o",0,0
4,11,1110,2,714,110038,1,"A. Children 0-5 years",2,2
4,11,1110,2,714,110038,2,"B. Children 6-15 years",2,2
4,11,1110,2,714,110038,3,"C. Adults 16-65 years",0,0
4,11,1110,2,714,110038,4,"D. People over 65 years o",0,0
4,11,1110,2,714,110039,1,"A. Children 0-5 years",1,1
4,11,1110,2,714,110039,2,"B. Children 6-15 years",0,0
4,11,1110,2,714,110039,3,"C. Adults 16-65 years",0,0
4,11,1110,2,714,110039,4,"D. People over 65 years o",0,0
4,11,1110,2,2752,110044,1,"A. Children 0-5 years",0,0
4,11,1110,2,2752,110044,2,"B. Children 6-15 years",1,1
4,11,1110,2,2752,110044,3,"C. Adults 16-65 years",0,0
4,11,1110,2,2752,110044,4,"D. People over 65 years o",0,0
4,11,1110,2,2752,110045,1,"A. Children 0-5 years",0,0
4,11,1110,2,2752,110045,2,"B. Children 6-15 years",1,1
4,11,1110,2,2752,110045,3,"C. Adults 16-65 years",0,0
4,11,1110,2,2752,110045,4,"D. People over 65 years o",0,0
4,11,1110,2,2752,110047,1,"A. Children 0-5 years",0,0
4,11,1110,2,2752,110047,2,"B. Children 6-15 years",0,0
4,11,1110,2,2752,110047,3,"C. Adults 16-65 years",1,1
4,11,1110,2,2752,110047,4,"D. People over 65 years o",0,0
4,11,1110,2,2752,110048,1,"A. Children 0-5 years",2,1
4,11,1110,2,2752,110048,2,"B. Children 6-15 years",1,1
4,11,1110,2,2752,110048,3,"C. Adults 16-65 years",1,1
4,11,1110,2,2752,110048,4,"D. People over 65 years o",0,0
4,11,1110,2,2752,110049,1,"A. Children 0-5 years",0,0
4,11,1110,2,2752,110049,2,"B. Children 6-15 years",2,2
4,11,1110,2,2752,110049,3,"C. Adults 16-65 years",1,1
4,11,1110,2,2752,110049,4,"D. People over 65 years o",0,0
4,11,1110,2,2752,110050,1,"A. Children 0-5 years",2,2
4,11,1110,2,2752,110050,2,"B. Children 6-15 years",2,2
4,11,1110,2,2752,110050,3,"C. Adults 16-65 years",1,1
4,11,1110,2,2752,110050,4,"D. People over 65 years o",1,1
4,11,1108,2,492,110051,1,"A. Children 0-5 years",0,0
4,11,1108,2,492,110051,2,"B. Children 6-15 years",2,2
4,11,1108,2,492,110051,3,"C. Adults 16-65 years",0,0
4,11,1108,2,492,110051,4,"D. People over 65 years o",0,0
4,11,1108,2,492,110053,1,"A. Children 0-5 years",0,0
4,11,1108,2,492,110053,2,"B. Children 6-15 years",0,0
4,11,1108,2,492,110053,3,"C. Adults 16-65 years",1,1
4,11,1108,2,492,110053,4,"D. People over 65 years o",0,0
4,11,1108,2,492,110056,1,"A. Children 0-5 years",0,0
4,11,1108,2,492,110056,2,"B. Children 6-15 years",1,2
4,11,1108,2,492,110056,3,"C. Adults 16-65 years",0,0
4,11,1108,2,492,110056,4,"D. People over 65 years o",0,0
4,11,1108,2,492,110058,1,"A. Children 0-5 years",2,2
4,11,1108,2,492,110058,2,"B. Children 6-15 years",1,2
4,11,1108,2,492,110058,3,"C. Adults 16-65 years",2,2
4,11,1108,2,492,110058,4,"D. People over 65 years o",0,0
4,11,1108,2,492,110059,1,"A. Children 0-5 years",2,2
4,11,1108,2,492,110059,2,"B. Children 6-15 years",3,2
4,11,1108,2,492,110059,3,"C. Adults 16-65 years",2,2
4,11,1108,2,492,110059,4,"D. People over 65 years o",1,1
4,11,1108,2,492,110060,1,"A. Children 0-5 years",2,3
4,11,1108,2,492,110060,2,"B. Children 6-15 years",2,3
4,11,1108,2,492,110060,3,"C. Adults 16-65 years",1,2
4,11,1108,2,492,110060,4,"D. People over 65 years o",0,0
4,11,1105,2,100,110062,1,"A. Children 0-5 years",0,0
4,11,1105,2,100,110062,2,"B. Children 6-15 years",1,1
4,11,1105,2,100,110062,3,"C. Adults 16-65 years",2,2
4,11,1105,2,100,110062,4,"D. People over 65 years o",0,0
4,11,1105,2,100,110063,1,"A. Children 0-5 years",0,0
4,11,1105,2,100,110063,2,"B. Children 6-15 years",1,1
4,11,1105,2,100,110063,3,"C. Adults 16-65 years",0,0
4,11,1105,2,100,110063,4,"D. People over 65 years o",0,0
4,11,1105,2,100,110066,1,"A. Children 0-5 years",2,2
4,11,1105,2,100,110066,2,"B. Children 6-15 years",2,2
4,11,1105,2,100,110066,3,"C. Adults 16-65 years",3,2
4,11,1105,2,100,110066,4,"D. People over 65 years o",1,2
4,11,1105,2,100,110069,1,"A. Children 0-5 years",2,1
4,11,1105,2,100,110069,2,"B. Children 6-15 years",2,1
4,11,1105,2,100,110069,3,"C. Adults 16-65 years",1,2
4,11,1105,2,100,110069,4,"D. People over 65 years o",2,2
4,11,1105,2,100,110070,1,"A. Children 0-5 years",2,1
4,11,1105,2,100,110070,2,"B. Children 6-15 years",0,0
4,11,1105,2,100,110070,3,"C. Adults 16-65 years",1,1
4,11,1105,2,100,110070,4,"D. People over 65 years o",0,0
4,11,1106,2,446,110071,1,"A. Children 0-5 years",0,0
4,11,1106,2,446,110071,2,"B. Children 6-15 years",0,0
4,11,1106,2,446,110071,3,"C. Adults 16-65 years",2,2
4,11,1106,2,446,110071,4,"D. People over 65 years o",0,0
4,11,1106,2,446,110073,1,"A. Children 0-5 years",0,0
4,11,1106,2,446,110073,2,"B. Children 6-15 years",1,1
4,11,1106,2,446,110073,3,"C. Adults 16-65 years",0,0
4,11,1106,2,446,110073,4,"D. People over 65 years o",0,0
4,11,1106,2,446,110075,1,"A. Children 0-5 years",0,0
4,11,1106,2,446,110075,2,"B. Children 6-15 years",0,0
4,11,1106,2,446,110075,3,"C. Adults 16-65 years",1,1
4,11,1106,2,446,110075,4,"D. People over 65 years o",0,0
4,11,1106,2,446,110076,1,"A. Children 0-5 years",2,3
4,11,1106,2,446,110076,2,"B. Children 6-15 years",1,2
4,11,1106,2,446,110076,3,"C. Adults 16-65 years",2,2
4,11,1106,2,446,110076,4,"D. People over 65 years o",1,1
4,11,1106,2,446,110078,1,"A. Children 0-5 years",0,0
4,11,1106,2,446,110078,2,"B. Children 6-15 years",2,1
4,11,1106,2,446,110078,3,"C. Adults 16-65 years",1,1
4,11,1106,2,446,110078,4,"D. People over 65 years o",0,0
4,11,1106,2,446,110080,1,"A. Children 0-5 years",2,1
4,11,1106,2,446,110080,2,"B. Children 6-15 years",2,2
4,11,1106,2,446,110080,3,"C. Adults 16-65 years",1,1
4,11,1106,2,446,110080,4,"D. People over 65 years o",1,1
4,11,1104,2,434,110083,1,"A. Children 0-5 years",2,2
4,11,1104,2,434,110083,2,"B. Children 6-15 years",1,1
4,11,1104,2,434,110083,3,"C. Adults 16-65 years",0,0
4,11,1104,2,434,110083,4,"D. People over 65 years o",0,0
4,11,1104,2,434,110084,1,"A. Children 0-5 years",0,0
4,11,1104,2,434,110084,2,"B. Children 6-15 years",1,1
4,11,1104,2,434,110084,3,"C. Adults 16-65 years",0,0
4,11,1104,2,434,110084,4,"D. People over 65 years o",0,0
4,11,1104,2,434,110085,1,"A. Children 0-5 years",1,1
4,11,1104,2,434,110085,2,"B. Children 6-15 years",0,0
4,11,1104,2,434,110085,3,"C. Adults 16-65 years",0,0
4,11,1104,2,434,110085,4,"D. People over 65 years o",0,0
4,11,1104,2,434,110086,1,"A. Children 0-5 years",3,3
4,11,1104,2,434,110086,2,"B. Children 6-15 years",1,2
4,11,1104,2,434,110086,3,"C. Adults 16-65 years",2,2
4,11,1104,2,434,110086,4,"D. People over 65 years o",1,1
4,11,1104,2,434,110087,1,"A. Children 0-5 years",1,1
4,11,1104,2,434,110087,2,"B. Children 6-15 years",2,2
4,11,1104,2,434,110087,3,"C. Adults 16-65 years",1,1
4,11,1104,2,434,110087,4,"D. People over 65 years o",0,0
4,11,1104,2,434,110090,1,"A. Children 0-5 years",1,1
4,11,1104,2,434,110090,2,"B. Children 6-15 years",1,1
4,11,1104,2,434,110090,3,"C. Adults 16-65 years",0,0
4,11,1104,2,434,110090,4,"D. People over 65 years o",0,0
4,11,1107,2,1034,110091,1,"A. Children 0-5 years",0,0
4,11,1107,2,1034,110091,2,"B. Children 6-15 years",1,1
4,11,1107,2,1034,110091,3,"C. Adults 16-65 years",2,1
4,11,1107,2,1034,110091,4,"D. People over 65 years o",0,0
4,11,1107,2,1034,110092,1,"A. Children 0-5 years",2,2
4,11,1107,2,1034,110092,2,"B. Children 6-15 years",1,2
4,11,1107,2,1034,110092,3,"C. Adults 16-65 years",2,3
4,11,1107,2,1034,110092,4,"D. People over 65 years o",1,2
4,11,1107,2,1034,110093,1,"A. Children 0-5 years",0,0
4,11,1107,2,1034,110093,2,"B. Children 6-15 years",2,1
4,11,1107,2,1034,110093,3,"C. Adults 16-65 years",0,0
4,11,1107,2,1034,110093,4,"D. People over 65 years o",0,0
4,11,1107,2,1034,110095,1,"A. Children 0-5 years",3,2
4,11,1107,2,1034,110095,2,"B. Children 6-15 years",2,3
4,11,1107,2,1034,110095,3,"C. Adults 16-65 years",1,1
4,11,1107,2,1034,110095,4,"D. People over 65 years o",2,2
4,11,1107,2,1034,110098,1,"A. Children 0-5 years",2,2
4,11,1107,2,1034,110098,2,"B. Children 6-15 years",0,0
4,11,1107,2,1034,110098,3,"C. Adults 16-65 years",0,0
4,11,1107,2,1034,110098,4,"D. People over 65 years o",0,0
4,11,1107,2,1034,110099,1,"A. Children 0-5 years",0,0
4,11,1107,2,1034,110099,2,"B. Children 6-15 years",2,2
4,11,1107,2,1034,110099,3,"C. Adults 16-65 years",0,0
4,11,1107,2,1034,110099,4,"D. People over 65 years o",0,0
4,11,1109,2,672,110102,1,"A. Children 0-5 years",0,0
4,11,1109,2,672,110102,2,"B. Children 6-15 years",3,3
4,11,1109,2,672,110102,3,"C. Adults 16-65 years",0,0
4,11,1109,2,672,110102,4,"D. People over 65 years o",0,0
4,11,1109,2,672,110106,1,"A. Children 0-5 years",4,2
4,11,1109,2,672,110106,2,"B. Children 6-15 years",2,2
4,11,1109,2,672,110106,3,"C. Adults 16-65 years",2,2
4,11,1109,2,672,110106,4,"D. People over 65 years o",1,1
4,11,1109,2,672,110107,1,"A. Children 0-5 years",2,2
4,11,1109,2,672,110107,2,"B. Children 6-15 years",1,1
4,11,1109,2,672,110107,3,"C. Adults 16-65 years",2,2
4,11,1109,2,672,110107,4,"D. People over 65 years o",1,1
4,11,1109,2,672,110108,1,"A. Children 0-5 years",0,0
4,11,1109,2,672,110108,2,"B. Children 6-15 years",2,1
4,11,1109,2,672,110108,3,"C. Adults 16-65 years",0,0
4,11,1109,2,672,110108,4,"D. People over 65 years o",0,0
4,11,1109,2,672,110109,1,"A. Children 0-5 years",0,0
4,11,1109,2,672,110109,2,"B. Children 6-15 years",1,1
4,11,1109,2,672,110109,3,"C. Adults 16-65 years",1,2
4,11,1109,2,672,110109,4,"D. People over 65 years o",0,0
4,11,1109,2,672,110110,1,"A. Children 0-5 years",4,4
4,11,1109,2,672,110110,2,"B. Children 6-15 years",2,2
4,11,1109,2,672,110110,3,"C. Adults 16-65 years",1,1
4,11,1109,2,672,110110,4,"D. People over 65 years o",1,1
4,11,1113,2,954,110111,1,"A. Children 0-5 years",2,3
4,11,1113,2,954,110111,2,"B. Children 6-15 years",1,3
4,11,1113,2,954,110111,3,"C. Adults 16-65 years",3,1
4,11,1113,2,954,110111,4,"D. People over 65 years o",1,1
4,11,1113,2,954,110113,1,"A. Children 0-5 years",1,1
4,11,1113,2,954,110113,2,"B. Children 6-15 years",2,2
4,11,1113,2,954,110113,3,"C. Adults 16-65 years",0,0
4,11,1113,2,954,110113,4,"D. People over 65 years o",1,1
4,11,1113,2,954,110117,1,"A. Children 0-5 years",0,0
4,11,1113,2,954,110117,2,"B. Children 6-15 years",1,1
4,11,1113,2,954,110117,3,"C. Adults 16-65 years",0,0
4,11,1113,2,954,110117,4,"D. People over 65 years o",0,0
4,11,1113,2,954,110119,1,"A. Children 0-5 years",0,0
4,11,1113,2,954,110119,2,"B. Children 6-15 years",2,2
4,11,1113,2,954,110119,3,"C. Adults 16-65 years",0,0
4,11,1113,2,954,110119,4,"D. People over 65 years o",0,0
4,11,1102,2,936,110124,1,"A. Children 0-5 years",3,3
4,11,1102,2,936,110124,2,"B. Children 6-15 years",3,3
4,11,1102,2,936,110124,3,"C. Adults 16-65 years",1,1
4,11,1102,2,936,110124,4,"D. People over 65 years o",0,0
4,11,1102,2,936,110125,1,"A. Children 0-5 years",2,2
4,11,1102,2,936,110125,2,"B. Children 6-15 years",1,1
4,11,1102,2,936,110125,3,"C. Adults 16-65 years",0,0
4,11,1102,2,936,110125,4,"D. People over 65 years o",0,0
4,11,1102,2,936,110126,1,"A. Children 0-5 years",1,1
4,11,1102,2,936,110126,2,"B. Children 6-15 years",2,2
4,11,1102,2,936,110126,3,"C. Adults 16-65 years",1,2
4,11,1102,2,936,110126,4,"D. People over 65 years o",0,0
4,11,1102,2,936,110128,1,"A. Children 0-5 years",0,0
4,11,1102,2,936,110128,2,"B. Children 6-15 years",1,1
4,11,1102,2,936,110128,3,"C. Adults 16-65 years",0,0
4,11,1102,2,936,110128,4,"D. People over 65 years o",0,0
4,11,1102,2,936,110129,1,"A. Children 0-5 years",0,0
4,11,1102,2,936,110129,2,"B. Children 6-15 years",0,0
4,11,1102,2,936,110129,3,"C. Adults 16-65 years",1,1
4,11,1102,2,936,110129,4,"D. People over 65 years o",0,0
4,11,1102,2,936,110130,1,"A. Children 0-5 years",0,0
4,11,1102,2,936,110130,2,"B. Children 6-15 years",0,0
4,11,1102,2,936,110130,3,"C. Adults 16-65 years",1,1
4,11,1102,2,936,110130,4,"D. People over 65 years o",0,0
4,11,1101,2,154,110131,1,"A. Children 0-5 years",0,0
4,11,1101,2,154,110131,2,"B. Children 6-15 years",0,0
4,11,1101,2,154,110131,3,"C. Adults 16-65 years",0,0
4,11,1101,2,154,110131,4,"D. People over 65 years o",1,1
4,11,1101,2,154,110136,1,"A. Children 0-5 years",0,0
4,11,1101,2,154,110136,2,"B. Children 6-15 years",1,1
4,11,1101,2,154,110136,3,"C. Adults 16-65 years",1,1
4,11,1101,2,154,110136,4,"D. People over 65 years o",0,0
4,11,1101,2,154,110137,1,"A. Children 0-5 years",2,2
4,11,1101,2,154,110137,2,"B. Children 6-15 years",1,1
4,11,1101,2,154,110137,3,"C. Adults 16-65 years",0,0
4,11,1101,2,154,110137,4,"D. People over 65 years o",1,1
4,11,1101,2,154,110139,1,"A. Children 0-5 years",1,2
4,11,1101,2,154,110139,2,"B. Children 6-15 years",1,1
4,11,1101,2,154,110139,3,"C. Adults 16-65 years",0,0
4,11,1101,2,154,110139,4,"D. People over 65 years o",0,0
4,11,1101,2,154,110140,1,"A. Children 0-5 years",0,0
4,11,1101,2,154,110140,2,"B. Children 6-15 years",2,1
4,11,1101,2,154,110140,3,"C. Adults 16-65 years",0,0
4,11,1101,2,154,110140,4,"D. People over 65 years o",0,0
5,12,1202,1,0,120011,1,"A. Children 0-5 years",0,0
5,12,1202,1,0,120011,2,"B. Children 6-15 years",2,2
5,12,1202,1,0,120011,3,"C. Adults 16-65 years",0,0
5,12,1202,1,0,120011,4,"D. People over 65 years o",0,0
5,12,1202,1,2710,120023,1,"A. Children 0-5 years",2,3
5,12,1202,1,2710,120023,2,"B. Children 6-15 years",2,2
5,12,1202,1,2710,120023,3,"C. Adults 16-65 years",0,0
5,12,1202,1,2710,120023,4,"D. People over 65 years o",0,0
5,12,1202,1,2710,120024,1,"A. Children 0-5 years",2,6
5,12,1202,1,2710,120024,2,"B. Children 6-15 years",0,0
5,12,1202,1,2710,120024,3,"C. Adults 16-65 years",1,2
5,12,1202,1,2710,120024,4,"D. People over 65 years o",0,0
5,12,1208,2,526,120041,1,"A. Children 0-5 years",0,0
5,12,1208,2,526,120041,2,"B. Children 6-15 years",2,2
5,12,1208,2,526,120041,3,"C. Adults 16-65 years",1,2
5,12,1208,2,526,120041,4,"D. People over 65 years o",0,0
5,12,1208,2,526,120049,1,"A. Children 0-5 years",0,0
5,12,1208,2,526,120049,2,"B. Children 6-15 years",3,2
5,12,1208,2,526,120049,3,"C. Adults 16-65 years",1,1
5,12,1208,2,526,120049,4,"D. People over 65 years o",0,0
5,12,1204,2,736,120074,1,"A. Children 0-5 years",0,0
5,12,1204,2,736,120074,2,"B. Children 6-15 years",0,0
5,12,1204,2,736,120074,3,"C. Adults 16-65 years",7,21
5,12,1204,2,736,120074,4,"D. People over 65 years o",0,0
5,12,1204,2,736,120078,1,"A. Children 0-5 years",0,0
5,12,1204,2,736,120078,2,"B. Children 6-15 years",0,0
5,12,1204,2,736,120078,3,"C. Adults 16-65 years",2,6
5,12,1204,2,736,120078,4,"D. People over 65 years o",0,0
6,13,1310,1,0,130007,1,"A. Children 0-5 years",0,0
6,13,1310,1,0,130007,2,"B. Children 6-15 years",0,0
6,13,1310,1,0,130007,3,"C. Adults 16-65 years",5,3
6,13,1310,1,0,130007,4,"D. People over 65 years o",5,3
6,13,1310,1,1300,130010,1,"A. Children 0-5 years",2,2
6,13,1310,1,1300,130010,2,"B. Children 6-15 years",0,0
6,13,1310,1,1300,130010,3,"C. Adults 16-65 years",0,0
6,13,1310,1,1300,130010,4,"D. People over 65 years o",0,0
6,13,1314,1,6,130011,1,"A. Children 0-5 years",2,2
6,13,1314,1,6,130011,2,"B. Children 6-15 years",1,2
6,13,1314,1,6,130011,3,"C. Adults 16-65 years",0,0
6,13,1314,1,6,130011,4,"D. People over 65 years o",0,0
6,13,1314,1,6,130012,1,"A. Children 0-5 years",2,2
6,13,1314,1,6,130012,2,"B. Children 6-15 years",3,5
6,13,1314,1,6,130012,3,"C. Adults 16-65 years",0,0
6,13,1314,1,6,130012,4,"D. People over 65 years o",0,0
6,13,1314,1,6,130017,1,"A. Children 0-5 years",2,2
6,13,1314,1,6,130017,2,"B. Children 6-15 years",1,2
6,13,1314,1,6,130017,3,"C. Adults 16-65 years",0,0
6,13,1314,1,6,130017,4,"D. People over 65 years o",0,0
6,13,1314,1,6,130018,1,"A. Children 0-5 years",0,0
6,13,1314,1,6,130018,2,"B. Children 6-15 years",2,2
6,13,1314,1,6,130018,3,"C. Adults 16-65 years",1,2
6,13,1314,1,6,130018,4,"D. People over 65 years o",0,0
6,13,1307,1,268,130021,1,"A. Children 0-5 years",1,1
6,13,1307,1,268,130021,2,"B. Children 6-15 years",0,0
6,13,1307,1,268,130021,3,"C. Adults 16-65 years",0,0
6,13,1307,1,268,130021,4,"D. People over 65 years o",0,0
6,13,1307,1,268,130027,1,"A. Children 0-5 years",2,2
6,13,1307,1,268,130027,2,"B. Children 6-15 years",1,2
6,13,1307,1,268,130027,3,"C. Adults 16-65 years",0,0
6,13,1307,1,268,130027,4,"D. People over 65 years o",0,0
6,13,1307,1,268,130029,1,"A. Children 0-5 years",0,0
6,13,1307,1,268,130029,2,"B. Children 6-15 years",0,0
6,13,1307,1,268,130029,3,"C. Adults 16-65 years",6,1
6,13,1307,1,268,130029,4,"D. People over 65 years o",0,0
6,13,1303,1,626,130032,1,"A. Children 0-5 years",4,6
6,13,1303,1,626,130032,2,"B. Children 6-15 years",2,2
6,13,1303,1,626,130032,3,"C. Adults 16-65 years",0,0
6,13,1303,1,626,130032,4,"D. People over 65 years o",0,0
6,13,1303,1,626,130033,1,"A. Children 0-5 years",3,2
6,13,1303,1,626,130033,2,"B. Children 6-15 years",2,2
6,13,1303,1,626,130033,3,"C. Adults 16-65 years",0,0
6,13,1303,1,626,130033,4,"D. People over 65 years o",0,0
6,13,1303,1,0,130035,1,"A. Children 0-5 years",5,3
6,13,1303,1,0,130035,2,"B. Children 6-15 years",0,0
6,13,1303,1,0,130035,3,"C. Adults 16-65 years",0,0
6,13,1303,1,0,130035,4,"D. People over 65 years o",0,0
