"zone","state","lga","sector","ea","community","c0q2","c0q3"
1,23,2315,2,924,"OLU AWO COMPUND HALL",1,"3/10/2016 12:00:00 AM"
1,23,2316,1,140,"NDAKATI MUHAMMED",1,"3/3/2016 12:00:00 AM"
6,24,2401,1,766,"FASHOLA STREET /DOPEMU RD",1,"3/15/2016 12:00:00 AM"
6,24,2403,1,674,"57 BELLO STREET",1,
6,24,2403,1,1588,"2 FASUGBA STREET",1,"2/22/2016 12:00:00 AM"
6,24,2403,1,3592,"STADEM INTERNATIONAL SCHOOL",2,"3/2/2016 12:00:00 AM"
6,24,2403,1,7586,"27-29 TADEBOLA/23-1A LAWAN ADE",2,"2/29/2016 12:00:00 AM"
6,24,2405,1,134,"IMAM RAJI/EMMA KAYODE",2,"2/24/2016 12:00:00 AM"
6,24,2407,2,396,"SAINT JAMES ANGLICAN CHURCH",2,"3/17/2016 12:00:00 AM"
6,24,2408,1,2074,"C C C OLUWATUNDE BADORE",1,"3/6/2016 12:00:00 AM"
6,24,2411,1,788,"ALH KOFOWOROLA CRESCENT",2,"3/8/2016 12:00:00 AM"
6,24,2412,1,2798,"MAJOLAGBE MOSQUE",1,"2/26/2016 12:00:00 AM"
6,24,2413,1,306,"FADIYA STREET KETU",1,"2/22/2016 12:00:00 AM"
6,24,2415,1,696,"RAIMI",1,"3/1/2016 12:00:00 AM"
6,24,2417,1,112,"IKOGUN/IKOGBE COMPOUND",2,"3/5/2016 12:00:00 AM"
6,24,2417,1,924,"MEDOYE",1,"3/4/2016 12:00:00 AM"
6,24,2418,1,1770,"ALUKO BALOGUN",1,"3/15/2016 12:00:00 AM"
6,24,2419,1,330,"OKESUNA",1,"3/10/2016 12:00:00 AM"
6,24,2420,1,402,"BARUWA /IJIKOYEJO",2,"2/25/2016 12:00:00 AM"
1,25,2502,2,728,"TUDUN KAYARDA",1,"2/29/2016 12:00:00 AM"
1,25,2504,2,222,"BARR JOEL ANINGE",1,"3/18/2016 12:00:00 AM"
1,25,2507,2,814,"AGBO BOKA",1,"3/4/2016 12:00:00 AM"
1,25,2508,1,2788,"ALLARAMA MOHAMMAD SANI",1,"3/16/2016 12:00:00 AM"
1,25,2509,2,248,"TANKO DOGO",1,"3/11/2016 12:00:00 AM"
1,25,2511,2,1424,"GALADIMA ADUDU",1,"2/23/2016 12:00:00 AM"
1,25,2513,2,128,"ERCC CHURCH",1,"3/2/2016 12:00:00 AM"
1,26,2601,2,822,"MOHAMMED NDAJIYA",2,"2/25/2016 12:00:00 AM"
1,26,2603,1,658,"ALH NDANUSA",1,"2/22/2016 12:00:00 AM"
1,26,2603,1,1786,"EMI SONKYARA ESSOZHI",2,"3/17/2016 12:00:00 AM"
1,26,2605,2,594,"MAI ANGUWA GUSSASE",2,"2/23/2019 12:00:00 AM"
1,26,2606,1,516,"NECO WIRE HOUSE",1,"2/24/2016 12:00:00 AM"
1,26,2608,2,820,"EMI TSAWACHA",2,"3/7/2016 12:00:00 AM"
1,26,2611,2,424,"AUTA DASAKI",1,"3/6/2016 12:00:00 AM"
1,26,2613,2,1462,"ALH SANTI USMAN",2,"3/4/2016 12:00:00 AM"
1,26,2613,2,2248,"AMFANI TIFIN",2,"3/15/2016 12:00:00 AM"
1,26,2615,2,2178,"BATUEN NOMA LABI",1,"3/8/2016 12:00:00 AM"
1,26,2615,2,2196,"UNGUWAN MANUGA",1,"3/10/2016 12:00:00 AM"
1,26,2616,2,254,"ADAMU MAI ANGUWA",2,"2/28/2016 12:00:00 AM"
1,26,2618,2,494,"TUNGA SAMARI",1,"2/28/2016 12:00:00 AM"
1,26,2618,2,1276,"ABUBAKAR ALH",1,"2/25/2016 12:00:00 AM"
1,26,2621,2,100,"ISAH KUWA",1,"3/17/2016 12:00:00 AM"
1,26,2621,1,940,"HAJIA YARSHADADI",1,"3/14/2016 12:00:00 AM"
1,26,2623,2,1688,"BRIGHT FEATURE PRIMARY SCHOOL",1,"3/1/2016 12:00:00 AM"
1,26,2625,2,926,"ATTAHIRU BAZABARMA",2,"2/29/2016 12:00:00 AM"
6,27,2701,1,506,"KETO FILLING STATION",1,"2/22/2016 12:00:00 AM"
6,27,2703,1,1076,"ALH ARIKESOLA HOUSE",1,"2/29/2016 12:00:00 AM"
6,27,2703,1,1612,"OTTA GRA QUARTERS",1,"2/28/2016 12:00:00 AM"
6,27,2704,2,204,"OJUBOMO HALL",1,"2/25/2016 12:00:00 AM"
6,27,2707,1,1410,"ALH RAZAK HOUSE",1,"3/4/2016 12:00:00 AM"
6,27,2707,1,2136,"ABIKE OLA HOUSE",1,"3/3/2016 12:00:00 AM"
6,27,2709,1,1646,"IDODE WESLEY PRI SCHOOL",1,"3/11/2016 12:00:00 AM"
6,27,2711,1,710,"ALLAJA ODUFUNWA  HOUSE",1,"3/15/2016 12:00:00 AM"
6,27,2712,2,110,"CHIEF AWOMOSU AGBATO",1,"3/9/2016 12:00:00 AM"
6,27,2715,2,752,"BINU VILLAGE",1,"3/7/2016 12:00:00 AM"
6,27,2719,2,100,"BALOGUN VILLAGE",1,"3/12/2016 12:00:00 AM"
6,28,2802,2,566,"M. O ARO",1,"3/1/2016 12:00:00 AM"
6,28,2804,1,340,"CHIEF OLU BASSA AKUNGBA",1,"3/4/2016 12:00:00 AM"
6,28,2806,1,164,"AYE JOHN",1,"3/2/2016 12:00:00 AM"
6,28,2806,1,802,"PARADISE HOTEL",1,"3/3/2016 12:00:00 AM"
6,28,2807,2,1266,"KEKERE BOMI",1,"4/1/2016 12:00:00 AM"
6,28,2810,2,2394,"OROYO ADELEKE",1,"3/24/2016 12:00:00 AM"
6,28,2810,1,3722,"OYINGBO OYEBO",1,"3/30/2016 12:00:00 AM"
6,28,2811,2,588,"OKE ARUWA",1,"3/8/2016 12:00:00 AM"
6,28,2813,2,612,"KOSHEWUNTI CHURCH",1,"3/15/2016 12:00:00 AM"
6,28,2814,1,1876,"ESTHER KAWE MEMORIAL SCH",1,"3/21/2016 12:00:00 AM"
6,28,2815,2,1164,"MR J AKIFIOYE",1,"2/26/2016 12:00:00 AM"
6,28,2816,1,2302,"MR FADOJU J.O",1,"3/11/2016 12:00:00 AM"
6,28,2816,2,3944,"CHIEF RAPHEAL ADEBUSOYE",1,"2/24/2016 12:00:00 AM"
6,29,2902,1,1028,"AMUDA ALADE",1,"3/10/2016 12:00:00 AM"
6,29,2905,1,384,"YUSUF EGBINADE",1,"3/4/2016 12:00:00 AM"
6,29,2905,1,1096,"SAINT JOHN AFRICA CHURCH",1,"3/3/2016 12:00:00 AM"
6,29,2909,2,220,"ALH ALIMI BALOGUN",1,"3/16/2016 12:00:00 AM"
6,29,2910,1,350,"ADE SOCIAL RENTALS",2,"3/18/2016 12:00:00 AM"
6,29,2911,1,746,"MRS FLORENCE ADEFIOYE",2,"3/11/2016 12:00:00 AM"
6,29,2911,2,1870,"SUNDAY ODETUNDE",2,"3/14/2016 12:00:00 AM"
6,29,2914,1,214,"ALH SHITTU",1,"3/7/2016 12:00:00 AM"
6,29,2918,1,952,"LEVENTIS",2,"2/29/2016 12:00:00 AM"
6,29,2920,1,506,"PRINCE SOJI AJAYI",2,"3/7/2016 12:00:00 AM"
6,29,2920,1,1210,"YAKUBU AYINDE",2,"3/5/2016 12:00:00 AM"
6,29,2920,2,1628,"ONILEARO EGAN",2,"3/2/2016 12:00:00 AM"
6,29,2923,1,396,"AKANDE FAKONDE",1,"3/1/2016 12:00:00 AM"
6,29,2923,2,1126,"PALACE ILAHUN",1,"2/26/2016 12:00:00 AM"
6,29,2927,1,1124,"RAZAK ADE AGBO",2,"2/26/2016 12:00:00 AM"
6,29,2930,1,530,"MOHHAMED RAJI",2,"2/22/2016 12:00:00 AM"
6,29,2930,1,1300,"OPALEYE ALADE",1,"2/22/2016 12:00:00 AM"
6,29,2930,1,1418,"RTD MAJOR IDRIS",1,"3/19/2016 12:00:00 AM"
6,30,3002,1,1264,"BABA IJESHA",2,"2/23/2016 12:00:00 AM"
6,30,3002,1,1310,"YISAU ALADE",2,"2/25/2016 12:00:00 AM"
6,30,3004,2,216,"AJEBANDELE MARKET",2,"3/13/2016 12:00:00 AM"
6,30,3005,1,2870,"FASHANU MUSA",1,"3/11/2016 12:00:00 AM"
6,30,3005,1,2942,"ALH KAREEM BILYAMINU",1,"3/23/2016 12:00:00 AM"
6,30,3007,1,1624,"NBS 06, 45B/318 AKINADE ALAFA",1,"2/27/2016 12:00:00 AM"
6,30,3009,1,764,"OPADUNTUN EMMANUEL",1,"2/24/2016 12:00:00 AM"
6,30,3009,1,1642,"""ALH BASHIRU """,1,"3/19/2016 12:00:00 AM"
6,30,3010,1,1762,"OYELAMI OLOLA",1,"3/1/2016 12:00:00 AM"
6,30,3012,2,334,"ABORISHADE ADEKUNLE",1,"3/7/2016 12:00:00 AM"
6,30,3014,2,120,"IYA WALID",1,"3/14/2016 12:00:00 AM"
6,30,3015,2,1688,"""MUDDASIRU MOHAMMED """,2,"3/6/2016 12:00:00 AM"
6,30,3016,1,390,"TAFA AKANBI",2,"3/18/2016 12:00:00 AM"
6,30,3018,2,914,"GAA  ARAROMI",1,"3/10/2016 12:00:00 AM"
6,30,3020,1,322,"ROAD 29",1,"3/24/2016 12:00:00 AM"
6,30,3023,2,622,"GANIYU OBEDE",2,"3/2/2019 12:00:00 AM"
6,30,3024,1,1406,"S. K KEYINDE",1,"3/1/2016 12:00:00 AM"
6,30,3024,1,1924,"ADEPOJU JANET",1,"3/21/2016 12:00:00 AM"
6,30,3025,1,2052,"SAFIU ADEKUNLE",1,"3/18/2016 12:00:00 AM"
6,30,3030,1,946,"TUNJI ADEDOKUN",2,"2/29/2016 12:00:00 AM"
6,30,3032,2,520,"ABA RABIU LAWAL",2,"3/10/2016 12:00:00 AM"
6,30,3032,1,1088,"ALAJA MOSOBALAJE",2,"3/8/2016 12:00:00 AM"
6,30,3033,2,554,"APANA",2,"3/4/2016 12:00:00 AM"
1,31,3101,2,604,"STANLEY LAPKAT",1,"3/27/2016 12:00:00 AM"
1,31,3103,2,874,"LGEA PRIMARY SCHOOL",1,"3/15/2016 12:00:00 AM"
1,31,3105,1,2914,"DA MUHAMMADU PAM",1,"3/31/2016 12:00:00 AM"
1,31,3107,1,724,"GOVT  COLLEGE",1,"3/5/2016 12:00:00 AM"
1,31,3107,2,1092,"DAMDUK",1,"3/8/2016 12:00:00 AM"
1,31,3109,2,1026,"ZULCHANG YILNAP",1,"3/20/2016 12:00:00 AM"
1,31,3111,2,2966,"KIGANG",1,"3/1/2016 12:00:00 AM"
1,31,3112,2,350,"DANJEN SHELDUM",1,"3/28/2016 12:00:00 AM"
1,31,3113,2,332,"YOHANNA GISHIRI",1,"3/4/2016 12:00:00 AM"
1,31,3115,2,680,"THOMA NYANGO",1,"2/23/2016 12:00:00 AM"
1,31,3116,2,1344,"COCIN CHURCH",1,"3/25/2016 12:00:00 AM"
5,32,3201,2,2034,"CHIEF FUBARA ODUN",2,"2/27/2016 12:00:00 AM"
5,32,3202,2,84,"SOLOMON ADI",2,"3/10/2016 12:00:00 AM"
5,32,3203,2,2644,"LOVE AJIE",2,"3/7/2016 12:00:00 AM"
5,32,3204,1,346,"PUBLIC MOTOR PARK",2,"2/26/2016 12:00:00 AM"
5,32,3206,2,276,"CHIEF RMEO KONI",2,"2/23/2016 12:00:00 AM"
5,32,3207,2,1464,"MAXWELL PEPPLE",2,"3/19/2016 12:00:00 AM"
5,32,3208,2,2244,"SUKU-IWAYA",2,"2/25/2016 12:00:00 AM"
5,32,3209,1,1208,"ELDER GEOFFERY NWAFOR",1,"3/14/2016 12:00:00 AM"
5,32,3210,2,1692,"CHIEF MONDAY EYINDAH",1,"2/24/2016 12:00:00 AM"
5,32,3212,2,314,"HRH MENE BIRABIL",1,"3/9/2016 12:00:00 AM"
5,32,3213,2,128,"MR DONATUS EYINDAH",1,"2/26/2016 12:00:00 AM"
5,32,3215,1,1896,"ACHIBON WOBO",2,"3/3/2016 12:00:00 AM"
5,32,3215,1,2978,"PROSCO PLAZA HOTELS",1,"3/3/2016 12:00:00 AM"
5,32,3215,1,4712,"ROAD 4 BLOCK 11A",2,"3/1/2016 12:00:00 AM"
5,32,3216,2,1184,"J. G FILLING STATION",2,"3/15/2016 12:00:00 AM"
5,32,3218,2,296,"HEALTH CENTER",1,"2/23/2016 12:00:00 AM"
5,32,3221,2,132,"EZE I. NWUCHE",1,"2/29/2016 12:00:00 AM"
5,32,3222,1,1624,"NO 2 LUMUNBA STREET",2,"3/22/2016 12:00:00 AM"
5,32,3222,1,2780,"FREDENAND ININGBA",1,"3/16/2016 12:00:00 AM"
5,32,3223,2,390,"CHIEF JOHNSON BEKEE",1,"3/10/2016 12:00:00 AM"
5,32,3223,2,578,"NEW APOSTOLIC CHURCH",1,"3/5/2016 12:00:00 AM"
3,33,3304,2,418,"BUBE DAN SARKI",1,"3/17/2016 12:00:00 AM"
3,33,3307,2,688,"ALH HASSAN",1,"3/7/2016 12:00:00 AM"
3,33,3310,2,476,"HAKEEM ATINE",1,"3/14/2016 12:00:00 AM"
3,33,3311,1,702,"PRI SCHOOL",1,"2/29/2016 12:00:00 AM"
3,33,3313,2,930,"ABDU MASAKI",1,"3/10/2016 12:00:00 AM"
3,33,3318,2,30,"ZAMBAMA BIRBIRO",1,"2/23/2016 12:00:00 AM"
3,33,3321,1,1182,"UMMARU BAWA",1,"2/22/2016 12:00:00 AM"
3,33,3323,2,92,"GARBE ILE",1,"3/5/2016 12:00:00 AM"
2,34,3401,2,526,"ARDO BELLO",1,"2/23/2016 12:00:00 AM"
2,34,3403,2,198,"LGA DISPENSARY",1,"3/12/2016 12:00:00 AM"
2,34,3405,2,456,"UMCN GARIN KOOBO",1,"2/29/2016 12:00:00 AM"
2,34,3405,2,1706,"SARKIN NOMA",1,"3/3/2016 12:00:00 AM"
2,34,3408,2,870,"GOVT TECHNICAL SCHOOL",1,"3/7/2016 12:00:00 AM"
2,34,3410,2,42,"SULEMAN ADAMU",1,"3/4/2016 12:00:00 AM"
2,34,3412,2,156,"RIMANSIKWE SALE",1,"3/11/2016 12:00:00 AM"
2,34,3413,2,262,"ANGUWAN RIKWEN",1,"3/10/2016 12:00:00 AM"
2,34,3415,2,268,"JAMAICA JANWARE",1,"2/26/2016 12:00:00 AM"
2,35,3501,1,702,"ALH HASSAN MASKO",1,"3/16/2016 12:00:00 AM"
2,35,3501,2,1228,"ADAMU SANI KASKIYA",1,"3/14/2016 12:00:00 AM"
2,35,3503,1,54,,1,"2/25/2016 12:00:00 AM"
2,35,3504,2,1288,"MALAM ALI",1,"3/22/2016 12:00:00 AM"
2,35,3506,2,1040,"BA MALLUM FULATARI",1,"3/5/2016 12:00:00 AM"
2,35,3507,2,746,"YERIMA ARDO",,
2,35,3509,2,1310,"LAWAN SULE",1,"3/18/2016 12:00:00 AM"
2,35,3509,2,2276,"LAMIDO HASSAN",1,"3/20/2016 12:00:00 AM"
2,35,3511,2,1646,"BOKA TAMBAI",1,"3/15/2016 12:00:00 AM"
2,35,3513,2,576,"""ARMA """,1,"3/10/2016 12:00:00 AM"
2,35,3513,1,1278,"ALH MUHHAMED YARO",1,"3/10/2016 12:00:00 AM"
2,35,3515,2,316,"GONI GUMSURI",1,"3/1/2016 12:00:00 AM"
2,35,3516,2,1632,"BULAMA YURA",1,"3/4/2016 12:00:00 AM"
3,36,3601,2,1214,"HAKIMI BELLO",1,"3/9/2016 12:00:00 AM"
3,36,3603,2,978,"WAKE ALIYU",1,"2/29/2016 12:00:00 AM"
3,36,3605,2,240,"SARKIN FULANI SALISU",1,"2/24/2016 12:00:00 AM"
3,36,3606,2,1956,"ALH SAIDU",1,"3/9/2016 12:00:00 AM"
3,36,3607,1,2596,"ALH YUNUSA",1,"2/22/2016 12:00:00 AM"
3,36,3608,2,2078,"ALH SANI MAI SALA",1,"2/27/2016 12:00:00 AM"
3,36,3610,2,1826,"IBRAHIM HAKIMI",1,"3/2/2016 12:00:00 AM"
3,36,3612,1,1474,"GIDAN MAI GEMU",1,"3/7/2016 12:00:00 AM"
3,36,3613,2,1066,"SHADARI",1,"3/5/2016 12:00:00 AM"
1,37,3702,1,972,"THE REDDEMED CHRISTIAN CHURCH",1,"3/10/2016 12:00:00 AM"
1,37,3706,2,6,"TUNGA DALLATU",1,"3/3/2016 12:00:00 AM"
1,37,3706,1,156,"MOUNT ZION LIGHT HOUSE",1,"3/8/2016 12:00:00 AM"
1,37,3706,1,4144,"2/53 2/55 2/71 AREA B",1,"2/25/2016 12:00:00 AM"
