"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s11dq7","s11dq8"
5,9,905,2,978,90102,509,"COUNCIL RATES",2,
5,9,905,2,978,90102,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90102,511,"AUTO INSURANCE",2,
5,9,905,2,978,90102,512,"HOME INSURANCE",2,
5,9,905,2,978,90102,513,"LIFE INSURANCE",2,
5,9,905,2,978,90102,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90102,515,"DOWRY COSTS",2,
5,9,905,2,978,90102,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90102,517,"FUNERAL COSTS",2,
1,25,2503,2,0,90103,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
1,25,2503,2,0,90103,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
1,25,2503,2,0,90103,503,"MAT - SLEEPING OR FOR DRYING M",2,
1,25,2503,2,0,90103,504,"MOSQUITO NET",2,
1,25,2503,2,0,90103,505,"MATTRESS",2,
1,25,2503,2,0,90103,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
1,25,2503,2,0,90103,507,"FILM, FILM PROCESSING, CAMERA",2,
1,25,2503,2,0,90103,508,"BUILDING ITEMS - CEMENT, BRICK",2,
1,25,2503,2,0,90103,509,"COUNCIL RATES",2,
1,25,2503,2,0,90103,510,"HEALTH INSURANCE",2,
1,25,2503,2,0,90103,511,"AUTO INSURANCE",2,
1,25,2503,2,0,90103,512,"HOME INSURANCE",2,
1,25,2503,2,0,90103,513,"LIFE INSURANCE",2,
1,25,2503,2,0,90103,514,"FINES OR LEGAL FEES",2,
1,25,2503,2,0,90103,515,"DOWRY COSTS",2,
1,25,2503,2,0,90103,516,"MARRIAGE CEREMONY COSTS",2,
1,25,2503,2,0,90103,517,"FUNERAL COSTS",2,
5,9,905,2,978,90104,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,978,90104,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,978,90104,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,905,2,978,90104,504,"MOSQUITO NET",2,
5,9,905,2,978,90104,505,"MATTRESS",2,
5,9,905,2,978,90104,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,978,90104,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,978,90104,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,978,90104,509,"COUNCIL RATES",2,
5,9,905,2,978,90104,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90104,511,"AUTO INSURANCE",2,
5,9,905,2,978,90104,512,"HOME INSURANCE",2,
5,9,905,2,978,90104,513,"LIFE INSURANCE",2,
5,9,905,2,978,90104,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90104,515,"DOWRY COSTS",2,
5,9,905,2,978,90104,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90104,517,"FUNERAL COSTS",2,
5,9,905,2,978,90105,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,978,90105,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,978,90105,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,905,2,978,90105,504,"MOSQUITO NET",2,
5,9,905,2,978,90105,505,"MATTRESS",2,
5,9,905,2,978,90105,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,978,90105,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,978,90105,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,978,90105,509,"COUNCIL RATES",2,
5,9,905,2,978,90105,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90105,511,"AUTO INSURANCE",2,
5,9,905,2,978,90105,512,"HOME INSURANCE",2,
5,9,905,2,978,90105,513,"LIFE INSURANCE",2,
5,9,905,2,978,90105,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90105,515,"DOWRY COSTS",2,
5,9,905,2,978,90105,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90105,517,"FUNERAL COSTS",2,
5,9,905,2,978,90106,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,978,90106,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,978,90106,503,"MAT - SLEEPING OR FOR DRYING M",1,2200
5,9,905,2,978,90106,504,"MOSQUITO NET",2,
5,9,905,2,978,90106,505,"MATTRESS",2,
5,9,905,2,978,90106,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,978,90106,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,978,90106,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,978,90106,509,"COUNCIL RATES",2,
5,9,905,2,978,90106,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90106,511,"AUTO INSURANCE",2,
5,9,905,2,978,90106,512,"HOME INSURANCE",2,
5,9,905,2,978,90106,513,"LIFE INSURANCE",2,
5,9,905,2,978,90106,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90106,515,"DOWRY COSTS",2,
5,9,905,2,978,90106,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90106,517,"FUNERAL COSTS",2,
5,9,905,2,978,90107,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,978,90107,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,978,90107,503,"MAT - SLEEPING OR FOR DRYING M",1,1200
5,9,905,2,978,90107,504,"MOSQUITO NET",2,
5,9,905,2,978,90107,505,"MATTRESS",2,
5,9,905,2,978,90107,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,978,90107,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,978,90107,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,978,90107,509,"COUNCIL RATES",2,
5,9,905,2,978,90107,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90107,511,"AUTO INSURANCE",2,
5,9,905,2,978,90107,512,"HOME INSURANCE",2,
5,9,905,2,978,90107,513,"LIFE INSURANCE",2,
5,9,905,2,978,90107,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90107,515,"DOWRY COSTS",2,
5,9,905,2,978,90107,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90107,517,"FUNERAL COSTS",2,
5,9,905,2,978,90108,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,978,90108,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,978,90108,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,905,2,978,90108,504,"MOSQUITO NET",2,
5,9,905,2,978,90108,505,"MATTRESS",2,
5,9,905,2,978,90108,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,978,90108,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,978,90108,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,978,90108,509,"COUNCIL RATES",2,
5,9,905,2,978,90108,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90108,511,"AUTO INSURANCE",1,1500
5,9,905,2,978,90108,512,"HOME INSURANCE",2,
5,9,905,2,978,90108,513,"LIFE INSURANCE",2,
5,9,905,2,978,90108,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90108,515,"DOWRY COSTS",2,
5,9,905,2,978,90108,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90108,517,"FUNERAL COSTS",1,5000
5,9,905,2,0,90109,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,0,90109,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,0,90109,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,905,2,0,90109,504,"MOSQUITO NET",2,
5,9,905,2,0,90109,505,"MATTRESS",2,
5,9,905,2,0,90109,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,0,90109,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,0,90109,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,0,90109,509,"COUNCIL RATES",2,
5,9,905,2,0,90109,510,"HEALTH INSURANCE",2,
5,9,905,2,0,90109,511,"AUTO INSURANCE",2,
5,9,905,2,0,90109,512,"HOME INSURANCE",2,
5,9,905,2,0,90109,513,"LIFE INSURANCE",2,
5,9,905,2,0,90109,514,"FINES OR LEGAL FEES",2,
5,9,905,2,0,90109,515,"DOWRY COSTS",2,
5,9,905,2,0,90109,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,0,90109,517,"FUNERAL COSTS",2,
5,9,905,2,978,90110,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,905,2,978,90110,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,905,2,978,90110,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,905,2,978,90110,504,"MOSQUITO NET",2,
5,9,905,2,978,90110,505,"MATTRESS",2,
5,9,905,2,978,90110,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,905,2,978,90110,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,905,2,978,90110,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,905,2,978,90110,509,"COUNCIL RATES",2,
5,9,905,2,978,90110,510,"HEALTH INSURANCE",2,
5,9,905,2,978,90110,511,"AUTO INSURANCE",2,
5,9,905,2,978,90110,512,"HOME INSURANCE",2,
5,9,905,2,978,90110,513,"LIFE INSURANCE",2,
5,9,905,2,978,90110,514,"FINES OR LEGAL FEES",2,
5,9,905,2,978,90110,515,"DOWRY COSTS",2,
5,9,905,2,978,90110,516,"MARRIAGE CEREMONY COSTS",2,
5,9,905,2,978,90110,517,"FUNERAL COSTS",2,
5,9,914,2,1746,90112,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90112,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90112,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90112,504,"MOSQUITO NET",2,
5,9,914,2,1746,90112,505,"MATTRESS",2,
5,9,914,2,1746,90112,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90112,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90112,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90112,509,"COUNCIL RATES",2,
5,9,914,2,1746,90112,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90112,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90112,512,"HOME INSURANCE",2,
5,9,914,2,1746,90112,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90112,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90112,515,"DOWRY COSTS",2,
5,9,914,2,1746,90112,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90112,517,"FUNERAL COSTS",2,
5,9,914,2,1746,90113,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90113,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90113,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90113,504,"MOSQUITO NET",2,
5,9,914,2,1746,90113,505,"MATTRESS",2,
5,9,914,2,1746,90113,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90113,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90113,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90113,509,"COUNCIL RATES",2,
5,9,914,2,1746,90113,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90113,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90113,512,"HOME INSURANCE",2,
5,9,914,2,1746,90113,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90113,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90113,515,"DOWRY COSTS",2,
5,9,914,2,1746,90113,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90113,517,"FUNERAL COSTS",1,27000
5,9,914,2,1746,90114,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90114,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90114,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90114,504,"MOSQUITO NET",2,
5,9,914,2,1746,90114,505,"MATTRESS",2,
5,9,914,2,1746,90114,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90114,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90114,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90114,509,"COUNCIL RATES",2,
5,9,914,2,1746,90114,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90114,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90114,512,"HOME INSURANCE",2,
5,9,914,2,1746,90114,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90114,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90114,515,"DOWRY COSTS",2,
5,9,914,2,1746,90114,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90114,517,"FUNERAL COSTS",1,2700
5,9,914,2,1746,90115,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90115,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90115,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90115,504,"MOSQUITO NET",2,
5,9,914,2,1746,90115,505,"MATTRESS",2,
5,9,914,2,1746,90115,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90115,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90115,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90115,509,"COUNCIL RATES",2,
5,9,914,2,1746,90115,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90115,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90115,512,"HOME INSURANCE",2,
5,9,914,2,1746,90115,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90115,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90115,515,"DOWRY COSTS",2,
5,9,914,2,1746,90115,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90115,517,"FUNERAL COSTS",1,1500
5,9,914,2,1746,90116,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90116,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90116,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90116,504,"MOSQUITO NET",2,
5,9,914,2,1746,90116,505,"MATTRESS",2,
5,9,914,2,1746,90116,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90116,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90116,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90116,509,"COUNCIL RATES",2,
5,9,914,2,1746,90116,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90116,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90116,512,"HOME INSURANCE",2,
5,9,914,2,1746,90116,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90116,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90116,515,"DOWRY COSTS",2,
5,9,914,2,1746,90116,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90116,517,"FUNERAL COSTS",2,
5,9,914,2,1746,90117,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90117,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90117,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90117,504,"MOSQUITO NET",2,
5,9,914,2,1746,90117,505,"MATTRESS",2,
5,9,914,2,1746,90117,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90117,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90117,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90117,509,"COUNCIL RATES",2,
5,9,914,2,1746,90117,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90117,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90117,512,"HOME INSURANCE",2,
5,9,914,2,1746,90117,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90117,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90117,515,"DOWRY COSTS",2,
5,9,914,2,1746,90117,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90117,517,"FUNERAL COSTS",2,
5,9,914,2,1746,90118,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90118,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90118,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90118,504,"MOSQUITO NET",2,
5,9,914,2,1746,90118,505,"MATTRESS",2,
5,9,914,2,1746,90118,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90118,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90118,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90118,509,"COUNCIL RATES",2,
5,9,914,2,1746,90118,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90118,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90118,512,"HOME INSURANCE",2,
5,9,914,2,1746,90118,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90118,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90118,515,"DOWRY COSTS",2,
5,9,914,2,1746,90118,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90118,517,"FUNERAL COSTS",2,
5,9,907,2,0,90119,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,907,2,0,90119,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,907,2,0,90119,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,907,2,0,90119,504,"MOSQUITO NET",2,
5,9,907,2,0,90119,505,"MATTRESS",2,
5,9,907,2,0,90119,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,907,2,0,90119,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,907,2,0,90119,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,907,2,0,90119,509,"COUNCIL RATES",2,
5,9,907,2,0,90119,510,"HEALTH INSURANCE",2,
5,9,907,2,0,90119,511,"AUTO INSURANCE",2,
5,9,907,2,0,90119,512,"HOME INSURANCE",2,
5,9,907,2,0,90119,513,"LIFE INSURANCE",2,
5,9,907,2,0,90119,514,"FINES OR LEGAL FEES",2,
5,9,907,2,0,90119,515,"DOWRY COSTS",2,
5,9,907,2,0,90119,516,"MARRIAGE CEREMONY COSTS",2,
5,9,907,2,0,90119,517,"FUNERAL COSTS",1,12500
5,9,914,2,1746,90120,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,914,2,1746,90120,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,914,2,1746,90120,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,914,2,1746,90120,504,"MOSQUITO NET",2,
5,9,914,2,1746,90120,505,"MATTRESS",2,
5,9,914,2,1746,90120,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,914,2,1746,90120,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,914,2,1746,90120,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,914,2,1746,90120,509,"COUNCIL RATES",2,
5,9,914,2,1746,90120,510,"HEALTH INSURANCE",2,
5,9,914,2,1746,90120,511,"AUTO INSURANCE",2,
5,9,914,2,1746,90120,512,"HOME INSURANCE",2,
5,9,914,2,1746,90120,513,"LIFE INSURANCE",2,
5,9,914,2,1746,90120,514,"FINES OR LEGAL FEES",2,
5,9,914,2,1746,90120,515,"DOWRY COSTS",2,
5,9,914,2,1746,90120,516,"MARRIAGE CEREMONY COSTS",2,
5,9,914,2,1746,90120,517,"FUNERAL COSTS",2,
5,9,913,2,2266,90121,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,913,2,2266,90121,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,913,2,2266,90121,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,913,2,2266,90121,504,"MOSQUITO NET",2,
5,9,913,2,2266,90121,505,"MATTRESS",2,
5,9,913,2,2266,90121,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,913,2,2266,90121,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,913,2,2266,90121,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,913,2,2266,90121,509,"COUNCIL RATES",2,
5,9,913,2,2266,90121,510,"HEALTH INSURANCE",2,
5,9,913,2,2266,90121,511,"AUTO INSURANCE",2,
5,9,913,2,2266,90121,512,"HOME INSURANCE",2,
5,9,913,2,2266,90121,513,"LIFE INSURANCE",2,
5,9,913,2,2266,90121,514,"FINES OR LEGAL FEES",2,
5,9,913,2,2266,90121,515,"DOWRY COSTS",2,
5,9,913,2,2266,90121,516,"MARRIAGE CEREMONY COSTS",2,
5,9,913,2,2266,90121,517,"FUNERAL COSTS",1,22000
5,9,913,2,2266,90122,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,913,2,2266,90122,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,913,2,2266,90122,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,913,2,2266,90122,504,"MOSQUITO NET",2,
5,9,913,2,2266,90122,505,"MATTRESS",2,
5,9,913,2,2266,90122,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,913,2,2266,90122,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,913,2,2266,90122,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,913,2,2266,90122,509,"COUNCIL RATES",2,
5,9,913,2,2266,90122,510,"HEALTH INSURANCE",2,
5,9,913,2,2266,90122,511,"AUTO INSURANCE",2,
5,9,913,2,2266,90122,512,"HOME INSURANCE",2,
5,9,913,2,2266,90122,513,"LIFE INSURANCE",2,
5,9,913,2,2266,90122,514,"FINES OR LEGAL FEES",2,
5,9,913,2,2266,90122,515,"DOWRY COSTS",2,
5,9,913,2,2266,90122,516,"MARRIAGE CEREMONY COSTS",2,
5,9,913,2,2266,90122,517,"FUNERAL COSTS",2,
4,11,1107,2,0,90123,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,11,1107,2,0,90123,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,11,1107,2,0,90123,503,"MAT - SLEEPING OR FOR DRYING M",1,1000
4,11,1107,2,0,90123,504,"MOSQUITO NET",2,
4,11,1107,2,0,90123,505,"MATTRESS",2,
4,11,1107,2,0,90123,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,11,1107,2,0,90123,507,"FILM, FILM PROCESSING, CAMERA",2,
4,11,1107,2,0,90123,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,11,1107,2,0,90123,509,"COUNCIL RATES",2,
4,11,1107,2,0,90123,510,"HEALTH INSURANCE",2,
4,11,1107,2,0,90123,511,"AUTO INSURANCE",2,
4,11,1107,2,0,90123,512,"HOME INSURANCE",2,
4,11,1107,2,0,90123,513,"LIFE INSURANCE",2,
4,11,1107,2,0,90123,514,"FINES OR LEGAL FEES",2,
4,11,1107,2,0,90123,515,"DOWRY COSTS",2,
4,11,1107,2,0,90123,516,"MARRIAGE CEREMONY COSTS",2,
4,11,1107,2,0,90123,517,"FUNERAL COSTS",2,
5,9,913,2,2266,90124,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,913,2,2266,90124,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,913,2,2266,90124,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,913,2,2266,90124,504,"MOSQUITO NET",2,
5,9,913,2,2266,90124,505,"MATTRESS",2,
5,9,913,2,2266,90124,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,913,2,2266,90124,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,913,2,2266,90124,508,"BUILDING ITEMS - CEMENT, BRICK",1,70000
5,9,913,2,2266,90124,509,"COUNCIL RATES",2,
5,9,913,2,2266,90124,510,"HEALTH INSURANCE",2,
5,9,913,2,2266,90124,511,"AUTO INSURANCE",2,
5,9,913,2,2266,90124,512,"HOME INSURANCE",2,
5,9,913,2,2266,90124,513,"LIFE INSURANCE",2,
5,9,913,2,2266,90124,514,"FINES OR LEGAL FEES",2,
5,9,913,2,2266,90124,515,"DOWRY COSTS",2,
5,9,913,2,2266,90124,516,"MARRIAGE CEREMONY COSTS",2,
5,9,913,2,2266,90124,517,"FUNERAL COSTS",2,
5,9,913,2,2266,90125,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,913,2,2266,90125,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,913,2,2266,90125,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,913,2,2266,90125,504,"MOSQUITO NET",2,
5,9,913,2,2266,90125,505,"MATTRESS",2,
5,9,913,2,2266,90125,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,913,2,2266,90125,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,913,2,2266,90125,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,913,2,2266,90125,509,"COUNCIL RATES",2,
5,9,913,2,2266,90125,510,"HEALTH INSURANCE",2,
5,9,913,2,2266,90125,511,"AUTO INSURANCE",2,
5,9,913,2,2266,90125,512,"HOME INSURANCE",2,
5,9,913,2,2266,90125,513,"LIFE INSURANCE",2,
5,9,913,2,2266,90125,514,"FINES OR LEGAL FEES",2,
5,9,913,2,2266,90125,515,"DOWRY COSTS",2,
5,9,913,2,2266,90125,516,"MARRIAGE CEREMONY COSTS",2,
5,9,913,2,2266,90125,517,"FUNERAL COSTS",2,
5,9,913,2,2266,90126,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
5,9,913,2,2266,90126,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
5,9,913,2,2266,90126,503,"MAT - SLEEPING OR FOR DRYING M",2,
5,9,913,2,2266,90126,504,"MOSQUITO NET",2,
5,9,913,2,2266,90126,505,"MATTRESS",2,
5,9,913,2,2266,90126,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
5,9,913,2,2266,90126,507,"FILM, FILM PROCESSING, CAMERA",2,
5,9,913,2,2266,90126,508,"BUILDING ITEMS - CEMENT, BRICK",2,
5,9,913,2,2266,90126,509,"COUNCIL RATES",2,
5,9,913,2,2266,90126,510,"HEALTH INSURANCE",2,
5,9,913,2,2266,90126,511,"AUTO INSURANCE",2,
5,9,913,2,2266,90126,512,"HOME INSURANCE",2,
5,9,913,2,2266,90126,513,"LIFE INSURANCE",2,
5,9,913,2,2266,90126,514,"FINES OR LEGAL FEES",2,
5,9,913,2,2266,90126,515,"DOWRY COSTS",2,
5,9,913,2,2266,90126,516,"MARRIAGE CEREMONY COSTS",2,
5,9,913,2,2266,90126,517,"FUNERAL COSTS",1,3200
