"zone","state","lga","sector","ea","event_type","event_seq","event_cd","event_desc","c6q2","c6q3"
1,7,717,2,1248,2,1,14,"ROAD",2014,100
1,7,718,2,1640,1,1,1,"crop failure",2015,100
1,7,718,2,1640,1,3,10,"fuel scarcity",2015,80
1,7,718,2,1640,1,2,6,"Increase in the prizes of goods and services",2016,100
1,7,718,2,1640,2,1,12,"Employment opportunities",2013,40
1,7,719,1,1612,1,2,10,"fuel scarcity",2015,100
1,7,719,1,1612,1,1,6,"High cost of items",2016,80
1,7,719,1,1612,2,1,12,"Employment",2013,60
1,7,719,1,1612,2,2,11,"Save drinking water",2016,100
1,7,719,1,1612,2,3,11,"New Roads",2014,100
1,7,722,2,234,,1,,"No events that made people better off.",,
1,7,722,2,234,,1,,"No events that made people worse off",,
1,7,722,2,892,1,1,1,"No enough rain",2015,89
1,7,722,2,892,2,1,19,"Primary school renovation.",2014,75
2,8,802,2,1152,,,,,,
2,8,803,1,944,,,,,,
2,8,805,2,46,1,1,10,"None",2016,100
2,8,805,2,46,2,1,19,"School renovation",2016,90
2,8,807,2,946,,,,,,
2,8,807,2,1438,,,,,,
2,8,807,2,2396,,,,,,
2,8,809,2,1748,,,,,,
2,8,811,2,390,,,,,,
2,8,811,1,1558,,,,,,
2,8,812,2,866,1,1,10,"Insurgents activities",2015,10
2,8,812,2,866,2,1,12,"Employment",2016,100
2,8,813,2,2094,1,1,10,"Insurgents",2013,100
2,8,813,2,2094,2,1,17,"Electricity",2015,90
2,8,815,2,362,1,1,10,"Terrorism activities.",2013,100
2,8,815,2,362,2,1,19,"Security Presence.",2013,95
2,8,816,2,1270,,,,,,
2,8,817,1,2476,,,,,,
2,8,820,2,1030,1,1,10,"Terrorism",2013,90
2,8,820,2,1030,2,1,19,"water",2014,100
2,8,821,1,1448,1,1,7,"Massve job layoffs",2013,80
2,8,821,1,1448,1,2,10,"Insurgency",2012,100
2,8,821,1,1448,2,1,15,"New school",2015,95
2,8,821,1,5062,1,2,6,"Changes in priced",2014,98
2,8,821,1,5062,1,1,7,"Massive job layoffs",2013,80
2,8,821,1,5062,2,1,14,"Roads",2014,100
2,8,821,1,5062,2,2,15,"School repairs",2014,80
2,8,823,2,548,,,,,,
2,8,824,2,768,1,1,10,"Insurgency",2013,95
2,8,824,2,768,2,1,19,"Security",2014,50
2,8,826,2,926,,,,,,
2,8,827,2,804,1,1,2,"Flood",2015,95
2,8,827,2,804,2,1,15,"New School",2015,100
5,9,901,2,398,1,1,2,"FLOOD",2013,60
5,9,901,2,398,1,2,10,"WINDSTORM",2013,20
5,9,901,2,398,2,1,14,"ROAD CONSTRUCTION",2013,100
5,9,901,2,398,2,3,19,"FARM ROAD REHABILITATION",2013,80
5,9,901,2,398,2,2,11,"SCHOOL RENOVATION",2015,80
5,9,903,2,48,1,1,10,"Low patronage of the village market",2014,60
5,9,903,2,48,1,2,10,"Activities of ticket agents and touts",2013,70
5,9,903,2,48,2,1,11,"Electrification project",2013,100
5,9,905,2,978,1,1,6,"HIGH COST OF THINGS IN THE MARKET",2015,100
5,9,905,2,978,2,1,11,"NEW HOUSES",2014,10
5,9,907,2,1446,1,1,6,"INFLATION",2015,100
5,9,907,2,1446,2,3,11,"REPAIR OF BRIDGE",2015,60
5,9,907,2,1446,2,1,11,"TARRING OF ROAD",2014,100
5,9,907,2,1446,2,4,11,"WATER PROJECT",2014,100
5,9,907,2,1446,2,2,11,"CONSTRUCTION OF NEW MARKET",2015,100
5,9,908,1,278,1,1,7,"Job loss",2015,10
5,9,908,1,278,1,2,6,"High cost of living",2015,100
5,9,908,1,278,2,1,11,"Grading of road",2015,30
5,9,910,2,200,1,2,6,"INFLATION",2015,100
5,9,910,2,200,1,1,10,"VIOLENCE",2015,100
5,9,910,2,200,2,2,11,"SCHOOL RENOVATION",2014,100
5,9,910,2,200,2,1,13,"CONSTRUCTION OF HEALTH POST",2015,100
5,9,912,2,102,1,2,10,"WINDSTORM",2016,30
5,9,912,2,102,1,1,10,"BOUNDARY DISPUTE",2014,60
5,9,912,2,102,2,4,11,"BRIDGE REPAIRS",2014,100
5,9,912,2,102,2,1,19,"VIP TOILET CONSTRUCTION",2013,100
5,9,912,2,102,2,2,11,"NEW BOREHOLES",2013,100
5,9,912,2,102,2,3,11,"CONSTRUCTION OF THE COMMUNITY HALL",2013,100
5,9,913,2,2266,1,2,3,"CROP PESTS",2014,80
5,9,913,2,2266,1,1,10,"WINDSTORM",2013,30
5,9,913,2,2266,2,1,11,"GSM NETWORK",2013,100
5,9,914,2,1746,1,1,10,"FIRE ACCIDENT",2016,30
5,9,914,2,1746,2,2,11,"NEW BOREHOLE",2014,60
5,9,914,2,1746,2,1,11,"BUILDING OF NEW CLASSROOM BLOCK",2014,50
5,9,915,1,1390,1,1,6,"High cost of living",2016,100
5,9,915,1,1390,2,1,11,"Electrification project",2014,100
5,9,916,2,1068,1,2,10,"EXCESSIVE HEAT",2014,100
5,9,916,2,1068,1,1,10,"RAINSTORM",2012,20
5,9,916,2,1068,2,3,11,"RENOVATION WORK AT THE HEALTH CENTRE",2014,100
5,9,916,2,1068,2,2,11,"NEW CLASSROOM BLOCK IN THE SECONDARY SCHOOL.",2014,100
5,9,916,2,1068,2,1,11,"NEW CLASSROOM BLOCK IN THE PRIMARY SCHOOL.",2015,100
5,9,917,1,1254,1,1,9,"Electrical supply",2015,100
5,9,917,1,1254,1,2,10,"Water supply",2014,100
5,9,917,1,1254,1,3,10,"Unemployment level",2015,40
5,9,917,1,1254,2,1,14,"New road construction",2013,100
5,9,918,2,834,1,1,2,"FLOOD",2013,50
5,9,918,2,834,2,1,11,"NEW CLASSROOM BLOCK",2013,100
5,10,1001,2,172,1,1,9,"Wind Storm",2015,60
5,10,1001,2,172,1,2,10,"Death of Col. Uwawo(retired)",2016,55
5,10,1001,2,172,2,1,19,"Instalation of Obi  of Onicha Ollana",2015,40
5,10,1005,1,662,1,1,10,"Boundary disput between Eku in Delta and Orogho in Edo state.",2015,20
5,10,1005,1,662,2,4,11,"Conts. of new palace",2015,90
5,10,1005,1,662,2,1,11,"New bridge across river Ethiope",2015,80
5,10,1005,1,662,2,3,11,"Conts. of new town hall",2015,90
5,10,1005,1,662,2,2,11,"New road construct by dealta state",2014,80
5,10,1005,2,1374,1,1,10,"The dry season has dry up thier crops",2016,80
5,10,1005,2,1374,2,1,11,"Biulding of constomary court.",2016,45
5,10,1005,2,1374,2,2,11,"Renovating of primary school.",2016,80
5,10,1007,1,1166,1,1,10,"Ants that destroy Farmers Yam root",2015,50
5,10,1007,1,1166,1,3,10,"InaccessibleRoad",2010,100
5,10,1007,1,1166,1,2,9,"power outstage",2011,100
5,10,1007,1,1166,2,1,19,"Provision of Borehole",1995,60
5,10,1008,2,1314,1,1,10,"Unesplainable lost of lives",2013,20
5,10,1008,2,1314,2,1,14,"Road Tarred",2009,100
5,10,1008,2,1718,2,1,19,"None",0,0
5,10,1010,2,20,1,1,2,"Flood affect a very small proportion of the community.",2012,5
5,10,1010,2,20,2,2,11,"Renovation of both primary and secondary school.",2014,100
5,10,1010,2,20,2,1,11,"Road construction",2015,100
5,10,1012,2,936,1,2,2,"FLOOD",2012,70
5,10,1012,2,936,1,1,2,"Prices increase generally",2015,90
5,10,1014,2,80,1,2,9,"Long Standing Power outage.",2010,100
5,10,1014,2,80,1,1,9,"deplorable access RoadS",2012,100
5,10,1018,1,634,1,2,2,"Flood",2014,50
5,10,1018,1,634,1,1,10,"Cult Secret Soecity",2015,100
5,10,1018,1,634,2,1,19,"None",2016,100
5,10,1018,2,898,1,1,1,"Farm land are no more fertile due long dry season",2015,100
5,10,1018,2,898,2,1,19,"Fish hunting is no productive",2015,60
5,10,1020,1,38,1,1,10,"Land dispute",2015,30
5,10,1020,1,38,2,1,11,"New market",2015,100
5,10,1021,2,120,1,1,10,"Tredspass into the comminity Land",2014,100
5,10,1021,2,120,2,1,19,"Discovery of oil well in the Community",2015,100
5,10,1025,2,1774,1,1,8,"Relocation of company from the community",2014,60
5,10,1025,2,1774,1,2,7,"Retreachment of workers",2014,50
5,10,1025,2,1774,2,1,19,"None",2015,0
4,11,1101,2,154,1,2,3,"CROP DISEASE/PESTS",2013,70
4,11,1101,2,154,1,1,6,"SHARP CHANGE IN PRICES   06",2015,95
4,11,1101,2,154,2,1,16,"IMPROVED TRANSPORTATION  SERVICE16",2013,95
4,11,1102,2,936,1,1,6,"SHARP CHANGE IN PRICES",2015,100
4,11,1102,2,936,1,2,3,"CROP DISEASE/PEST",2013,65
4,11,1102,2,936,2,1,14,"NEW ROAD",2015,85
4,11,1104,2,434,1,2,3,"CROP DISEASE/PESTS    03",2014,80
4,11,1104,2,434,1,1,6,"SHARP CHANGE IN PRICE   06",2015,99
4,11,1104,2,434,2,1,13,"NEW HEALTH FACILITY       13",2013,95
4,11,1104,2,434,2,2,11,"DEVELOPMENT PROJECT   11",2015,90
4,11,1104,1,2028,1,1,6,"SHARP CHANGE IN PRICES   06",2015,90
4,11,1104,1,2028,2,1,14,"NEW ROAD      14",2015,100
4,11,1105,2,100,1,2,3,"CROP DISEASE/PESTS    03",2013,75
4,11,1105,2,100,1,1,6,"SHARP CHANGE lN PRICES       06",2015,95
4,11,1105,2,100,2,1,16,"IMPROVED TRANSPORTATION  SERVICE S   16",2013,90
4,11,1106,2,446,1,1,6,"SHARP  CHANGE  IN  PRICES         06",2015,80
4,11,1106,2,446,1,2,3,"CROP  DISEASE/PESTS          03",2014,70
4,11,1106,2,446,2,2,11,"DEVELOPMENT PROJECT11",2013,80
4,11,1106,2,446,2,1,14,"NEW ROAD        14",2013,95
4,11,1107,2,1034,1,2,4,"LIVESTOCK DISEASE            04",2012,80
4,11,1107,2,1034,1,1,6,"SHARP CHANGE IN PRICE   06",2015,95
4,11,1107,2,1034,2,1,14,"NEW ROAD   15",2015,75
4,11,1108,2,492,1,2,6,"SHARP CHANGE IN PRICE",2015,70
4,11,1108,2,492,1,1,3,"CROPS DISEASE/PESTS",2014,80
4,11,1108,2,492,2,1,17,"ON.GRID  ELECTRICITY",2013,80
4,11,1109,2,672,1,3,4,"LIVESTOCK  DISEASE                         04",2012,80
4,11,1109,2,672,1,2,9,"POWER OUTAGE                                  09",2014,95
4,11,1109,2,672,1,1,6,"SHARP CHANGE IN PRICES             06",2015,90
4,11,1109,2,672,2,1,14,"NEW ROAD                  14",2010,90
4,11,1109,2,672,2,2,11,"DEVELOMENT PROJECT               11",2012,90
4,11,1110,2,714,1,1,6,"SHARP CHANGE l N PRICES    06",2015,98
4,11,1110,2,714,2,1,13,"NEW HEALTH FACILITY    13",2013,90
4,11,1110,2,2752,1,1,6,"SHARP CHANGE IN PRICES      06",2015,95
4,11,1110,2,2752,1,2,3,"CROP DISEASE/PESTS  04",2014,70
4,11,1110,2,2752,2,2,16,"IMPROVED TRANSPORTATION SERVICE S  16",2014,95
4,11,1110,2,2752,2,1,14,"NEW ROAD    14",2013,100
4,11,1112,2,78,1,2,6,"SHARP CHANGE IN PRICES",2014,80
4,11,1112,2,78,1,1,4,"LIVESTOCK DISEASE",2013,30
4,11,1112,2,78,2,1,17,"ON GRID ELECTRICITY",2011,50
4,11,1112,2,1952,1,1,6,"SHARP CHANGE IN PRICES                06",2015,95
4,11,1112,2,1952,1,2,3,"CROP DISEASE /PESTS                      03",2013,80
4,11,1112,2,1952,2,1,14,"NEW ROAD         14",2013,90
4,11,1112,2,1952,2,2,16,"IMPROVED TRANSPORTATION SERVICE        16",2013,95
4,11,1113,2,954,1,2,3,"CROPS DISEASE /PESTS           03",2013,80
4,11,1113,2,954,1,1,6,"SHARP CHANGE lN PRICES        06",2015,95
4,11,1113,2,954,2,2,17,"ON.GRID ELECTRICITY                17",2014,50
4,11,1113,2,954,2,1,11,"DEVELOPMENT PROJECT          11",2013,85
5,12,1202,1,2146,1,1,2,"flood",2015,98
5,12,1202,1,2146,1,2,9,"Epileptic power  suppy",2015,98
5,12,1202,1,2146,2,1,11,"Drainage",2014,93
5,12,1202,1,2710,1,1,9,"Loss  of power and water facilities",2011,95
5,12,1202,1,2710,2,2,17,"construction of power supply",2014,90
5,12,1202,1,2710,2,1,14,"construction of road and po",2016,80
5,12,1204,2,736,1,2,8,"No potable water",2010,98
5,12,1204,2,736,1,1,10,"Death of a member",2015,60
5,12,1204,2,736,2,2,19,"Transportation",2014,95
5,12,1204,2,736,2,1,17,"Power Supply",2013,90
5,12,1208,2,526,1,2,2,"Flood",2008,85
5,12,1208,2,526,1,1,6,"Bad road",2011,90
5,12,1208,2,526,2,1,13,"Mini health centre",2013,95
5,12,1210,2,462,1,2,10,"Bad Road",2011,70
5,12,1210,2,462,1,1,9,"Power Outage",2015,96
5,12,1210,2,462,1,3,8,"No network Communication",2000,100
5,12,1210,2,462,2,1,16,"Improve Transport means",2015,87
5,12,1211,1,2220,1,1,2,"Flooding",2015,95
5,12,1211,1,2220,1,2,9,"Epileptic power supply",2015,99
5,12,1211,1,2220,2,1,11,"Drainage",2015,50
5,12,1211,1,2856,1,1,3,"Crop failures",2015,75
5,12,1211,1,2856,1,2,9,"Power outage",2015,98
5,12,1211,1,2856,1,3,2,"Bad road",2015,98
5,12,1211,1,2856,2,1,19,"Road maintenance",2016,68
5,12,1212,1,1392,1,3,9,"power outage",2015,100
5,12,1212,1,1392,1,2,10,"Bad road",2013,95
5,12,1212,1,1392,1,1,2,"Flood",2014,98
5,12,1212,1,1392,2,1,11,"water bore hole",2014,80
5,12,1214,2,452,1,3,8,"No Telecom Network",2010,80
5,12,1214,2,452,1,2,9,"Power Outage",2012,95
5,12,1214,2,452,1,1,2,"Bad road",2010,85
5,12,1214,2,452,2,1,12,"Good farm land",2008,90
5,12,1216,2,618,1,4,8,"No Medical Facilities",1987,100
5,12,1216,2,618,1,3,8,"No school.",1987,100
5,12,1216,2,618,1,2,9,"No  Electricity.",1987,100
5,12,1216,2,618,1,1,2,"Bad Road",1987,100
5,12,1216,2,618,2,1,12,"Sufficient farm land.",1990,100
6,13,1301,1,1206,1,2,6,"HIGH COST OF COMMODITIES IN THE MARKET",2015,80
6,13,1301,1,1206,1,1,9,"CONSTANT POWER FAILURE.",2015,85
6,13,1301,1,1206,2,2,19,"CONSTRUCTION OF NEW MARKET.",2015,80
6,13,1301,1,1206,2,1,17,"CONSTRUCTION OF STREET LIGHTS",2014,90
6,13,1303,1,626,1,1,8,"Bad road",2014,85
6,13,1303,1,626,1,2,8,"Fire distroy farm land/crop",2015,70
6,13,1303,1,626,1,3,6,"High cost of food prices",2016,90
6,13,1303,1,626,2,1,13,"Building of new healt centre",2014,75
6,13,1305,2,10,1,1,2,"Gurlly erosion.",2014,80
6,13,1305,2,10,2,2,11,"Construction of drainage round the community.",2015,90
6,13,1305,2,10,2,1,14,"Construction of new road",2015,90
6,13,1305,1,1232,1,1,8,"Relocaion of the only commercial bank in the community to Ado Ekiti.",2014,85
6,13,1305,1,1232,1,2,10,"Wind blow that removed building's roof",2016,20
6,13,1305,1,1232,2,1,19,"Installation of the new king",2015,95
6,13,1307,1,268,1,1,9,"Disconnection of the town electricity from national grid",2014,95
6,13,1307,1,268,2,1,13,"Building of health centre",2014,80
6,13,1309,2,674,1,1,10,"Fire disaster thst destroyed farm.",2015,40
6,13,1309,2,674,2,1,19,"Bountiful harvesting of farm produced.",2014,80
6,13,1310,1,1300,1,1,8,"Fire disaster that destroyed  farm crop",2016,70
6,13,1310,1,1300,2,1,11,"Building of new market",2015,90
6,13,1310,1,1300,2,2,14,"Construction of new road",2015,95
6,13,1314,1,6,1,2,8,"Bad roads",2014,85
6,13,1314,1,6,1,1,9,"Constant Power outrage",2015,90
6,13,1314,1,6,2,1,13,"Building of new health facility",2015,60
4,14,1401,2,1116,1,1,3,"Crop failure",2012,100
4,14,1401,2,1116,1,3,6,"High prices of goods",2016,100
4,14,1401,2,1116,1,2,2,"Flood",2015,100
4,14,1401,2,1116,1,4,1,"Drought",2013,100
4,14,1401,2,1116,2,1,17,"On grid electricity",2013,100
4,14,1403,1,34,1,1,10,"Lack of potable water supply",2013,100
4,14,1403,1,34,1,3,10,"Insufficient paved road network",2013,60
4,14,1403,1,34,1,2,9,"Insufficient power supply",2012,100
4,14,1403,1,34,2,2,19,"Admission into schools",2013,60
4,14,1403,1,34,2,3,12,"Political office positios",2013,25
4,14,1403,1,34,2,1,12,"Self employment",2014,50
4,14,1404,1,96,1,1,10,"No developmental plan  for them by the government",2015,100
4,14,1404,1,96,1,2,6,"High prices of goods and services",2016,100
4,14,1404,1,96,1,3,10,"Lack of sanitation facilities",2013,100
4,14,1404,1,96,2,2,19,"Constant supply of pipeborne  water",2012,100
4,14,1404,1,96,2,1,17,"Constant electricity",2015,100
4,14,1404,1,96,2,3,19,"High security of lives and properties",2014,100
4,14,1406,2,694,1,1,10,"Stealing of our water pump",2016,100
4,14,1406,2,694,1,2,6,"General  increase in prices of goods and services",2016,100
4,14,1406,2,694,1,3,9,"Off grid electricity",2013,100
4,14,1406,2,694,2,3,19,"Installation of street lights by one of our daughters",2014,100
4,14,1406,2,694,2,2,19,"Our daughter is the deputy governor",2015,100
4,14,1406,2,694,2,1,19,"Provision of transformers by one of our sons",2016,100
4,14,1407,2,68,1,2,6,"SHARP CHANGE IN PRICES",2016,100
4,14,1407,2,68,1,3,2,"FLOOD",2012,50
4,14,1407,2,68,1,4,10,"FIRE OUTBREAK",2016,55
4,14,1407,2,68,1,1,1,"DROUGHT",2013,100
4,14,1407,2,68,2,2,17,"ON-GRID ELECTRICITY",2015,100
4,14,1407,2,68,2,1,14,"NEW ROAD",2015,100
4,14,1408,2,968,1,2,9,"Power Outages",2014,100
4,14,1408,2,968,1,3,6,"Sharp changes in prices",2015,100
4,14,1408,2,968,1,1,1,"Drought",2013,75
4,14,1408,2,968,2,1,13,"New health Facility",2014,100
4,14,1408,2,968,2,2,14,"New road",2015,90
4,14,1408,2,968,2,3,16,"lmproved transportation",2015,90
4,14,1408,2,1996,1,2,1,"Drought",2014,50
4,14,1408,2,1996,1,3,6,"Price fluctuations",2015,100
4,14,1408,2,1996,1,1,5,"Disease epidemics",2015,75
4,14,1408,2,1996,2,3,17,"Transformers were installed.",2015,100
4,14,1408,2,1996,2,1,11,"Bore hore",2013,100
4,14,1408,2,1996,2,2,12,"Community  members in key positions in government",2015,25
4,14,1410,2,236,1,4,3,"CROP DISEASE/PESTS",2015,50
4,14,1410,2,236,1,1,1,"DROUGHT",2012,100
4,14,1410,2,236,1,2,6,"HIGH PRICES OF GOODS AND SERVICES",2016,100
4,14,1410,2,236,1,3,10,"DEATH",2015,25
4,14,1410,2,236,2,1,17,"ON-GRID ELECTRICITY",2016,100
4,14,1411,2,1066,1,2,10,"Low income from the sale of farm produce",2016,100
4,14,1411,2,1066,1,1,10,"Destruction of crops by Fulani herdsmen",2016,100
4,14,1411,2,1066,1,3,10,"No source of drinking water",30,100
4,14,1411,2,1066,1,4,6,"High prices of goods and services",2016,100
4,14,1411,2,1066,2,1,17,"On grid electricity",2012,100
4,14,1413,2,670,1,1,3,"Crop failure",2012,75
4,14,1413,2,670,1,3,10,"Bad attitude of teachers",2012,100
4,14,1413,2,670,1,2,10,"Unemployment",2013,50
4,14,1413,2,670,2,2,19,"Peaceful co-existence",2011,100
4,14,1413,2,670,2,1,19,"Bore hole construction",2014,100
4,14,1413,1,2578,1,1,10,"Crop Failure",2012,100
4,14,1413,1,2578,1,2,6,"Sharp increase in prices of goods",2016,100
4,14,1413,1,2578,2,1,17,"Electricity Installation",2015,100
4,14,1415,2,156,1,3,6,"High prices of goods and services",2016,100
4,14,1415,2,156,1,2,3,"Crop failures",2014,100
4,14,1415,2,156,1,1,10,"Low demand for goods and services",2015,75
4,14,1415,2,156,2,1,11,"Constant water supply",2015,100
4,14,1415,2,156,2,2,12,"Employment Opportunities",2015,50
4,14,1415,2,952,1,1,10,"Stealing of our  water pump(engine)",2012,100
4,14,1415,2,952,1,2,10,"Assassination of our former king",2014,75
4,14,1415,2,952,2,1,19,"Our son is now the governor",2015,80
4,14,1415,2,952,2,2,19,"Church building by one of our sons",2015,75
4,14,1416,2,2314,1,1,3,"Crop failures",2014,75
4,14,1416,2,2314,1,2,6,"High prices of goods and services",2016,100
4,14,1416,2,2314,1,3,1,"Drought",2013,50
4,14,1416,2,2314,2,1,19,"Construction of boreholes",2012,100
4,14,1416,2,2314,2,2,17,"On  grid electricity",2014,100
2,15,1502,2,590,1,1,10,"lost of key member of the community",2015,100
2,15,1502,2,590,1,3,5,"Disease epidemics",2015,90
2,15,1502,2,590,1,2,1,"crop failure",2015,98
2,15,1502,2,590,2,2,19,"Enough Immunisation for our children's",2015,100
2,15,1503,2,634,1,1,5,"Measeals",2014,40
2,15,1503,2,634,1,3,6,"High cost materials",2015,100
2,15,1503,2,634,1,2,1,"Crop failure",2015,60
2,15,1503,2,634,2,1,14,"Road Construction",2014,100
2,15,1506,1,148,1,1,10,"Boko Haram",2015,100
2,15,1506,1,148,2,1,14,"Construction of new road",2013,100
2,15,1506,1,148,2,2,11,"Renovation of Schools",2014,100
2,15,1506,1,398,1,2,6,"Lack of money",2016,90
2,15,1506,1,398,1,3,7,"No employment",2015,60
2,15,1506,1,398,1,1,6,"High cost leaving",2015,80
2,15,1506,1,398,2,1,14,"Road construction",2015,99
2,15,1506,1,398,2,2,13,"Renovation of health facility",2015,85
2,15,1507,2,458,1,1,10,"lost key members of the community",2015,70
2,15,1507,2,458,1,2,6,"High cost leving",2015,100
2,15,1507,2,458,2,1,11,"nothig was done",2013,100
2,15,1508,2,1682,1,3,10,"No employment",2015,70
2,15,1508,2,1682,1,2,7,"Job is only seasonal",2016,60
2,15,1508,2,1682,1,4,6,"High cost leaving",2016,60
2,15,1508,2,1682,1,1,6,"High cost leaving",2015,70
2,15,1508,2,1682,2,1,19,"Bumper harvest",2015,90
2,15,1510,2,616,1,2,6,"High cost living",2015,70
2,15,1510,2,616,1,1,1,"Crop failure",2015,70
2,15,1510,2,616,2,2,13,"Up grading of Dispensary to Health centre",2014,100
2,15,1510,2,616,2,1,11,"Construction of new footpath to Galdimaru by the community",2016,95
2,15,1511,2,1938,1,1,2,"Crop failure",2010,40
2,15,1511,2,1938,2,3,11,"Computer centre",2015,50
2,15,1511,2,1938,2,1,16,"Construction of kuri bridge",2014,100
2,15,1511,2,1938,2,2,16,"construction of new road",2014,100
4,16,1601,2,954,1,1,2,"Flood 02",2015,100
4,16,1601,2,954,1,3,10,"Other bad 10 Lack of Health Center",2012,100
4,16,1601,2,954,1,2,6,"Sharp Change in prices 06",2016,100
4,16,1601,2,954,2,1,14,"New Road 14",2015,100
4,16,1601,2,954,2,3,17,"On Grid Electricity 17",2013,80
4,16,1601,2,954,2,2,16,"Improved Transportation Service 16",2015,100
4,16,1602,2,1576,1,1,3,"sharp change in prices",2015,75
4,16,1602,2,1576,1,2,3,"Crop disease/pests",2014,50
4,16,1602,2,1576,1,3,9,"Power Outage",2013,100
4,16,1602,2,1576,1,4,6,"Charp change in prices",2013,75
4,16,1602,2,1576,2,2,19,"Provision drinkable water",2015,75
4,16,1602,2,1576,2,1,14,"Construction of new road",2013,50
4,16,1603,2,158,1,2,6,"Sharp change in price",2016,100
4,16,1603,2,158,1,3,9,"Power outage (s)",2014,100
4,16,1603,2,158,1,1,2,"Flood",2012,100
4,16,1603,2,158,2,2,19,"Other (good)Vaccination for children",2013,100
4,16,1603,2,158,2,1,17,"On grid Electricity",2013,100
4,16,1605,2,180,1,1,6,"Sharp change in prices 06",2014,100
4,16,1605,2,180,1,3,2,"Flood",2014,100
4,16,1605,2,180,1,2,10,"Other Bad Lack of water",2012,100
4,16,1605,2,180,2,1,14,"New Road 14",2015,100
4,16,1605,2,180,2,2,16,"Improved Transportation Services 16",2015,100
4,16,1606,2,590,1,2,6,"Price Fluctuations",2015,85
4,16,1606,2,590,1,1,9,"Power  Outage",2013,85
4,16,1606,2,590,2,1,14,"Construction  of New  Roads",2014,100
4,16,1608,2,1104,1,1,6,"Price  Fluctuations",2015,80
4,16,1608,2,1104,2,1,14,"Construction of new  road",2014,85
4,16,1609,2,738,1,1,6,"Price Fluctuations",2016,80
4,16,1609,2,738,2,1,14,"construction of  new Road",2014,100
4,16,1610,2,1006,1,2,9,"Power   Outages",2015,95
4,16,1610,2,1006,1,1,6,"Price Fluctuations",2015,75
4,16,1610,2,1006,2,1,11,"Construction of new market stalls",2014,85
4,16,1612,2,108,1,1,2,"Flood 01",2013,100
4,16,1612,2,108,1,3,10,"Other Bad. Bad Road 10",2014,100
4,16,1612,2,108,1,2,6,"Shape change in prices 06",2015,100
4,16,1612,2,108,2,2,19,"Other good. Borehole 19",2012,100
4,16,1612,2,108,2,1,17,"On Grid Electricity 17",2012,100
4,16,1612,2,108,2,3,16,"Improved Transportation Services 16",2014,100
4,16,1612,2,414,1,1,6,"Price Fluctuations",2016,75
4,16,1612,2,414,1,2,8,"Loss of  key  social services",2015,75
4,16,1612,2,414,2,1,14,"Construction of new road",2014,100
4,16,1613,2,440,1,2,6,"Shape Change in prices 06",2014,100
4,16,1613,2,440,1,3,10,"Other Bad 10 Lack of Water",2012,100
4,16,1613,2,440,1,1,2,"Flood 02",2013,100
4,16,1613,2,440,2,2,13,"New Health Facility 13",2014,100
4,16,1613,2,440,2,1,17,"On Grid Electricity 17",2013,100
4,16,1613,2,440,2,3,16,"Improved Transportation Services 16",2014,100
4,16,1616,2,296,1,3,9,"Power outage (s)09",2013,100
4,16,1616,2,296,1,1,9,"Sharp change in prices 06",2016,100
4,16,1616,2,296,1,2,2,"Flood 02",2014,18
4,16,1616,2,296,2,1,14,"New Road14",2013,100
4,16,1616,2,296,2,2,16,"Improved Transportation Services 16",2013,100
4,16,1616,2,296,2,3,17,"On Grid Electricity 17",2014,100
4,16,1618,2,1060,1,1,6,"Sharp Change in prices 06",2015,100
4,16,1618,2,1060,1,3,2,"Flood 02",2013,100
4,16,1618,2,1060,1,2,9,"Power Outage (s) 09",2013,100
4,16,1618,2,1060,2,3,19,"Other (Good) 19 Boreholes",2012,100
4,16,1618,2,1060,2,1,13,"New Road 14",2015,100
4,16,1618,2,1060,2,2,16,"Improved Transportation Services 16",2015,100
4,16,1620,2,106,1,3,9,"Power outage (s)09",2013,100
4,16,1620,2,106,1,2,6,"Sharp change in prices 06",2014,100
4,16,1620,2,106,1,1,2,"Flood 01",2013,100
4,16,1620,2,106,2,1,14,"New Road14",2013,100
4,16,1620,2,106,2,3,19,"Other good 19 Maintenance of school",2014,100
4,16,1620,2,106,2,2,16,"Improved Transportation services 16",2014,100
4,16,1622,2,18,1,1,6,"Price Fluctuations",2016,85
4,16,1622,2,18,2,1,19,"Provision of new bore hole",2015,75
4,16,1624,1,136,1,1,10,"Deplorable  State  of the Roads",2013,75
4,16,1624,1,136,2,1,19,"None",2015,100
4,16,1624,1,286,1,1,9,"Epileptic  Power  Supply",2015,90
4,16,1624,1,286,1,2,6,"Sharp Change  in  Prices",2015,90
4,16,1624,1,286,2,1,14,"New  Road  Construction",2014,85
4,16,1625,2,1210,1,1,2,"Flood 01",2012,100
4,16,1625,2,1210,1,3,9,"Power outage (s)09",2013,100
4,16,1625,2,1210,1,2,6,"Sharp Change in Price 06",2015,100
4,16,1625,2,1210,2,2,14,"New Road 14",2012,100
4,16,1625,2,1210,2,1,15,"New School 15",2012,100
4,16,1625,2,1210,2,3,13,"New Health Facility 13",2015,100
4,16,1626,2,1546,1,1,2,"Flood 01",2012,90
4,16,1626,2,1546,1,2,6,"Sharpe Change in Prices 06",2014,100
4,16,1626,2,1546,1,3,9,"Power Outage (s)09",2013,100
4,16,1626,2,1546,2,3,16,"Improved Transportation Services 16",2012,100
4,16,1626,2,1546,2,2,15,"New School 15",2012,100
