"zone","state","lga","sector","ea","hhid","lid","s4cq2b","s4cq3a","s4cq3b","s4cq3c","s4cq4","s4cq4_os","s4cq5","s4cq6","s4cq7","s4cq8","s4cq8b","s4cq9","s4cq10","s4cq10b","s4cq11"
4,11,1112,2,1952,110011,1,5,1,,,2,,1,50000,1,4,2015,2,12,2015,70000
4,11,1112,2,1952,110020,1,3,2,,,7,,1,100000,1,3,2015,2,12,2015,110000
4,11,1112,2,78,110021,1,9,1,,,3,,1,10000,1,7,2015,2,9,2015,15000
4,11,1112,2,78,110023,1,9,1,2,,11,"SICKNESS14",1,40000,1,2,2015,2,10,2015,60000
4,11,1110,2,714,110033,1,5,1,,,2,,1,4000,2,6,2015,2,9,2015,5200
4,11,1110,2,714,110039,1,5,2,,,7,,1,20000,1,6,2015,2,8,2015,25000
4,11,1108,2,492,110060,1,6,1,,,7,,1,10000,1,2,2015,2,2,2016,12000
4,11,1105,2,100,110062,1,5,1,,,3,,1,10000,2,1,2015,2,12,2015,15000
4,11,1105,2,100,110063,1,5,1,,,3,,1,2000,1,8,2015,2,12,2015,2500
4,11,1105,2,100,110068,1,5,1,,,7,,1,10000,1,5,2015,2,12,2015,15000
4,11,1106,2,446,110078,1,9,1,,,11,"HOSPITAL BILL",1,90000,1,12,2014,2,12,2016,99000
4,11,1113,2,954,110112,1,5,1,,,2,,1,10000,1,3,2015,2,12,2015,15000
4,11,1113,2,954,110114,1,5,1,,,2,,1,5000,1,2,2015,2,12,2015,5000
4,11,1113,2,954,110120,1,5,1,,,4,,1,100000,1,6,2015,2,12,2015,150000
4,11,1102,2,936,110122,1,5,1,,,2,,1,5000,1,3,2015,2,12,2015,10000
4,11,1102,2,936,110129,1,5,1,,,3,,1,20000,1,1,2015,2,12,2015,30000
4,11,1101,2,154,110134,1,5,1,,,11,"SICK",1,15000,1,4,2015,2,12,2015,22500
4,11,1101,2,154,110135,1,5,1,,,2,,1,10000,1,3,2015,2,12,2015,15000
5,12,1211,1,2856,120002,1,6,2,,,7,,1,40000,2,2,2015,2,12,2015,60000
5,12,1211,1,2856,120007,1,1,,,,4,,1,100000,2,3,2015,2,12,2015,130000
5,12,1202,1,2146,120017,1,6,1,,,4,,1,200000,1,1,2015,2,12,2015,250000
5,12,1202,1,2146,120017,2,6,2,,,4,,1,40000,1,1,2015,1,,,50000
5,12,1202,1,2146,120019,1,6,1,,,4,,1,100000,2,3,2015,2,12,2015,124000
5,12,1202,1,2146,120020,1,3,1,,,7,,1,50000,2,8,2015,2,3,2016,70000
5,12,1202,1,2710,120024,1,1,1,,,5,,1,100000,1,1,2015,2,12,2015,105000
5,12,1202,1,2710,120024,2,2,1,,,6,,1,200000,2,5,2015,2,12,2015,220000
5,12,1202,1,2710,120030,1,3,1,,,5,,1,50000,2,10,2014,2,10,2015,70000
5,12,1212,1,0,120033,1,5,1,,,4,,1,820000,2,1,2015,2,12,2015,820000
5,12,1212,1,1392,120036,1,5,1,,,8,,2,,,,,,,,
5,12,1208,2,526,120041,1,1,1,2,3,2,,1,50000,2,3,2015,2,11,2015,62000
5,12,1208,2,526,120041,2,6,2,1,3,4,,1,20000,2,4,2015,2,2,2016,20000
5,12,1208,2,526,120042,1,1,1,,,7,,1,20000,1,1,2015,2,12,2015,210000
5,12,1208,2,526,120043,1,2,2,,,2,,1,20000,2,2,2015,2,11,2015,24000
5,12,1208,2,526,120048,1,5,1,,,5,,1,20000,2,8,2015,2,12,2015,20000
5,12,1208,2,526,120050,1,6,1,,,10,,1,35000,1,3,2015,2,12,2015,35000
5,12,1216,2,618,120056,1,6,1,2,8,5,,1,100000,2,3,2015,2,12,2015,109000
5,12,1216,2,618,120059,1,2,1,2,,2,,1,50000,2,3,2015,2,11,2015,62000
5,12,1210,2,462,120063,1,1,1,,,8,,1,100000,2,5,2015,2,5,2016,115000
5,12,1210,2,462,120063,2,2,2,,,4,,1,50000,2,2,2015,2,11,2015,65000
5,12,1210,2,462,120064,1,1,1,,,9,,1,50000,2,3,2015,2,11,2015,57500
5,12,1210,2,462,120064,2,2,2,,,4,,1,70000,2,4,2015,2,11,2015,86800
5,12,1210,2,462,120064,3,6,2,,,4,,1,30000,2,10,2014,2,2,2016,30000
5,12,1210,2,462,120066,1,5,1,,,2,,1,100000,2,1,2015,2,11,2015,130000
5,12,1210,2,462,120067,1,9,1,,,2,,1,30000,2,11,2014,2,11,2015,36000
5,12,1210,2,462,120069,1,2,1,5,,6,,1,160000,2,8,2015,2,12,2015,200000
5,12,1204,2,736,120073,1,2,1,,,4,,1,150000,2,3,2015,2,12,2015,177000
5,12,1204,2,736,120073,2,2,2,,,5,,1,100000,2,1,2015,2,12,2015,124000
5,12,1204,2,736,120079,1,2,1,2,,2,,1,70000,2,5,2015,2,10,2015,90000
5,12,1204,2,736,120080,1,6,2,1,,4,,1,20000,2,3,2015,2,12,2015,20000
5,12,1211,1,0,120087,1,5,1,,,5,,1,80000,2,2,2015,2,11,2015,120000
5,12,1214,2,452,120094,1,6,1,,,5,,1,40000,2,3,2015,2,2,2016,40000
6,13,1310,1,0,130003,1,5,1,2,,7,,2,,,,,,,,
6,13,1310,1,0,130004,1,5,2,,,7,,1,35000,1,3,2015,2,12,2015,37400
6,13,1310,1,0,130007,1,6,1,,,7,,1,10000,2,2,2015,1,,,11500
6,13,1314,1,6,130011,1,2,1,,,4,,1,500000,2,2,2015,2,10,2015,530000
6,13,1314,1,6,130011,2,2,2,,,4,,1,200000,2,8,2015,2,12,2015,227000
6,13,1314,1,6,130012,1,5,1,2,,5,,1,17000,2,7,2015,2,12,2015,18000
6,13,1314,1,6,130013,1,5,2,,,5,,1,50000,2,12,2014,2,10,2015,55000
6,13,1314,1,6,130016,1,6,1,,,5,,1,500000,1,10,2014,1,,,500000
6,13,1314,1,6,130017,1,6,1,,,6,,1,100000,2,5,2015,1,,,100000
6,13,1314,1,0,130019,1,6,1,,,4,,1,20000,2,9,2014,1,,,20000
6,13,1307,1,268,130021,1,5,2,,,4,,1,50000,1,4,2015,1,,,55000
6,24,2403,1,0,130024,1,1,1,,,4,,1,30000,2,9,2015,2,2,2016,35000
6,13,1303,1,626,130034,1,5,1,,,2,,1,30000,2,3,2015,2,12,2015,32400
6,13,1303,1,0,130035,1,5,1,,,4,,1,60000,2,6,2014,1,,,65000
6,13,1303,1,626,130039,1,5,2,,,4,,1,5000,2,8,2015,2,9,2015,5000
6,13,1303,1,626,130039,2,5,1,,,1,,1,50000,1,8,2015,1,,,56000
6,13,1305,1,1232,130042,1,5,1,2,,9,,1,320000,2,1,2015,2,11,2015,336000
6,13,1305,1,0,130044,1,5,1,2,3,7,,1,200000,2,12,2014,2,11,2016,260000
6,13,1305,1,0,130045,1,5,1,2,,6,,1,60000,1,5,2015,2,11,2015,63000
6,13,1305,1,1232,130049,1,5,1,,,6,,1,3000,1,8,2015,2,11,2015,3450
6,13,1309,2,674,130052,1,5,1,2,,2,,1,160000,2,2,2015,2,12,2015,185000
6,13,1309,2,674,130057,1,5,1,,,2,,1,25000,2,6,2015,2,12,2015,29500
6,13,1305,2,0,130061,1,5,1,2,,6,,1,40000,2,9,2014,2,11,2015,50000
6,13,1305,2,0,130061,2,5,1,2,,6,,1,60000,2,9,2014,2,12,2015,70000
6,13,1305,2,10,130062,1,5,1,2,4,5,,1,20000,2,5,2015,2,11,2015,21000
6,13,1301,1,1206,130071,1,3,2,,,7,,1,100000,2,11,2014,2,11,2015,140000
6,13,1301,1,0,130072,1,3,1,2,,5,,1,50000,2,10,2014,1,,,74000
6,13,1301,1,1206,130073,1,5,1,2,,4,,1,6000,2,8,2015,1,,,6000
6,13,1301,1,0,130075,1,4,1,,,10,,1,1500000,2,11,2012,2,10,2016,1725000
6,13,1301,1,1206,130078,1,5,1,,,10,,1,10000,2,8,2015,2,10,2015,10000
4,14,1401,2,1116,140001,1,7,1,,,2,,1,10000,2,6,2014,2,10,2015,16000
4,14,1401,2,1116,140004,1,5,1,,,7,,1,20000,1,8,2014,2,12,2015,30000
4,14,1407,2,68,140011,1,6,1,,,7,,1,6000,1,6,2015,1,,,6000
4,14,1407,2,68,140012,1,5,2,,,10,,1,40000,2,3,2015,2,12,2015,52000
4,14,1408,2,1996,140023,1,6,1,,,11,"TO BEEF UP BIZ",1,200000,1,8,2015,1,,,200000
4,14,1408,2,1996,140026,1,2,2,,,7,,1,20000,1,9,2014,2,10,2015,44000
4,14,1415,2,952,140043,1,5,1,,,11,"HEATH",1,50000,2,5,2015,1,,,52000
4,14,1415,2,952,140045,1,5,2,,,6,,1,10000,2,8,2014,1,,,10000
4,14,1415,2,952,140049,1,5,2,,,2,,1,10000,2,5,2015,2,12,2015,13000
4,14,1406,2,694,140063,1,5,1,,,2,,1,8000,2,5,2015,2,12,2015,12000
4,14,1406,2,694,140069,1,5,1,,,10,,1,11000,2,3,2015,2,9,2015,17000
4,14,1413,2,670,140074,1,5,1,,,11,"SICKNESS1",1,20000,2,2,2015,2,12,2015,30000
4,14,1413,2,0,140076,1,9,1,,,2,,1,20000,1,1,2015,2,11,2015,22000
4,14,1413,2,670,140077,1,9,1,,,6,,1,25000,1,7,2015,2,10,2015,27500
4,14,1410,2,236,140082,1,5,1,,,6,,1,2000,1,7,2015,2,12,2015,2200
4,14,1410,2,236,140084,1,4,2,,,4,,1,180000,2,11,2014,2,11,2015,194000
4,14,1404,1,96,140091,1,7,1,,,11,"HEAITH",1,50000,1,11,2014,2,10,2015,50000
4,14,1404,1,96,140096,1,2,2,,,7,,1,80000,2,7,2015,2,6,2016,120000
4,14,1408,2,968,140102,1,4,1,,,8,,1,300000,2,2,2014,2,2,2016,540000
4,14,1408,2,968,140105,1,5,2,,,4,,1,5000,2,3,2015,1,,,7000
4,14,1411,2,1066,140120,1,6,1,,,2,,1,4000,1,2,2015,2,12,2015,6000
4,14,1416,2,2314,140126,1,2,1,,,2,,1,20000,1,5,2015,2,10,2015,21500
4,14,1415,2,156,140131,1,5,1,,,4,,1,30000,2,8,2015,2,12,2015,40000
4,14,1415,2,156,140132,1,5,2,,,11,"BUILDING OF SHOP1",1,100000,2,6,2014,2,10,2015,120000
4,14,1415,2,156,140140,1,6,1,,,4,,1,5000,1,8,2015,2,10,2015,5300
2,15,1506,1,398,150002,1,1,1,,,2,,1,110000,2,9,2014,2,9,2017,140000
2,15,1506,1,398,150003,1,5,6,,,6,,1,20000,1,2,2015,2,12,2015,22000
2,15,1506,1,398,150003,2,4,2,,,7,,1,50000,1,5,2015,2,3,2016,55000
2,15,1506,1,398,150004,1,3,1,,,3,,1,150000,2,1,2015,2,10,2015,195600
2,15,1506,1,398,150006,1,6,1,,,8,,1,55000,2,2,2015,2,11,2015,75000
2,15,1506,1,398,150007,1,1,1,,,6,,1,10000,1,7,2015,1,,,11800
2,15,1508,2,1682,150016,1,4,1,,,7,,1,200000,2,9,2014,1,,,253000
2,15,1511,2,1938,150023,1,7,1,,,7,,1,30000,2,4,2015,1,,,35000
2,15,1511,2,1938,150025,1,7,1,,,5,,1,55000,1,3,2015,2,11,2015,75000
2,15,1511,2,1938,150028,1,7,1,,,3,,1,12000,1,4,2015,2,11,2015,15000
2,15,1502,2,590,150033,1,6,1,,,1,,1,10000,2,4,2015,1,,,11000
2,15,1502,2,590,150033,2,6,2,,,10,,1,3000,1,5,2015,1,,,3300
2,15,1510,2,616,150041,1,4,1,,,8,,1,100000,1,7,2014,1,,,110000
2,15,1510,2,616,150049,1,6,1,,,2,,1,5000,1,7,2015,2,1,2016,6000
2,15,1507,2,458,150051,1,4,1,,,9,,1,200000,1,2,2014,1,,,240000
2,15,1507,2,458,150056,1,6,1,,,4,,1,5000,2,4,2015,1,,,5000
2,15,1507,2,458,150058,1,6,8,,,2,,1,30000,2,4,2015,2,12,2015,30000
2,15,1507,2,458,150060,1,6,1,,,5,,1,5000,2,5,2015,1,,,6000
2,15,1503,2,634,150061,1,3,1,,,5,,1,50000,2,4,2015,2,2,2016,65000
2,15,1503,2,634,150062,1,3,1,,,9,,1,100000,2,1,2015,2,11,2015,130000
2,15,1503,2,634,150066,1,6,1,,,3,,1,10000,1,5,2015,1,,,10000
2,15,1503,2,634,150068,1,3,1,,,7,,1,100000,1,5,2015,2,3,2016,130000
1,25,2504,1,0,150071,1,6,1,2,,10,,1,5000,2,9,2015,1,,,5000
2,15,1506,1,148,150076,1,6,1,,,5,,1,30000,2,2,2015,1,,,35000
4,16,1626,2,1546,160008,1,3,2,,,9,,1,300000,1,11,2014,2,2,2016,372000
4,16,1624,1,136,160024,1,9,1,2,,5,,1,8000,1,1,2015,2,12,2015,9250
4,16,1624,1,136,160033,1,9,1,,,10,,1,4000,1,6,2015,1,,,4100
4,16,1624,1,136,160035,1,9,2,,,4,,1,50000,2,7,2015,2,12,2015,55000
4,16,1624,1,136,160036,1,9,1,,,11,"TO SETTLE HOSPITAL BILL",1,12000,1,5,2015,2,5,2016,13200
4,16,1622,2,18,160037,1,9,2,,,11,"USED TO SUPPORT THE CHILD",1,30000,1,1,2015,2,11,2015,45000
4,16,1622,2,18,160043,1,9,1,,,11,"TO RENT FARM LAND",1,10000,1,2,2015,2,12,2015,15000
4,16,1612,2,414,160045,1,6,2,,,10,,1,50000,2,4,2015,2,12,2015,55000
4,16,1602,2,1576,160049,1,9,1,,,11,"SICKNESS",1,11000,1,3,2015,2,12,2015,17600
4,16,1602,2,1576,160050,1,6,1,,,5,,1,80000,1,4,2015,2,10,2015,104000
4,16,1613,2,440,160054,1,6,1,,,4,,1,15000,2,8,2015,2,12,2015,15750
4,16,1613,2,440,160055,1,5,2,,,11,"HEALTH",1,20000,2,8,2015,2,12,2015,25000
4,16,1613,2,440,160060,1,2,2,,,10,,1,20000,2,5,2015,2,12,2015,20600
4,16,1616,2,296,160069,1,2,1,2,,7,,1,100000,2,7,2014,1,,,100000
4,16,1620,2,106,160071,1,6,2,,,4,,1,20000,2,3,2015,1,,,
4,16,1620,2,106,160072,1,5,2,,,11,"HEALTH",1,10000,2,8,2015,2,12,2015,11000
4,16,1620,2,106,160076,1,2,2,,,9,,1,7000,2,2,2015,2,12,2015,73500
4,16,1618,2,1060,160081,1,6,1,,,11,"HEALTH",1,20000,2,2,2015,1,,,20000
4,16,1618,2,1060,160082,1,6,1,,,2,,1,10000,2,3,2015,2,12,2015,10000
4,16,1618,2,1060,160083,1,6,2,,,8,,1,4000,1,3,2015,2,10,2015,4000
4,16,1618,2,1060,160086,1,5,1,,,11,"HEALTH",1,50000,2,2,2015,2,12,2015,75000
4,16,1601,2,954,160091,1,9,1,,,4,,1,30000,2,6,2014,1,,,32000
4,16,1601,2,954,160092,1,2,1,,,5,,1,100000,1,11,2014,1,,,130000
4,16,1601,2,954,160093,1,2,1,,,7,,1,20000,2,12,2014,2,12,2015,22000
4,16,1601,2,954,160094,1,6,2,6,,9,,1,35000,2,11,2014,2,11,2015,35000
4,16,1601,2,954,160097,1,5,1,,,6,,1,60000,2,2,2015,2,12,2015,63000
4,16,1601,2,954,160097,2,5,2,,,6,,1,20000,2,2,2015,2,12,2015,23000
4,16,1601,2,954,160098,1,5,2,,,7,,1,30000,1,4,2015,2,12,2015,30000
4,16,1601,2,954,160100,1,5,1,,,4,,1,2000,1,4,2014,2,12,2015,2000
4,16,1610,2,1006,160105,1,7,1,2,,4,,1,250000,2,1,2015,2,11,2015,250000
4,16,1606,2,590,160108,1,6,1,3,,1,,1,20000,1,4,2015,2,11,2015,20000
4,16,1606,2,590,160109,1,9,1,2,,11,"FAMILY PROBLEM",1,20000,1,11,2014,1,,,20000
4,16,1624,1,286,160110,1,9,1,,,11,"SICKNESS",1,20000,2,11,2014,2,12,2015,25000
4,16,1603,2,158,160111,1,1,1,,,7,,1,85000,1,8,2014,2,8,2015,93500
4,16,1603,2,158,160111,2,2,1,2,,7,,1,150000,1,1,2015,2,9,2015,225000
4,16,1603,2,158,160111,3,3,1,,,7,,1,150000,1,11,2014,2,11,2015,165000
4,16,1610,2,1006,160114,1,9,1,,,11,"CHILDREN SCHOOL FEES",1,1000,2,1,2015,2,12,2015,16000
4,16,1610,2,1006,160116,1,9,1,,,10,,1,10000,2,8,2015,2,12,2015,15000
4,16,1624,1,286,160132,1,9,1,,,2,,1,15000,2,2,2014,2,12,2015,22500
4,16,1624,1,286,160133,1,9,1,,,3,,1,5000,2,5,2014,1,,,7000
4,16,1625,2,1210,160134,1,4,1,,,9,,1,150000,1,4,2015,2,4,2016,164554
4,16,1622,1,0,160136,1,1,1,2,,10,,1,100000,1,1,2015,2,9,2016,120000
4,16,1626,2,0,160138,1,6,1,,,4,,1,120000,2,2,2015,1,,,124000
4,16,1625,2,1210,160140,1,3,1,,,9,,1,1500000,2,3,2015,2,5,2016,1755000
4,16,1626,2,0,160141,1,1,2,,,11,"for house rent",1,100000,1,8,2015,2,12,2015,105000
4,16,1625,2,1210,160143,1,1,1,,,11,"for accommodation",1,60000,1,12,2014,1,,,66000
4,16,1605,2,180,160144,1,9,1,2,,7,,1,120000,2,1,2015,2,10,2015,122000
4,16,1605,2,180,160146,1,2,2,,,10,,1,20000,1,7,2014,1,,,20600
4,16,1605,2,180,160147,1,2,1,,,5,,1,300000,1,4,2014,2,11,2015,315000
4,16,1605,2,180,160150,1,5,1,,,4,,1,10000,1,7,2015,2,12,2015,22000
4,16,1605,2,180,160152,1,5,4,,,11,"health purpose",1,20000,2,6,2015,1,,,20400
4,16,1603,2,158,160154,1,2,1,,,7,,1,1000,2,2,2015,2,10,2015,11000
4,16,1603,2,158,160155,1,6,1,,,11,"TO BUY MEDICINE",1,1000,1,6,2015,1,,,1000
4,16,1609,2,738,160158,1,9,1,,,11,"TO RESOLVE DOMESTIC ISSUES AT HOME",1,15000,2,3,2015,2,12,2015,22500
4,16,1608,2,1104,160164,1,6,1,,,11,"TREATMENT",1,30000,2,12,2014,1,,,30000
4,16,1609,2,738,160168,1,5,2,,,7,,1,7000,2,5,2015,2,9,2015,7700
4,16,1609,2,738,160172,1,9,1,,,11,"repair of vehicle",1,2500,2,7,2015,1,,,2500
4,16,1603,2,158,160179,1,3,1,,,4,,1,100000,2,10,2014,2,10,2015,130000
4,16,1612,2,108,160181,1,6,1,,,11,"TO FEED",1,5000,1,8,2015,2,10,2015,5000
4,16,1603,2,158,160184,1,5,2,,,11,"health",1,20000,2,3,2015,2,8,2015,23000
3,17,1719,2,1354,170011,1,6,1,,,4,,1,200000,1,10,2014,2,9,2015,200000
3,17,1704,1,2074,170032,1,3,1,,,9,,1,50000,1,3,2015,2,11,2015,65000
3,17,1727,2,634,170109,1,9,1,,,1,,1,300000,2,6,2015,2,6,2018,360000
3,18,1823,1,1822,180022,1,5,2,,,7,,1,50000,1,7,2015,1,,,55000
3,18,1823,1,1822,180026,1,4,1,,,1,,1,40000,2,3,2015,2,2,2018,297680
3,18,1805,2,534,180052,1,2,1,,,3,,1,10000,2,8,2015,2,3,2016,10000
3,18,1817,2,370,180069,1,7,2,8,,4,,1,8000,1,1,2015,1,,,8200
3,18,1808,2,1726,180079,1,6,2,,,3,,1,4000,1,4,2015,2,11,2015,4500
3,18,1811,2,364,180082,1,5,2,,,4,,1,2000,2,6,2015,2,10,2015,2000
3,18,1811,2,364,180082,2,5,9,,,4,,1,1500,2,6,2015,2,10,2015,1500
3,18,1822,2,1654,180103,1,4,6,,,4,,1,200000,2,4,2015,2,4,2016,240000
3,18,1822,2,1654,180104,1,9,1,,,4,,1,100000,2,4,2015,2,10,2015,120000
2,5,517,2,0,180119,1,6,1,,,2,,1,10000,1,6,2015,1,,,10000
3,36,3611,2,0,190052,1,6,1,,,6,,1,25000,1,11,2015,1,,,25000
3,19,1937,2,432,190060,1,4,1,,,10,,1,100000,1,9,2014,2,12,2015,125000
3,19,1925,1,2858,190103,1,6,1,,,6,,1,10000,1,4,2015,1,,,10000
3,19,1905,2,1290,190122,1,6,1,,,2,,1,5000,1,6,2015,1,,,5000
3,19,1910,2,808,190138,1,6,1,,,2,,1,500,1,7,2015,2,9,2015,500
3,19,1908,2,284,190142,1,6,1,,,2,,1,12000,1,4,2015,1,,,12000
3,19,1908,2,284,190150,1,6,1,,,2,,1,70000,1,2,2015,1,,,70000
3,19,1934,2,386,190151,1,4,1,,,9,,1,660000,2,12,2014,2,2,2017,962325
3,19,1919,2,366,190168,1,6,1,,,2,,2,,,,,,,,
3,19,1928,2,526,190173,1,6,1,,,4,,1,40000,2,12,2014,2,11,2015,40000
3,20,2005,2,970,200029,1,6,1,,,5,,1,50000,2,4,2015,2,10,2015,55000
3,20,2032,1,1390,200057,1,4,1,,,9,,1,350000,1,10,2014,2,4,2016,420000
3,20,2032,2,1772,200067,1,1,1,,,1,,2,,,,,,,,
3,20,2015,2,1746,200079,1,6,1,3,,4,,1,10000,1,5,2014,2,10,2015,10000
3,20,2001,2,1354,200096,1,1,1,,,1,,1,78,2,2,,,,,
3,20,2001,2,1354,200096,2,2,2,,,1,,1,62,2,2,,,,,
3,20,2001,2,1354,200098,1,4,1,,,7,,1,50000,1,8,2015,2,6,2018,550000
3,20,2008,2,1474,200148,1,2,1,8,,2,,1,200000,1,6,2015,2,6,2016,20020
3,20,2012,1,844,200185,1,1,1,,,9,,2,,,,,,,,
3,21,2106,2,2822,210005,1,1,1,,,1,,1,150000,2,3,2015,2,2,2016,160500
3,21,2106,2,2822,210008,1,9,4,,,4,,1,10000,1,6,2015,2,11,2015,13800
3,21,2106,2,2822,210009,1,5,1,,,10,,1,70000,1,2,2015,1,,,70000
3,21,2106,2,236,210019,1,5,2,,,5,,1,100000,1,7,2015,1,,,100000
3,21,2119,2,2146,210041,1,6,1,,,7,,1,6000,1,7,2015,1,,,6000
3,21,2119,2,2146,210043,1,6,1,,,5,,1,3000,1,5,2015,2,11,2015,3000
3,21,2117,2,554,210063,1,5,2,,,5,,1,20000,1,3,2015,1,,,20000
3,21,2117,2,554,210064,1,5,2,,,6,,2,,,,,,,,
3,21,2108,1,520,210079,1,4,1,,,10,,1,250000,1,12,2014,2,12,2016,300000
3,21,2111,2,180,210096,1,6,1,,,5,,1,20000,1,4,2015,2,10,2015,20000
1,22,2209,1,792,220047,1,1,2,,,5,,1,50000,1,7,2015,2,12,2015,57500
1,22,2218,2,596,220093,1,9,1,,,2,,2,,,,,,,,
1,23,2308,1,5180,230001,1,3,1,,,11,"HEALTH RAESON",1,30000,2,2,2015,2,1,2016,30000
1,23,2308,1,5180,230003,1,2,3,,,7,,1,20000,2,9,2014,1,,,20000
1,23,2307,1,2316,230014,1,4,1,,,10,,1,56000,2,5,2015,2,12,2015,70000
1,23,2307,1,2316,230016,1,1,1,,,2,,1,200000,1,7,2014,2,8,2016,200000
1,23,2306,1,970,230035,1,6,1,,,5,,2,,,,,,,,
1,23,2306,1,970,230038,1,1,1,,,7,,1,150000,1,10,2014,2,4,2016,165000
1,23,2306,1,970,230038,2,6,2,,,10,,1,3000,1,5,2015,2,9,2015,3000
1,23,2306,1,970,230039,1,6,1,,,10,,1,10000,1,2,2015,2,9,2015,10000
1,23,2308,1,556,230045,1,2,2,,,5,,1,25000,1,2,2015,2,11,2015,30000
1,23,2308,1,556,230047,1,4,1,,,1,,1,100000,2,10,2014,2,10,2015,125000
1,23,2308,1,556,230049,1,3,2,,,5,,2,,,,,,,,
1,23,2315,2,924,230060,1,3,1,,,11,"MEDICAL TREATMENT",1,60000,1,6,2015,2,9,2015,66000
1,23,2309,2,998,230066,1,2,1,,,2,,1,10000,2,3,2015,1,,,10000
1,23,2309,2,998,230070,1,6,1,,,2,,1,20000,1,3,2015,1,,,20000
1,23,2304,2,322,230071,1,1,1,,,7,,1,120000,2,7,2015,2,6,2016,132000
1,23,2304,2,322,230073,1,1,2,,,4,,1,300000,1,8,2015,2,1,2017,348000
1,23,2313,1,0,230075,1,6,1,,,7,,1,40000,1,11,2014,1,,,40000
1,23,2304,2,322,230076,1,1,1,2,,4,,1,220000,2,6,2015,2,5,2016,220000
1,23,2304,2,322,230077,1,6,1,,,4,,1,10000,2,3,2015,1,,,10000
1,23,2304,2,322,230080,1,6,1,,,5,,1,28000,2,2,2015,2,10,2015,28000
1,23,2311,2,516,230084,1,6,2,,,4,,1,15000,1,8,2015,1,,,15000
1,23,2311,2,516,230086,1,4,2,,,7,,1,400000,2,9,2013,2,9,2016,480000
6,29,2916,1,0,230088,1,2,1,,,11,"FOR WIFE SICKNESS",1,50000,1,9,2014,1,,,60000
1,23,2316,1,140,230101,1,6,1,,,2,,1,40000,1,3,2015,2,12,2015,45000
1,23,2316,1,140,230101,2,6,2,,,4,,1,30000,1,5,2015,2,12,2015,34000
1,23,2316,1,140,230104,1,6,1,,,3,,1,30000,1,5,2015,2,12,2015,30000
1,23,2316,1,140,230105,1,9,1,,,2,,1,40000,1,6,2015,2,1,2016,40000
1,23,2316,1,140,230106,1,4,1,,,2,,1,500000,1,12,2014,2,12,2016,580000
1,23,2316,1,140,230108,1,6,1,,,3,,1,100000,2,3,2015,2,12,2015,100000
1,23,2316,1,140,230109,1,6,1,,,2,,1,10000,1,3,2015,1,,,10000
1,23,2316,1,140,230109,2,6,1,,,2,,1,15000,1,4,2015,1,,,15000
1,23,2316,1,140,230110,1,6,1,,,3,,1,145000,2,2,2015,2,6,2016,148000
1,23,2303,2,2348,230111,1,1,1,,,2,,1,15000,1,5,2015,1,,,15750
1,23,2303,2,2348,230112,1,1,1,,,3,,1,120000,1,4,2015,2,4,2016,126000
1,23,2303,2,2348,230114,1,6,1,,,3,,1,6000,1,6,2015,2,11,2015,60000
1,23,2303,2,2348,230115,1,1,1,,,3,,1,150000,1,3,2015,2,2,2016,154000
1,23,2303,2,2348,230116,1,1,1,,,8,,1,600000,1,2,2014,2,2,2016,630000
1,23,2303,2,2348,230118,1,1,1,,,2,,1,4000,2,6,2015,2,12,2015,42000
1,23,2303,2,2348,230119,1,1,1,,,2,,1,20000,1,7,2015,2,12,2015,26000
1,23,2303,2,2348,230120,1,1,1,,,2,,1,100000,1,6,2015,2,12,2015,105000
6,24,2415,1,0,240005,1,1,1,,,7,,1,150000,2,6,2015,2,1,2016,232500
6,24,2415,1,696,240006,1,3,1,,,4,,1,30000,2,8,2014,2,8,2015,38000
6,24,2415,1,696,240006,2,3,2,,,4,,1,30000,2,8,2014,2,8,2015,38000
6,27,2715,1,0,240008,1,1,2,,,4,,1,140000,2,10,2015,2,4,2016,144000
6,24,2403,1,1588,240012,1,1,2,,,9,,1,53000,2,8,2015,2,2,2016,61200
6,24,2403,1,1588,240017,1,1,7,,,7,,1,70000,1,8,2014,1,,,85000
6,24,2403,1,0,240020,1,6,1,,,5,,1,10000,1,9,2014,1,,,10000
6,24,2403,1,7586,240056,1,6,2,,,11,"MEDICAL BILL",1,100000,1,8,2015,2,12,2017,100000
6,24,2403,1,7586,240056,2,9,2,,,11,"MEDICAL BILLS",1,60000,2,8,2015,2,12,2017,60000
6,24,2420,1,402,240068,1,1,2,,,7,,1,30000,2,9,2014,1,,,35000
6,24,2418,1,1770,240071,1,6,2,,,4,,1,20000,1,1,2015,2,10,2015,20000
6,24,2418,1,1770,240074,1,4,1,,,9,,1,300000,2,8,2014,1,,,500000
6,24,2417,1,0,240076,1,6,,,,10,,1,15000,1,7,2015,1,,,15000
6,24,2418,1,1770,240077,1,3,2,,,4,,1,50000,2,2,2015,1,,,75000
6,24,2406,1,0,240078,1,6,2,,,11,"HEALTH",1,20000,2,10,2015,2,11,2015,22000
6,24,2419,1,330,240087,1,3,2,,,4,,1,60000,2,3,2015,1,,,75000
6,24,2419,1,330,240088,1,1,3,,,4,,1,50000,2,8,2015,2,2,2016,58500
6,24,2412,1,2798,240092,1,3,2,,,4,,1,30000,2,6,2015,2,10,2015,39000
6,24,2412,1,2798,240092,2,3,2,,,4,,1,50000,1,4,2015,2,10,2015,58000
