"hhid","zone","state","lga","sector","ea","item_cd","item_desc","item_other","sa4q1","tracked_obs"
80085,2,8,812,2,866,302,"Plough",,0,0
80085,2,8,812,2,866,303,"Trailer/Cart",,0,0
80085,2,8,812,2,866,304,"Ridger",,0,0
80085,2,8,812,2,866,305,"Planter",,0,0
80085,2,8,812,2,866,306,"Pickup",,0,0
80085,2,8,812,2,866,307,"Harvester",,0,0
80085,2,8,812,2,866,308,"Water pump",,0,0
80085,2,8,812,2,866,309,"Sprinkler",,0,0
80085,2,8,812,2,866,310,"Other animal drawn e",,0,0
80085,2,8,812,2,866,311,"Other tractor drawn",,0,0
80085,2,8,812,2,866,312,"Sprayer","SPRAYER",1,0
80085,2,8,812,2,866,313,"Outboard motor",,0,0
80085,2,8,812,2,866,314,"Canoe",,0,0
80085,2,8,812,2,866,315,"Boat",,0,0
80085,2,8,812,2,866,316,"Fishing net",,0,0
80085,2,8,812,2,866,317,"Safety equipment(fis",,0,0
80085,2,8,812,2,866,318,"Wheelbarrow",,0,0
80085,2,8,812,2,866,319,"Cutlass","CUTLASS",4,0
80085,2,8,812,2,866,320,"Hoe","HOE SHORT & LONG",2,0
80085,2,8,812,2,866,321,"Sickle",,0,0
80085,2,8,812,2,866,322,"Other (Specify)1",,,
80086,2,8,812,2,866,301,"Tractor",,0,0
80086,2,8,812,2,866,302,"Plough",,0,0
80086,2,8,812,2,866,303,"Trailer/Cart",,0,0
80086,2,8,812,2,866,304,"Ridger",,0,0
80086,2,8,812,2,866,305,"Planter",,0,0
80086,2,8,812,2,866,306,"Pickup",,0,0
80086,2,8,812,2,866,307,"Harvester",,0,0
80086,2,8,812,2,866,308,"Water pump",,0,0
80086,2,8,812,2,866,309,"Sprinkler",,0,0
80086,2,8,812,2,866,310,"Other animal drawn e",,0,0
80086,2,8,812,2,866,311,"Other tractor drawn",,0,0
80086,2,8,812,2,866,312,"Sprayer",,0,0
80086,2,8,812,2,866,313,"Outboard motor",,0,0
80086,2,8,812,2,866,314,"Canoe",,0,0
80086,2,8,812,2,866,315,"Boat",,0,0
80086,2,8,812,2,866,316,"Fishing net",,0,0
80086,2,8,812,2,866,317,"Safety equipment(fis",,0,0
80086,2,8,812,2,866,318,"Wheelbarrow",,0,0
80086,2,8,812,2,866,319,"Cutlass","CUTLASS",1,0
80086,2,8,812,2,866,320,"Hoe","HOE",2,0
80086,2,8,812,2,866,321,"Sickle",,0,0
80086,2,8,812,2,866,322,"Other (Specify)1",,,
80087,2,8,812,2,866,301,"Tractor",,0,0
80087,2,8,812,2,866,302,"Plough",,0,0
80087,2,8,812,2,866,303,"Trailer/Cart",,0,0
80087,2,8,812,2,866,304,"Ridger",,0,0
80087,2,8,812,2,866,305,"Planter",,0,0
80087,2,8,812,2,866,306,"Pickup",,0,0
80087,2,8,812,2,866,307,"Harvester",,0,0
80087,2,8,812,2,866,308,"Water pump",,0,0
80087,2,8,812,2,866,309,"Sprinkler",,0,0
80087,2,8,812,2,866,310,"Other animal drawn e",,0,0
80087,2,8,812,2,866,311,"Other tractor drawn",,0,0
80087,2,8,812,2,866,312,"Sprayer",,0,0
80087,2,8,812,2,866,313,"Outboard motor",,0,0
80087,2,8,812,2,866,314,"Canoe",,0,0
80087,2,8,812,2,866,315,"Boat",,0,0
80087,2,8,812,2,866,316,"Fishing net",,0,0
80087,2,8,812,2,866,317,"Safety equipment(fis",,0,0
80087,2,8,812,2,866,318,"Wheelbarrow",,0,0
80087,2,8,812,2,866,319,"Cutlass","CUTLASS",6,0
80087,2,8,812,2,866,320,"Hoe","HOE",6,0
80087,2,8,812,2,866,321,"Sickle",,0,0
80087,2,8,812,2,866,322,"Other (Specify)1",,,
80088,2,8,812,2,866,301,"Tractor",,0,0
80088,2,8,812,2,866,302,"Plough",,0,0
80088,2,8,812,2,866,303,"Trailer/Cart",,0,0
80088,2,8,812,2,866,304,"Ridger",,0,0
80088,2,8,812,2,866,305,"Planter",,0,0
80088,2,8,812,2,866,306,"Pickup",,0,0
80088,2,8,812,2,866,307,"Harvester",,0,0
80088,2,8,812,2,866,308,"Water pump",,0,0
80088,2,8,812,2,866,309,"Sprinkler",,0,0
80088,2,8,812,2,866,310,"Other animal drawn e",,0,0
80088,2,8,812,2,866,311,"Other tractor drawn",,0,0
80088,2,8,812,2,866,312,"Sprayer",,0,0
80088,2,8,812,2,866,313,"Outboard motor",,0,0
80088,2,8,812,2,866,314,"Canoe",,0,0
80088,2,8,812,2,866,315,"Boat",,0,0
80088,2,8,812,2,866,316,"Fishing net",,0,0
80088,2,8,812,2,866,317,"Safety equipment(fis",,0,0
80088,2,8,812,2,866,318,"Wheelbarrow",,0,0
80088,2,8,812,2,866,319,"Cutlass","CUTLASS",1,0
80088,2,8,812,2,866,320,"Hoe","HOE",5,0
80088,2,8,812,2,866,321,"Sickle",,,0
80088,2,8,812,2,866,322,"Other (Specify)1",,,
80089,2,8,812,2,866,301,"Tractor",,0,0
80089,2,8,812,2,866,302,"Plough",,0,0
80089,2,8,812,2,866,303,"Trailer/Cart",,0,0
80089,2,8,812,2,866,304,"Ridger",,0,0
80089,2,8,812,2,866,305,"Planter",,0,0
80089,2,8,812,2,866,306,"Pickup",,0,0
80089,2,8,812,2,866,307,"Harvester",,0,0
80089,2,8,812,2,866,308,"Water pump",,0,0
80089,2,8,812,2,866,309,"Sprinkler",,0,0
80089,2,8,812,2,866,310,"Other animal drawn e",,0,0
80089,2,8,812,2,866,311,"Other tractor drawn",,0,0
80089,2,8,812,2,866,312,"Sprayer",,0,0
80089,2,8,812,2,866,313,"Outboard motor",,0,0
80089,2,8,812,2,866,314,"Canoe",,0,0
80089,2,8,812,2,866,315,"Boat",,0,0
80089,2,8,812,2,866,316,"Fishing net",,0,0
80089,2,8,812,2,866,317,"Safety equipment(fis",,0,0
80089,2,8,812,2,866,318,"Wheelbarrow",,0,0
80089,2,8,812,2,866,319,"Cutlass","CUTLASS",4,0
80089,2,8,812,2,866,320,"Hoe","HOE",6,0
80089,2,8,812,2,866,321,"Sickle",,0,0
80089,2,8,812,2,866,322,"Other (Specify)1",,,
80090,2,8,812,2,866,301,"Tractor",,0,0
80090,2,8,812,2,866,302,"Plough",,0,0
80090,2,8,812,2,866,303,"Trailer/Cart",,0,0
80090,2,8,812,2,866,304,"Ridger",,0,0
80090,2,8,812,2,866,305,"Planter",,0,0
80090,2,8,812,2,866,306,"Pickup",,0,0
80090,2,8,812,2,866,307,"Harvester",,0,0
80090,2,8,812,2,866,308,"Water pump",,0,0
80090,2,8,812,2,866,309,"Sprinkler",,0,0
80090,2,8,812,2,866,310,"Other animal drawn e",,0,0
80090,2,8,812,2,866,311,"Other tractor drawn",,0,0
80090,2,8,812,2,866,312,"Sprayer",,0,0
80090,2,8,812,2,866,313,"Outboard motor",,0,0
80090,2,8,812,2,866,314,"Canoe",,0,0
80090,2,8,812,2,866,315,"Boat",,0,0
80090,2,8,812,2,866,316,"Fishing net",,0,0
80090,2,8,812,2,866,317,"Safety equipment(fis",,0,0
80090,2,8,812,2,866,318,"Wheelbarrow",,0,0
80090,2,8,812,2,866,319,"Cutlass","CUTLASS",6,0
80090,2,8,812,2,866,320,"Hoe","HOE",5,0
80090,2,8,812,2,866,321,"Sickle",,0,0
80090,2,8,812,2,866,322,"Other (Specify)1",,,
80098,2,8,805,2,46,301,"Tractor",,0,0
80098,2,8,805,2,46,302,"Plough",,0,0
80098,2,8,805,2,46,303,"Trailer/Cart",,0,0
80098,2,8,805,2,46,304,"Ridger",,0,0
80098,2,8,805,2,46,305,"Planter",,0,0
80098,2,8,805,2,46,306,"Pickup",,0,0
80098,2,8,805,2,46,307,"Harvester",,0,0
80098,2,8,805,2,46,308,"Water pump",,0,0
80098,2,8,805,2,46,309,"Sprinkler",,0,0
80098,2,8,805,2,46,310,"Other animal drawn e",,0,0
80098,2,8,805,2,46,311,"Other tractor drawn",,0,0
80098,2,8,805,2,46,312,"Sprayer",,0,0
80098,2,8,805,2,46,313,"Outboard motor",,0,0
80098,2,8,805,2,46,314,"Canoe",,0,0
80098,2,8,805,2,46,315,"Boat",,0,0
80098,2,8,805,2,46,316,"Fishing net",,0,0
80098,2,8,805,2,46,317,"Safety equipment(fis",,0,0
80098,2,8,805,2,46,318,"Wheelbarrow",,0,0
80098,2,8,805,2,46,319,"Cutlass","CUTLASS",3,0
80098,2,8,805,2,46,320,"Hoe","HOE",6,0
80098,2,8,805,2,46,321,"Sickle",,0,0
80098,2,8,805,2,46,322,"Other (Specify)1",,,
80099,2,8,805,2,46,301,"Tractor",,0,0
80099,2,8,805,2,46,302,"Plough",,0,0
80099,2,8,805,2,46,303,"Trailer/Cart",,0,0
80099,2,8,805,2,46,304,"Ridger",,0,0
80099,2,8,805,2,46,305,"Planter",,0,0
80099,2,8,805,2,46,306,"Pickup",,0,0
80099,2,8,805,2,46,307,"Harvester",,0,0
80099,2,8,805,2,46,308,"Water pump",,0,0
80099,2,8,805,2,46,309,"Sprinkler",,0,0
80099,2,8,805,2,46,310,"Other animal drawn e",,0,0
80099,2,8,805,2,46,311,"Other tractor drawn",,0,0
80099,2,8,805,2,46,312,"Sprayer",,0,0
80099,2,8,805,2,46,313,"Outboard motor",,0,0
80099,2,8,805,2,46,314,"Canoe",,0,0
80099,2,8,805,2,46,315,"Boat",,0,0
80099,2,8,805,2,46,316,"Fishing net",,0,0
80099,2,8,805,2,46,317,"Safety equipment(fis",,0,0
80099,2,8,805,2,46,318,"Wheelbarrow",,0,0
80099,2,8,805,2,46,319,"Cutlass","CUTLASS",7,0
80099,2,8,805,2,46,320,"Hoe","HOE",7,0
80099,2,8,805,2,46,321,"Sickle",,0,0
80099,2,8,805,2,46,322,"Other (Specify)1",,,
80100,2,8,805,2,46,301,"Tractor",,0,0
80100,2,8,805,2,46,302,"Plough",,0,0
80100,2,8,805,2,46,303,"Trailer/Cart",,0,0
80100,2,8,805,2,46,304,"Ridger",,0,0
80100,2,8,805,2,46,305,"Planter",,0,0
80100,2,8,805,2,46,306,"Pickup",,0,0
80100,2,8,805,2,46,307,"Harvester",,0,0
80100,2,8,805,2,46,308,"Water pump",,0,0
80100,2,8,805,2,46,309,"Sprinkler",,0,0
80100,2,8,805,2,46,310,"Other animal drawn e",,0,0
80100,2,8,805,2,46,311,"Other tractor drawn",,0,0
80100,2,8,805,2,46,312,"Sprayer",,0,0
80100,2,8,805,2,46,313,"Outboard motor",,0,0
80100,2,8,805,2,46,314,"Canoe",,0,0
80100,2,8,805,2,46,315,"Boat",,0,0
80100,2,8,805,2,46,316,"Fishing net",,0,0
80100,2,8,805,2,46,317,"Safety equipment(fis",,0,0
80100,2,8,805,2,46,318,"Wheelbarrow","WHEEL BARROW",1,0
80100,2,8,805,2,46,319,"Cutlass","CUTLASS SET",3,0
80100,2,8,805,2,46,320,"Hoe","HOE  SET",4,0
80100,2,8,805,2,46,321,"Sickle",,0,0
80100,2,8,805,2,46,322,"Other (Specify)1",,,
80101,2,8,827,2,804,301,"Tractor",,0,0
80101,2,8,827,2,804,302,"Plough",,0,0
80101,2,8,827,2,804,303,"Trailer/Cart",,0,0
80101,2,8,827,2,804,304,"Ridger",,0,0
80101,2,8,827,2,804,305,"Planter",,0,0
80101,2,8,827,2,804,306,"Pickup",,0,0
80101,2,8,827,2,804,307,"Harvester",,0,0
80101,2,8,827,2,804,308,"Water pump",,0,0
80101,2,8,827,2,804,309,"Sprinkler",,0,0
80101,2,8,827,2,804,310,"Other animal drawn e",,0,0
80101,2,8,827,2,804,311,"Other tractor drawn",,0,0
80101,2,8,827,2,804,312,"Sprayer",,0,0
80101,2,8,827,2,804,313,"Outboard motor",,0,0
80101,2,8,827,2,804,314,"Canoe",,0,0
80101,2,8,827,2,804,315,"Boat",,0,0
80101,2,8,827,2,804,316,"Fishing net",,0,0
80101,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80101,2,8,827,2,804,318,"Wheelbarrow",,0,0
80101,2,8,827,2,804,319,"Cutlass","CUTLASS",4,0
80101,2,8,827,2,804,320,"Hoe","HOE",4,0
80101,2,8,827,2,804,321,"Sickle",,0,0
80101,2,8,827,2,804,322,"Other (Specify)1",,,
80102,2,8,827,2,804,301,"Tractor",,0,0
80102,2,8,827,2,804,302,"Plough",,0,0
80102,2,8,827,2,804,303,"Trailer/Cart",,0,0
80102,2,8,827,2,804,304,"Ridger",,0,0
80102,2,8,827,2,804,305,"Planter",,0,0
80102,2,8,827,2,804,306,"Pickup",,0,0
80102,2,8,827,2,804,307,"Harvester",,0,0
80102,2,8,827,2,804,308,"Water pump",,0,0
80102,2,8,827,2,804,309,"Sprinkler",,0,0
80102,2,8,827,2,804,310,"Other animal drawn e",,0,0
80102,2,8,827,2,804,311,"Other tractor drawn",,0,0
80102,2,8,827,2,804,312,"Sprayer",,0,0
80102,2,8,827,2,804,313,"Outboard motor",,0,0
80102,2,8,827,2,804,314,"Canoe",,0,0
80102,2,8,827,2,804,315,"Boat",,0,0
80102,2,8,827,2,804,316,"Fishing net",,0,0
80102,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80102,2,8,827,2,804,318,"Wheelbarrow",,0,0
80102,2,8,827,2,804,319,"Cutlass","CUTLASS",6,0
80102,2,8,827,2,804,320,"Hoe","HOES",6,0
80102,2,8,827,2,804,321,"Sickle",,0,0
80102,2,8,827,2,804,322,"Other (Specify)1",,,
80103,2,8,827,2,804,301,"Tractor",,0,0
80103,2,8,827,2,804,302,"Plough",,0,0
80103,2,8,827,2,804,303,"Trailer/Cart",,0,0
80103,2,8,827,2,804,304,"Ridger",,0,0
80103,2,8,827,2,804,305,"Planter",,0,0
80103,2,8,827,2,804,306,"Pickup",,0,0
80103,2,8,827,2,804,307,"Harvester",,0,0
80103,2,8,827,2,804,308,"Water pump",,0,0
80103,2,8,827,2,804,309,"Sprinkler",,0,0
80103,2,8,827,2,804,310,"Other animal drawn e",,0,0
80103,2,8,827,2,804,311,"Other tractor drawn",,0,0
80103,2,8,827,2,804,312,"Sprayer",,0,0
80103,2,8,827,2,804,313,"Outboard motor",,0,0
80103,2,8,827,2,804,314,"Canoe",,0,0
80103,2,8,827,2,804,315,"Boat",,0,0
80103,2,8,827,2,804,316,"Fishing net",,0,0
80103,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80103,2,8,827,2,804,318,"Wheelbarrow",,0,0
80103,2,8,827,2,804,319,"Cutlass","CUTLASS",5,0
80103,2,8,827,2,804,320,"Hoe","HOE",5,0
80103,2,8,827,2,804,321,"Sickle",,0,0
80103,2,8,827,2,804,322,"Other (Specify)1",,,
80104,2,8,827,2,804,301,"Tractor",,0,0
80104,2,8,827,2,804,302,"Plough","PLOUGH",1,0
80104,2,8,827,2,804,303,"Trailer/Cart",,0,0
80104,2,8,827,2,804,304,"Ridger",,0,0
80104,2,8,827,2,804,305,"Planter",,0,0
80104,2,8,827,2,804,306,"Pickup",,0,0
80104,2,8,827,2,804,307,"Harvester",,0,0
80104,2,8,827,2,804,308,"Water pump",,0,0
80104,2,8,827,2,804,309,"Sprinkler",,0,0
80104,2,8,827,2,804,310,"Other animal drawn e",,0,0
80104,2,8,827,2,804,311,"Other tractor drawn",,0,0
80104,2,8,827,2,804,312,"Sprayer","SPRAYER",1,0
80104,2,8,827,2,804,313,"Outboard motor",,0,0
80104,2,8,827,2,804,314,"Canoe",,0,0
80104,2,8,827,2,804,315,"Boat",,0,0
80104,2,8,827,2,804,316,"Fishing net",,0,0
80104,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80104,2,8,827,2,804,318,"Wheelbarrow",,0,0
80104,2,8,827,2,804,319,"Cutlass","CUTLASS 2 SET",2,0
80104,2,8,827,2,804,320,"Hoe","HOES  2 SET",2,0
80104,2,8,827,2,804,321,"Sickle",,0,0
80104,2,8,827,2,804,322,"Other (Specify)1",,,
80105,2,8,827,2,804,301,"Tractor",,0,0
80105,2,8,827,2,804,302,"Plough",,0,0
80105,2,8,827,2,804,303,"Trailer/Cart",,0,0
80105,2,8,827,2,804,304,"Ridger",,0,0
80105,2,8,827,2,804,305,"Planter",,0,0
80105,2,8,827,2,804,306,"Pickup",,0,0
80105,2,8,827,2,804,307,"Harvester",,0,0
80105,2,8,827,2,804,308,"Water pump",,0,0
80105,2,8,827,2,804,309,"Sprinkler",,0,0
80105,2,8,827,2,804,310,"Other animal drawn e",,0,0
80105,2,8,827,2,804,311,"Other tractor drawn",,0,0
80105,2,8,827,2,804,312,"Sprayer",,0,0
80105,2,8,827,2,804,313,"Outboard motor",,0,0
80105,2,8,827,2,804,314,"Canoe",,0,0
80105,2,8,827,2,804,315,"Boat",,0,0
80105,2,8,827,2,804,316,"Fishing net",,0,0
80105,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80105,2,8,827,2,804,318,"Wheelbarrow",,0,0
80105,2,8,827,2,804,319,"Cutlass","CUSTLASS",1,0
80105,2,8,827,2,804,320,"Hoe","IRON HOE",2,0
80105,2,8,827,2,804,321,"Sickle",,0,0
80105,2,8,827,2,804,322,"Other (Specify)1",,,
80106,2,8,827,2,804,301,"Tractor",,0,0
80106,2,8,827,2,804,302,"Plough",,0,0
80106,2,8,827,2,804,303,"Trailer/Cart",,0,0
80106,2,8,827,2,804,304,"Ridger",,0,0
80106,2,8,827,2,804,305,"Planter",,0,0
80106,2,8,827,2,804,306,"Pickup",,0,0
80106,2,8,827,2,804,307,"Harvester",,0,0
80106,2,8,827,2,804,308,"Water pump",,0,0
80106,2,8,827,2,804,309,"Sprinkler",,0,0
80106,2,8,827,2,804,310,"Other animal drawn e",,0,0
80106,2,8,827,2,804,311,"Other tractor drawn",,0,0
80106,2,8,827,2,804,312,"Sprayer",,0,0
80106,2,8,827,2,804,313,"Outboard motor",,0,0
80106,2,8,827,2,804,314,"Canoe",,0,0
80106,2,8,827,2,804,315,"Boat",,0,0
80106,2,8,827,2,804,316,"Fishing net",,0,0
80106,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80106,2,8,827,2,804,318,"Wheelbarrow",,0,0
80106,2,8,827,2,804,319,"Cutlass","CUTLASS SHORT & LONG",2,0
80106,2,8,827,2,804,320,"Hoe","HOE SHIRT & LONG",4,0
80106,2,8,827,2,804,321,"Sickle",,,0
80106,2,8,827,2,804,322,"Other (Specify)1",,,
80107,2,8,827,2,804,301,"Tractor",,0,0
80107,2,8,827,2,804,302,"Plough",,0,0
80107,2,8,827,2,804,303,"Trailer/Cart",,0,0
80107,2,8,827,2,804,304,"Ridger",,0,0
80107,2,8,827,2,804,305,"Planter",,0,0
80107,2,8,827,2,804,306,"Pickup",,0,0
80107,2,8,827,2,804,307,"Harvester",,0,0
80107,2,8,827,2,804,308,"Water pump",,0,0
80107,2,8,827,2,804,309,"Sprinkler",,0,0
80107,2,8,827,2,804,310,"Other animal drawn e","OTHER ANIMAL DRAAWN",1,0
80107,2,8,827,2,804,311,"Other tractor drawn",,0,0
80107,2,8,827,2,804,312,"Sprayer","SPRAYER",2,0
80107,2,8,827,2,804,313,"Outboard motor",,0,0
80107,2,8,827,2,804,314,"Canoe",,0,0
80107,2,8,827,2,804,315,"Boat",,0,0
80107,2,8,827,2,804,316,"Fishing net",,0,0
80107,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80107,2,8,827,2,804,318,"Wheelbarrow",,0,0
80107,2,8,827,2,804,319,"Cutlass","CUTLASS SHORT LONG",2,0
80107,2,8,827,2,804,320,"Hoe","HOE SHORT 10/LONG 10",20,0
80107,2,8,827,2,804,321,"Sickle",,0,0
80107,2,8,827,2,804,322,"Other (Specify)1",,,
80108,2,8,827,2,804,301,"Tractor",,0,0
80108,2,8,827,2,804,302,"Plough",,0,0
80108,2,8,827,2,804,303,"Trailer/Cart",,0,0
80108,2,8,827,2,804,304,"Ridger",,0,0
80108,2,8,827,2,804,305,"Planter",,0,0
80108,2,8,827,2,804,306,"Pickup",,0,0
80108,2,8,827,2,804,307,"Harvester",,0,0
80108,2,8,827,2,804,308,"Water pump",,0,0
80108,2,8,827,2,804,309,"Sprinkler",,0,0
80108,2,8,827,2,804,310,"Other animal drawn e",,0,0
80108,2,8,827,2,804,311,"Other tractor drawn",,0,0
80108,2,8,827,2,804,312,"Sprayer",,0,0
80108,2,8,827,2,804,313,"Outboard motor",,0,0
80108,2,8,827,2,804,314,"Canoe",,0,0
80108,2,8,827,2,804,315,"Boat",,0,0
80108,2,8,827,2,804,316,"Fishing net",,0,0
80108,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80108,2,8,827,2,804,318,"Wheelbarrow",,0,0
80108,2,8,827,2,804,319,"Cutlass","CUTLASS",1,0
80108,2,8,827,2,804,320,"Hoe","HOE",1,0
80108,2,8,827,2,804,321,"Sickle",,,0
80108,2,8,827,2,804,322,"Other (Specify)1",,,
80109,2,8,827,2,804,301,"Tractor",,0,0
80109,2,8,827,2,804,302,"Plough",,0,0
80109,2,8,827,2,804,303,"Trailer/Cart",,0,0
80109,2,8,827,2,804,304,"Ridger",,0,0
80109,2,8,827,2,804,305,"Planter",,0,0
80109,2,8,827,2,804,306,"Pickup",,0,0
80109,2,8,827,2,804,307,"Harvester",,0,0
80109,2,8,827,2,804,308,"Water pump",,0,0
80109,2,8,827,2,804,309,"Sprinkler",,0,0
80109,2,8,827,2,804,310,"Other animal drawn e",,0,0
80109,2,8,827,2,804,311,"Other tractor drawn",,0,0
80109,2,8,827,2,804,312,"Sprayer",,0,0
80109,2,8,827,2,804,313,"Outboard motor",,0,0
80109,2,8,827,2,804,314,"Canoe",,0,0
80109,2,8,827,2,804,315,"Boat",,0,0
80109,2,8,827,2,804,316,"Fishing net",,0,0
80109,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80109,2,8,827,2,804,318,"Wheelbarrow",,0,0
80109,2,8,827,2,804,319,"Cutlass","CUTLASS",2,0
80109,2,8,827,2,804,320,"Hoe","HOE",4,0
80109,2,8,827,2,804,321,"Sickle",,0,0
80109,2,8,827,2,804,322,"Other (Specify)1",,,
80110,2,8,827,2,804,301,"Tractor",,0,0
80110,2,8,827,2,804,302,"Plough",,0,0
80110,2,8,827,2,804,303,"Trailer/Cart",,0,0
80110,2,8,827,2,804,304,"Ridger",,0,0
80110,2,8,827,2,804,305,"Planter",,0,0
80110,2,8,827,2,804,306,"Pickup",,0,0
80110,2,8,827,2,804,307,"Harvester",,0,0
80110,2,8,827,2,804,308,"Water pump",,0,0
80110,2,8,827,2,804,309,"Sprinkler",,0,0
80110,2,8,827,2,804,310,"Other animal drawn e",,0,0
80110,2,8,827,2,804,311,"Other tractor drawn",,0,0
80110,2,8,827,2,804,312,"Sprayer",,0,0
80110,2,8,827,2,804,313,"Outboard motor",,0,0
80110,2,8,827,2,804,314,"Canoe",,0,0
80110,2,8,827,2,804,315,"Boat",,0,0
80110,2,8,827,2,804,316,"Fishing net",,0,0
80110,2,8,827,2,804,317,"Safety equipment(fis",,0,0
80110,2,8,827,2,804,318,"Wheelbarrow",,0,0
80110,2,8,827,2,804,319,"Cutlass","CUTLASS",1,0
80110,2,8,827,2,804,320,"Hoe","HOE SHORT 2/LONG 3",5,0
80110,2,8,827,2,804,321,"Sickle",,0,0
80110,2,8,827,2,804,322,"Other (Specify)1",,,
80111,2,8,807,2,946,301,"Tractor",,0,0
80111,2,8,807,2,946,302,"Plough",,0,0
80111,2,8,807,2,946,303,"Trailer/Cart",,0,0
80111,2,8,807,2,946,304,"Ridger",,0,0
80111,2,8,807,2,946,305,"Planter",,0,0
80111,2,8,807,2,946,306,"Pickup",,0,0
80111,2,8,807,2,946,307,"Harvester",,0,0
80111,2,8,807,2,946,308,"Water pump",,0,0
80111,2,8,807,2,946,309,"Sprinkler",,0,0
80111,2,8,807,2,946,310,"Other animal drawn e",,0,0
80111,2,8,807,2,946,311,"Other tractor drawn",,0,0
80111,2,8,807,2,946,312,"Sprayer",,0,0
80111,2,8,807,2,946,313,"Outboard motor",,0,0
80111,2,8,807,2,946,314,"Canoe",,0,0
80111,2,8,807,2,946,315,"Boat",,0,0
80111,2,8,807,2,946,316,"Fishing net",,0,0
80111,2,8,807,2,946,317,"Safety equipment(fis",,0,0
80111,2,8,807,2,946,318,"Wheelbarrow",,0,0
80111,2,8,807,2,946,319,"Cutlass","2 SET OF CUTLASS,1 C",3,0
80111,2,8,807,2,946,320,"Hoe","8 SET OF HOES",8,0
80111,2,8,807,2,946,321,"Sickle",,0,0
80111,2,8,807,2,946,322,"Other (Specify)1",,,
80112,2,8,807,2,946,301,"Tractor",,0,0
80112,2,8,807,2,946,302,"Plough",,0,0
80112,2,8,807,2,946,303,"Trailer/Cart",,0,0
80112,2,8,807,2,946,304,"Ridger",,0,0
80112,2,8,807,2,946,305,"Planter",,0,0
80112,2,8,807,2,946,306,"Pickup",,0,0
80112,2,8,807,2,946,307,"Harvester",,0,0
80112,2,8,807,2,946,308,"Water pump",,0,0
80112,2,8,807,2,946,309,"Sprinkler",,0,0
80112,2,8,807,2,946,310,"Other animal drawn e",,0,0
80112,2,8,807,2,946,311,"Other tractor drawn",,0,0
80112,2,8,807,2,946,312,"Sprayer",,0,0
80112,2,8,807,2,946,313,"Outboard motor",,0,0
80112,2,8,807,2,946,314,"Canoe",,0,0
80112,2,8,807,2,946,315,"Boat",,0,0
80112,2,8,807,2,946,316,"Fishing net",,0,0
80112,2,8,807,2,946,317,"Safety equipment(fis",,0,0
80112,2,8,807,2,946,318,"Wheelbarrow",,0,0
80112,2,8,807,2,946,319,"Cutlass","CUTLASS 2SHOER/2 LON",4,0
80112,2,8,807,2,946,320,"Hoe","10 LONG/6 SHORT HOES",16,0
80112,2,8,807,2,946,321,"Sickle",,0,0
80112,2,8,807,2,946,322,"Other (Specify)1",,,
80113,2,8,807,2,946,301,"Tractor",,0,0
80113,2,8,807,2,946,302,"Plough",,0,0
80113,2,8,807,2,946,303,"Trailer/Cart",,0,0
80113,2,8,807,2,946,304,"Ridger",,0,0
80113,2,8,807,2,946,305,"Planter",,0,0
80113,2,8,807,2,946,306,"Pickup",,0,0
80113,2,8,807,2,946,307,"Harvester",,0,0
80113,2,8,807,2,946,308,"Water pump",,0,0
80113,2,8,807,2,946,309,"Sprinkler",,0,0
80113,2,8,807,2,946,310,"Other animal drawn e",,0,0
80113,2,8,807,2,946,311,"Other tractor drawn",,0,0
80113,2,8,807,2,946,312,"Sprayer",,0,0
80113,2,8,807,2,946,313,"Outboard motor",,0,0
80113,2,8,807,2,946,314,"Canoe",,0,0
80113,2,8,807,2,946,315,"Boat",,0,0
80113,2,8,807,2,946,316,"Fishing net",,0,0
80113,2,8,807,2,946,317,"Safety equipment(fis",,0,0
80113,2,8,807,2,946,318,"Wheelbarrow",,0,0
80113,2,8,807,2,946,319,"Cutlass","CUTLASS",10,0
80113,2,8,807,2,946,320,"Hoe","HOE",10,0
80113,2,8,807,2,946,321,"Sickle",,0,0
80113,2,8,807,2,946,322,"Other (Specify)1",,,
80114,2,8,807,2,946,301,"Tractor",,0,0
80114,2,8,807,2,946,302,"Plough",,0,0
80114,2,8,807,2,946,303,"Trailer/Cart",,0,0
80114,2,8,807,2,946,304,"Ridger",,0,0
80114,2,8,807,2,946,305,"Planter",,0,0
80114,2,8,807,2,946,306,"Pickup",,0,0
80114,2,8,807,2,946,307,"Harvester",,0,0
80114,2,8,807,2,946,308,"Water pump",,0,0
80114,2,8,807,2,946,309,"Sprinkler",,0,0
80114,2,8,807,2,946,310,"Other animal drawn e",,0,0
80114,2,8,807,2,946,311,"Other tractor drawn",,0,0
80114,2,8,807,2,946,312,"Sprayer",,0,0
80114,2,8,807,2,946,313,"Outboard motor",,0,0
80114,2,8,807,2,946,314,"Canoe",,0,0
80114,2,8,807,2,946,315,"Boat",,0,0
80114,2,8,807,2,946,316,"Fishing net",,0,0
