"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","sa3q3","sa3q4","sa3q4b","sa3q5a","sa3q5b","sa3q6a1","sa3q6a2","sa3q6b1","sa3q6b2","sa3q7","sa3q8a","sa3q8b","sa3q9","sa3q10","sa3q11a","sa3q11b","sa3q12","sa3q12b1","sa3q12b2","sa3q12c1","sa3q12c2","sa3q13","sa3q14","sa3q15a","sa3q15b","sa3q15c","sa3q16a","sa3q16b","sa3q17","sa3q17b1","sa3q17b2","sa3q18","tracked_obs"
2,5,504,2,708,50043,1,1,"MILLET",1100,1,,,500,2,1000,1,1,,2,,,1,"N1",200,1,11000,1,,1,,1,2,,,,,,,,,55000,0
2,5,504,2,708,50043,1,2,"BEANS",1010,1,,,,,200,1,1,,2,,,1,"N2",200,1,19000,1,,1,,1,2,,,,,,,,,20000,0
2,5,504,2,708,50044,1,1,"MILLET",1100,1,,,200,2,700,1,,,,,,2,,,,,,,,,,,,,,,,,,,42000,0
2,5,504,2,708,50044,1,2,"G/NUT",1060,1,,,200,2,300,1,,,,,,2,,,,,,,,,,,,,,,,,,,22000,0
2,5,504,2,708,50044,2,1,"MILLET",1100,1,,,1050,2,800,1,,,,,,2,,,,,,,,,,,,,,,,,,,48000,0
2,5,504,2,708,50044,2,2,"MEANS",1010,1,,,1050,2,300,1,,,,,,2,,,,,,,,,,,,,,,,,,,39000,0
2,5,504,2,708,50044,2,3,"G/NUT",1060,1,,,1050,2,400,1,,,,,,2,,,,,,,,,,,,,,,,,,,44000,0
2,5,504,2,708,50044,3,1,"MAIWA",1100,1,,,745,2,600,1,,,,,,2,,,,,,,,,,,,,,,,,,,42000,0
2,5,504,2,708,50045,1,1,"MILLET",1100,1,,,500,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,19200,0
2,5,504,2,708,50045,1,2,"G/CORN",1070,1,,,500,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,8000,0
2,5,504,2,708,50045,1,3,"BEANS",1010,1,,,500,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,12000,0
2,5,504,2,708,50046,1,1,"MILLET",1100,1,,,450,2,700,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,42000,0
2,5,504,2,708,50046,1,2,"COWPEA",1010,1,,,450,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,39000,0
2,5,504,2,708,50046,1,3,"G/CORN",1070,1,,,400,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,16500,0
2,5,504,2,708,50047,1,1,"MILLET",1100,1,,,200,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,13000,0
2,5,504,2,708,50047,1,2,"BEANS",1010,1,,,,,100,1,1,,2,,,1,"N1",100,1,11000,1,,1,,1,2,,,,,,,,,11000,0
2,5,504,2,708,50047,1,3,"G/NUT",1060,1,,,,,100,1,1,,2,,,1,"N2",100,1,12000,1,,1,,1,2,,,,,,,,,12000,0
2,5,504,2,708,50047,2,1,"G/CORN",1070,1,,,180,2,250,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,15000,0
2,5,504,2,708,50047,2,2,"BEANS",1010,1,,,,,50,1,1,,2,,,1,"N3",50,1,5500,1,,1,,1,2,,,,,,,,,5500,0
2,5,504,2,708,50048,1,1,"MILLET",1100,1,,,680,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,504,2,708,50048,1,2,"G/CORN",1070,1,,,680,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,11000,0
2,5,504,2,708,50048,1,3,"COWPEA",1010,1,,,680,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,13000,0
2,5,504,2,708,50048,2,1,"MILLET",1100,1,,,200,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,18000,0
2,5,504,2,708,50048,2,2,"G/CORN",1070,1,,,200,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,5500,0
2,5,504,2,708,50048,2,3,"MAIWA",1100,1,,,200,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,19500,0
2,5,504,2,708,50049,1,1,"MILLET",1100,1,,,100,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,9600,0
2,5,504,2,708,50049,1,2,"G/CORN",1070,1,,,100,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,4000,0
2,5,504,2,708,50049,1,3,"BEANS",1010,1,,,100,2,20,14,1,,2,,,2,,,,,,,,,,,,,,,,,,,6000,0
2,5,504,2,708,50050,1,1,"MILLET",1100,1,,,200,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,22000,0
2,5,504,2,708,50050,1,2,"G/CORN",1070,1,,,,,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,5000,0
2,5,504,2,708,50050,1,3,"BEANS",1010,1,,,,,200,1,1,,2,,,1,"N1",100,1,11000,1,,1,,1,2,,,,,,,,,11000,0
2,5,504,2,708,50050,2,1,"MILLET",1100,1,,,560,,800,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,44000,0
2,5,504,2,708,50050,2,2,"G/CORN",1070,1,,,,,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,5000,0
2,5,504,2,708,50050,2,3,"BEANS",1010,1,,,,,150,1,1,,2,,,1,"N1",100,1,11000,1,,1,,1,2,,,,,,,,,16500,0
2,5,504,2,708,50050,3,1,"G/CORN",1070,1,,,100,,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,30000,0
2,5,504,2,708,50050,3,2,"G/NUT",1062,1,,,,,200,1,1,,2,,,1,"N1",100,1,9000,1,,1,,1,2,,,,,,,,,18000,0
2,5,513,2,348,50051,1,1,"MILLET",1100,1,,,1000,2,35,61,1,,2,,,2,,,,,,,,,,,,,,,,,,,35000,0
2,5,513,2,348,50051,1,2,"BEANS",1010,1,,,1000,2,250,1,1,,2,,,1,"N1",200,1,16000,1,,1,0,1,2,,,,,,,,,20000,0
2,5,513,2,348,50051,1,3,"G.CORN",1070,1,,,1000,2,5,61,1,,2,,,2,,,,,,,,,,,,,,,,,,,5500,0
2,5,513,2,348,50051,2,1,"MILLET",1100,1,,,680,2,10,61,1,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
2,5,513,2,348,50051,2,2,"CASSAVA",1020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,513,2,348,50051,3,1,"MILLET",1100,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,0
2,5,513,2,348,50051,3,2,"BEANS",1010,1,,,700,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,9000,0
2,5,513,2,348,50051,4,1,"G.CORN",1070,1,,,570,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,11000,0
2,5,513,2,348,50051,5,1,"MILLET",1100,1,,,520,2,10,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
2,5,513,2,348,50052,1,1,"MILLET",1100,1,,,500,2,800,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,52000,0
2,5,513,2,348,50052,1,2,"G.CORN",1070,1,,,500,2,900,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,58500,0
2,5,513,2,348,50052,1,3,"BEANS",1010,1,,,500,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,52000,0
2,5,513,2,348,50052,2,1,"MILLET",1100,1,,,200,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,513,2,348,50052,2,2,"BEANS",1010,1,,,200,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,513,2,348,50053,1,1,"MILLET",1100,1,,,310,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,12000,0
2,5,513,2,348,50053,1,2,"BEANS",1010,1,,,310,2,200,1,1,,2,,,1,"N1",200,1,19000,1,2,1,2,1,2,,,,,,,,,26000,0
2,5,513,2,348,50053,2,1,"G.CORN",1070,1,,,300,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,18000,0
2,5,513,2,348,50053,2,2,"RICE",1110,1,,,2676,7,700,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,49000,0
2,5,513,2,348,50054,1,1,"MELLET",1100,1,,,600,2,50,61,,,2,,,2,,,,,,,,,,,,,,,,,,,50000,0
2,5,513,2,348,50054,2,1,"MILLET",1100,1,,,300,2,10,61,,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
2,5,513,2,348,50054,2,2,"BEANS",1010,1,,,300,2,200,1,,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,513,2,348,50054,3,1,"MILLET",1100,1,,,400,2,40,61,,,2,,,2,,,,,,,,,,,,,,,,,,,40000,0
2,5,513,2,348,50054,3,2,"BEANS",1010,1,,,400,2,300,1,,,2,,,1,"N1",300,1,39000,1,2,1,2,1,2,,,,,,,,,39000,0
2,5,513,2,348,50055,1,1,"RICE",1110,1,,,300,2,1300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,58500,0
2,5,513,2,348,50055,2,1,"MILLET",1100,1,,,600,2,1500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,97800,0
2,5,513,2,348,50055,2,2,"BEANS",1010,1,,,600,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,513,2,348,50056,1,1,"MILLET",1100,1,,,210,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,39000,0
2,5,513,2,348,50056,1,2,"BEANS",1010,1,,,210,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,27000,0
2,5,513,2,348,50056,2,1,"RICE",1110,1,,,5639,7,1000,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,45000,0
2,5,513,2,348,50056,3,1,"MILLET",1100,1,,,280,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,513,2,348,50056,3,2,"BEANS",1010,1,,,280,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,513,2,348,50057,1,1,"MILLET",1100,1,,,290,2,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,32000,0
2,5,513,2,348,50057,1,2,"BEANS",1010,1,,,290,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,513,2,348,50057,2,1,"MILLET",1100,1,,,200,2,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,32000,0
2,5,513,2,348,50057,2,2,"BEANS",1010,1,,,200,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,513,2,348,50058,1,1,"MILLET",1100,1,,,600,2,30,61,1,,2,,,2,,,,,,,,,,,,,,,,,,,30000,0
2,5,513,2,348,50058,1,2,"BEANS",1010,1,,,600,2,300,1,1,,2,,,1,"N1",300,1,27000,1,,,,1,2,,,,,,,,,27000,0
2,5,513,2,348,50058,2,1,"MILLET",1100,1,,,700,2,18,61,1,,2,,,2,,,,,,,,,,,,,,,,,,,18000,0
2,5,513,2,348,50058,2,2,"BEANS",1010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,513,2,348,50058,2,3,"RICE",1110,1,,,700,2,100,1,1,,2,,,1,"N1",100,1,4500,1,,,,1,2,,,,,,,,,4500,0
2,5,513,2,348,50059,1,1,"MILLET",1100,1,,,2600,2,700,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,42000,0
2,5,513,2,348,50059,1,2,"BEANS",1010,1,,,2600,2,300,1,1,,2,,,1,"N1",300,1,39000,1,,1,0,1,2,,,,,,,,,39000,0
2,5,513,2,348,50059,2,1,"MILLET",1100,1,,,980,2,700,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,42000,0
2,5,513,2,348,50059,2,2,"BEANS",1010,1,,,980,2,400,1,1,,2,,,1,"N1",400,1,50000,1,,1,0,1,2,,,,,,,,,52000,0
2,5,513,2,348,50059,3,1,"MILLET",1100,1,,,270,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,513,2,348,50059,3,2,"G.CORN",1070,1,,,270,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,5700,0
2,5,513,2,348,50059,3,3,"BEANS",1010,1,,,270,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,39000,0
2,5,513,2,348,50060,1,1,"G.CORN",1070,1,,,200,2,1000,1,1,3,2,,,1,"N1",500,1,28500,1,3,1,3,1,2,,,,,,,,,57000,0
2,5,513,2,348,50060,1,2,"BEANS",1010,1,,,200,2,300,1,1,3,2,,,1,"N1",300,1,39000,1,3,1,3,1,2,,,,,,,,,39000,0
2,5,513,2,348,50060,1,3,"MAIZE",1080,1,,,300,2,300,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,18000,0
2,5,513,2,348,50060,2,1,"MILLET",1100,1,,,17924,7,2000,1,1,3,2,,,1,"N1",500,1,30000,1,3,1,3,1,2,,,,,,,,,120000,0
2,5,513,2,348,50060,2,2,"BEANS",1010,1,,,17924,7,200,1,1,3,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,514,2,710,50061,1,1,"G/CORN",1070,1,,,380,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,30000,0
2,5,514,2,710,50061,1,2,"MILLET",1100,1,,,380,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,24000,0
2,5,514,2,710,50061,1,3,"BEANS",1010,1,,,380,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,52000,0
2,5,514,2,710,50062,1,1,"MILLET",1100,1,,,250,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,9600,0
2,5,514,2,710,50062,1,2,"BEANS",1010,1,,,250,2,20,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,6000,0
2,5,514,2,710,50062,1,3,"G/NUT",1062,1,,,250,2,100,1,1,,2,,,1,"N1",100,1,9000,1,,1,,1,2,,,,,,,,,9000,0
2,5,514,2,710,50063,1,1,"COWPEA",1010,1,,,125,2,200,1,1,,2,,,1,"N1",200,1,26000,1,,1,,1,2,,,,,,,,,23000,0
2,5,514,2,710,50063,1,2,"G/CORN",1070,1,,,125,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,12000,0
2,5,514,2,710,50063,2,1,"MILLET",1100,1,,,280,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,14000,0
2,5,514,2,710,50064,1,1,"G/CORN",1070,1,,,550,2,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,27500,0
2,5,514,2,710,50064,1,2,"G/NUT",1060,1,,,550,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,28000,0
2,5,514,2,710,50064,1,3,"MILLET",1100,1,,,550,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,24000,0
2,5,514,2,710,50064,1,4,"BEANS",1010,1,,,550,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,514,2,710,50065,1,1,"MILLET",1100,1,,,150,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,13000,0
2,5,514,2,710,50065,1,2,"G/CORN",1070,1,,,150,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,6000,0
2,5,514,2,710,50065,1,3,"BEANS",1010,1,,,150,2,50,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,8500,0
2,5,514,2,710,50065,2,1,"MILLET",1100,1,,,350,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,514,2,710,50065,2,2,"BEANS",1010,1,,,350,2,120,1,1,,2,,,1,"N1",100,1,17000,11,,1,,1,2,,,,,,,,,20400,0
2,5,514,2,710,50065,2,3,"G/CORN",1070,1,,,350,2,250,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,15000,0
2,5,514,2,710,50066,1,1,"G/CORN",1070,1,,,400,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
2,5,514,2,710,50066,1,2,"MILLET",1100,1,,,400,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,24000,0
2,5,514,2,710,50066,1,3,"G/NUT",1060,1,,,400,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,28000,0
2,5,514,2,710,50066,1,4,"BEANS",1010,1,,,400,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,39000,0
2,5,514,2,710,50067,1,1,"MILLET",1100,1,,,280,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,9600,0
2,5,514,2,710,50067,1,2,"G/NUT",1060,1,,,280,2,100,1,1,,2,,,1,"N1",100,1,9000,1,,1,,1,2,,,,,,,,,9000,0
2,5,514,2,710,50067,2,1,"COWPEA",1010,1,,,350,2,100,1,1,,2,,,1,"N1",100,1,12000,1,,1,,1,2,,,,,,,,,1200,0
2,5,514,2,710,50067,2,2,"MILLET",1100,1,,,350,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,14400,0
2,5,514,2,710,50068,1,1,"MILLET",1100,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,514,2,710,50068,1,2,"G/CORN",1070,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,514,2,710,50068,1,3,"BEANS",1010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,5,514,2,710,50069,1,1,"MILLET",1100,1,,,350,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,514,2,710,50069,1,2,"COWPEA",1010,1,,,350,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,16000,0
2,5,514,2,710,50069,1,3,"G/CORN",1070,1,,,350,2,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,30000,0
2,5,514,2,710,50070,1,1,"MILLET",1100,1,,,360,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,14000,0
2,5,514,2,710,50070,1,2,"BEANS",1010,1,,,360,2,50,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
2,5,514,2,710,50070,1,3,"G/CORN",1070,1,,,360,2,150,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,9000,0
2,5,514,2,710,50070,2,1,"G/CORN",1070,1,,,150,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,6000,0
2,5,514,2,710,50070,2,2,"BEANS",1010,1,,,150,2,50,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
2,5,514,2,710,50070,2,3,"G/NUT",1062,1,,,150,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,40000,0
2,5,501,2,60,50071,1,1,"MAIZE",1080,1,,,300,2,1000,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,6000,0
2,5,501,2,60,50071,1,2,"BEANS",1010,1,,,300,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,30000,0
2,5,501,2,60,50072,1,1,"G.CORN",1070,1,,,200,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,501,2,60,50072,2,1,"RICE",1100,1,,,400,2,1500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,75000,0
2,5,501,2,60,50072,3,1,"BENISEED",2040,1,,,700,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,72000,0
2,5,501,2,60,50072,4,1,"BENISEED",2040,1,,,300,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,3600,0
2,5,501,2,60,50073,1,1,"MAIZE",1080,1,,,300,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,16500,0
2,5,501,2,60,50073,1,2,"BEANS",1010,1,,,300,2,300,1,1,,2,,,1,"N1",300,1,30000,1,,1,2,1,2,,,,,,,,,30000,0
2,5,501,2,60,50073,2,1,"MAIZE",1080,1,,,200,2,1000,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,55000,0
2,5,501,2,60,50073,2,2,"BEANS",1010,1,,,200,2,300,1,1,,2,,,1,"N1",300,1,30000,1,,1,2,1,2,,,,,,,,,30000,0
2,5,501,2,60,50073,3,1,"MAIZE",1080,1,,,660,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,33000,0
2,5,501,2,60,50073,3,2,"BEANS",1010,1,,,660,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
2,5,501,2,60,50074,1,1,"MAIZE",1080,1,,,200,2,15,5,1,2,2,,,2,,,,,,,,,,,,,,,,,,,1050,0
2,5,501,2,60,50074,1,2,"BEANS",1010,1,,,200,2,2,5,1,2,2,,,2,,,,,,,,,,,,,,,,,,,300,0
2,5,501,2,60,50076,1,1,"PEPPE",2140,1,,,886,2,500,1,1,12,2,,,2,,,,,,,,,,,,,,,,,,,100000,0
2,5,501,2,60,50076,1,2,"BEANS",1010,1,,,886,2,400,1,1,12,2,,,1,"N1",400,1,54000,1,12,1,12,1,2,,,,,,,,,54000,0
2,5,501,2,60,50076,1,3,"MAIZE",1080,1,,,886,2,600,1,1,12,2,,,2,,,,,,,,,,,,,,,,,,,33000,0
2,5,501,2,60,50076,1,4,"RICE",1110,1,,,886,2,400,1,1,12,2,,,2,,,,,,,,,,,,,,,,,,,18000,0
2,5,501,2,60,50076,2,1,"MAIZE",1080,1,,,200,2,700,1,1,12,2,,,2,,,,,,,,,,,,,,,,,,,38500,0
2,5,501,2,60,50076,2,2,"BEANS",1010,1,,,200,2,200,1,1,12,2,,,1,"N1",200,1,27000,1,12,1,12,1,2,,,,,,,,,27000,0
2,5,501,2,60,50076,3,1,"MAIZE",1080,1,,,500,2,800,1,1,12,2,,,2,,,,,,,,,,,,,,,,,,,44000,0
2,5,501,2,60,50076,3,2,"SOYA BEANS",2220,1,,,500,2,200,1,1,12,2,,,1,"N1",200,1,18000,1,12,1,12,1,2,,,,,,,,,18000,0
2,5,501,2,60,50076,3,3,"BEANS",1010,1,,,500,2,300,1,1,12,2,,,1,"N1",200,1,27000,1,12,1,12,1,2,,,,,,,,,40500,0
2,5,501,2,60,50077,1,1,"MAIZE",1080,1,,,300,2,1200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,72000,0
2,5,501,2,60,50077,1,2,"BEANS",1010,1,,,300,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,22000,0
2,5,501,2,60,50077,2,1,"MAIZE",1080,1,,,260,2,600,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,501,2,60,50077,2,2,"PEPPE",2140,1,,,260,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,40000,0
2,5,501,2,60,50077,3,1,"MAIZE",1080,1,,,200,2,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,30000,0
2,5,501,2,60,50077,3,2,"BEANS",1010,1,,,200,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,22000,0
2,5,501,2,60,50077,3,3,"RICE",1110,1,,,200,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,15000,0
2,5,501,2,60,50079,1,1,"MAIZE",1080,1,,,6210,7,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,27500,0
2,5,501,2,60,50079,1,2,"BEANS",1010,1,,,6210,7,200,1,1,,2,,,1,"N1",200,1,20000,1,,1,,1,2,,,,,,,,,20000,0
2,5,501,2,60,50079,2,1,"MAIZE",1080,1,,,120,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,22000,0
2,5,501,2,60,50079,2,2,"BEANS",1010,1,,,120,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
2,5,501,2,60,50079,3,1,"MAIZE",1080,1,,,100,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,16500,0
2,5,501,2,60,50079,3,2,"BEANS",1010,1,,,100,2,100,1,1,,2,,,1,"N1",100,1,10000,1,,1,,1,2,,,,,,,,,10000,0
2,5,501,2,60,50080,1,1,"PEPPER",2140,1,,,500,2,200,1,,,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
2,5,501,2,60,50080,2,1,"MAIZE",1080,1,,,400,2,1500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,82500,0
2,5,501,2,60,50080,2,2,"BEANS",1010,1,,,400,2,500,1,1,,2,,,1,"N1",500,1,50000,1,,1,,1,2,,,,,,,,,50000,0
2,5,501,2,60,50080,3,1,"MAIZE",1080,1,,,630,2,1000,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,55000,0
2,5,501,2,60,50080,3,2,"BEANS",1010,1,,,630,2,400,1,1,,2,,,1,"N2",400,1,40000,1,,1,,1,2,,,,,,,,,40000,0
2,5,501,2,60,50080,4,1,"MAIZE",1080,1,,,1820,2,800,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,44000,0
2,5,501,2,60,50080,4,2,"PEPPER",2140,1,,,1820,2,300,1,1,,2,,,1,"N1",300,1,30000,1,,1,,1,2,,,,,,,,,30000,0
2,5,501,2,60,50080,5,1,"PEPPER",2140,1,,,40,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,10000,0
2,5,516,2,942,50081,1,1,"G/CORN",1070,1,,,200,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,8000,0
2,5,516,2,942,50081,1,2,"G/NUT",1060,1,,,200,2,100,1,1,,2,,,1,"N1",100,1,3000,1,,1,,1,2,,,,,,,,,3000,0
2,5,516,2,942,50081,2,1,"MILLET",1100,1,,,125,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,4800,0
2,5,516,2,942,50081,2,2,"COWPEA",1010,1,,,125,2,100,1,1,,2,,,1,"N1",100,1,12000,1,,1,,1,2,,,,,,,,,12000,0
2,5,516,2,942,50082,1,1,"MILLET",1100,1,,,200,2,800,1,,,2,,,2,,,,,,,,,,,,,,,,,,,44800,0
2,5,516,2,942,50082,1,2,"G/CORN",1070,1,,,,,350,1,,,2,,,2,,,,,,,,,,,,,,,,,,,17700,0
2,5,516,2,942,50082,1,3,"BEANS",1010,1,,,,,400,1,,,2,,,1,"N4",400,1,39500,1,,1,,1,2,,,,,,,,,39500,0
2,5,516,2,942,50082,2,1,"G/CORN",1070,1,,,100,2,600,1,,,2,,,2,,,,,,,,,,,,,,,,,,,31200,0
2,5,516,2,942,50082,2,2,"BEANS",1010,1,,,,,300,1,,,2,,,2,,,,,,,,,,,,,,,,,,,29625,0
2,5,516,2,942,50083,1,1,"G/CORN",1070,1,,,150,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,20000,0
2,5,516,2,942,50083,2,1,"MILLET",1100,1,,,80,2,400,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,24000,0
2,5,516,2,942,50083,2,2,"BEANS",1010,1,,,80,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,13000,0
2,5,516,2,942,50084,1,1,"G/CORN",1070,1,,,137,2,1000,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,60000,0
2,5,516,2,942,50084,2,1,"MILLET",1100,1,,,210,2,500,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,25000,0
2,5,516,2,942,50084,3,1,"BEANS",1010,1,,,100,2,200,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,26000,0
2,5,516,2,942,50084,3,2,"G/NUT",1060,1,,,100,2,300,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,36000,0
2,5,516,2,942,50085,1,1,"MILLET",1100,1,,,100,2,100,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,4800,0
2,5,516,2,942,50085,1,2,"G/NUT",1060,1,,,100,2,50,1,1,,2,,,2,,,,,,,,,,,,,,,,,,,2500,0
