"zone","state","lga","sector","ea","hhid","topic_cd","topic_desc","topic_other","sa5aq1","sa5aq2","sa5aq2b","tracked_obs"
1,7,715,2,294,70149,8,"Access to Credit",,2,,,0
1,7,715,2,294,70149,9,"Forestry",,2,,,0
1,7,715,2,294,70149,10,"General Animal Care",,2,,,0
1,7,715,2,294,70149,11,"Animal Diseases / Va",,2,,,0
1,7,715,2,294,70149,12,"Fishery Production",,2,,,0
1,7,715,2,294,70149,13,"Other (specify)",,2,,,0
1,7,715,2,294,70150,1,"New Seed Varieties",,2,,,0
1,7,715,2,294,70150,2,"Pest Control",,2,,,0
1,7,715,2,294,70150,3,"Fertilizer Use",,2,,,0
1,7,715,2,294,70150,4,"Irrigation",,2,,,0
1,7,715,2,294,70150,5,"Composting (Manure)",,2,,,0
1,7,715,2,294,70150,6,"Marketing/Crop Sales",,2,,,0
1,7,715,2,294,70150,7,"Growing/Selling Toba",,2,,,0
1,7,715,2,294,70150,8,"Access to Credit",,2,,,0
1,7,715,2,294,70150,9,"Forestry",,2,,,0
1,7,715,2,294,70150,10,"General Animal Care",,2,,,0
1,7,715,2,294,70150,11,"Animal Diseases / Va",,2,,,0
1,7,715,2,294,70150,12,"Fishery Production",,2,,,0
1,7,715,2,294,70150,13,"Other (specify)",,2,,,0
1,7,713,2,304,70152,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70152,2,"Pest Control",,2,,,0
1,7,713,2,304,70152,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70152,4,"Irrigation",,2,,,0
1,7,713,2,304,70152,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70152,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70152,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70152,8,"Access to Credit",,2,,,0
1,7,713,2,304,70152,9,"Forestry",,2,,,0
1,7,713,2,304,70152,10,"General Animal Care",,2,,,0
1,7,713,2,304,70152,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70152,12,"Fishery Production",,2,,,0
1,7,713,2,304,70152,13,"Other (specify)",,2,,,0
1,7,713,2,304,70153,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70153,2,"Pest Control",,2,,,0
1,7,713,2,304,70153,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70153,4,"Irrigation",,2,,,0
1,7,713,2,304,70153,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70153,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70153,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70153,8,"Access to Credit",,2,,,0
1,7,713,2,304,70153,9,"Forestry",,2,,,0
1,7,713,2,304,70153,10,"General Animal Care",,2,,,0
1,7,713,2,304,70153,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70153,12,"Fishery Production",,2,,,0
1,7,713,2,304,70153,13,"Other (specify)",,2,,,0
1,7,713,2,304,70154,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70154,2,"Pest Control",,2,,,0
1,7,713,2,304,70154,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70154,4,"Irrigation",,2,,,0
1,7,713,2,304,70154,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70154,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70154,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70154,8,"Access to Credit",,2,,,0
1,7,713,2,304,70154,9,"Forestry",,2,,,0
1,7,713,2,304,70154,10,"General Animal Care",,2,,,0
1,7,713,2,304,70154,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70154,12,"Fishery Production",,2,,,0
1,7,713,2,304,70154,13,"Other (specify)",,2,,,0
1,7,713,2,304,70155,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70155,2,"Pest Control",,2,,,0
1,7,713,2,304,70155,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70155,4,"Irrigation",,2,,,0
1,7,713,2,304,70155,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70155,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70155,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70155,8,"Access to Credit",,2,,,0
1,7,713,2,304,70155,9,"Forestry",,2,,,0
1,7,713,2,304,70155,10,"General Animal Care",,2,,,0
1,7,713,2,304,70155,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70155,12,"Fishery Production",,2,,,0
1,7,713,2,304,70155,13,"Other (specify)",,2,,,0
1,7,713,2,304,70156,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70156,2,"Pest Control",,2,,,0
1,7,713,2,304,70156,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70156,4,"Irrigation",,2,,,0
1,7,713,2,304,70156,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70156,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70156,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70156,8,"Access to Credit",,2,,,0
1,7,713,2,304,70156,9,"Forestry",,2,,,0
1,7,713,2,304,70156,10,"General Animal Care",,2,,,0
1,7,713,2,304,70156,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70156,12,"Fishery Production",,2,,,0
1,7,713,2,304,70156,13,"Other (specify)",,2,,,0
1,7,713,2,304,70157,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70157,2,"Pest Control",,2,,,0
1,7,713,2,304,70157,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70157,4,"Irrigation",,2,,,0
1,7,713,2,304,70157,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70157,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70157,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70157,8,"Access to Credit",,2,,,0
1,7,713,2,304,70157,9,"Forestry",,2,,,0
1,7,713,2,304,70157,10,"General Animal Care",,2,,,0
1,7,713,2,304,70157,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70157,12,"Fishery Production",,2,,,0
1,7,713,2,304,70157,13,"Other (specify)",,2,,,0
1,7,713,2,304,70158,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70158,2,"Pest Control",,2,,,0
1,7,713,2,304,70158,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70158,4,"Irrigation",,2,,,0
1,7,713,2,304,70158,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70158,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70158,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70158,8,"Access to Credit",,2,,,0
1,7,713,2,304,70158,9,"Forestry",,2,,,0
1,7,713,2,304,70158,10,"General Animal Care",,2,,,0
1,7,713,2,304,70158,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70158,12,"Fishery Production",,2,,,0
1,7,713,2,304,70158,13,"Other (specify)",,2,,,0
1,7,713,2,304,70159,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70159,2,"Pest Control",,2,,,0
1,7,713,2,304,70159,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70159,4,"Irrigation",,2,,,0
1,7,713,2,304,70159,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70159,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70159,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70159,8,"Access to Credit",,2,,,0
1,7,713,2,304,70159,9,"Forestry",,2,,,0
1,7,713,2,304,70159,10,"General Animal Care",,2,,,0
1,7,713,2,304,70159,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70159,12,"Fishery Production",,2,,,0
1,7,713,2,304,70159,13,"Other (specify)",,2,,,0
1,7,713,2,304,70160,1,"New Seed Varieties",,2,,,0
1,7,713,2,304,70160,2,"Pest Control",,2,,,0
1,7,713,2,304,70160,3,"Fertilizer Use",,2,,,0
1,7,713,2,304,70160,4,"Irrigation",,2,,,0
1,7,713,2,304,70160,5,"Composting (Manure)",,2,,,0
1,7,713,2,304,70160,6,"Marketing/Crop Sales",,2,,,0
1,7,713,2,304,70160,7,"Growing/Selling Toba",,2,,,0
1,7,713,2,304,70160,8,"Access to Credit",,2,,,0
1,7,713,2,304,70160,9,"Forestry",,2,,,0
1,7,713,2,304,70160,10,"General Animal Care",,2,,,0
1,7,713,2,304,70160,11,"Animal Diseases / Va",,2,,,0
1,7,713,2,304,70160,12,"Fishery Production",,2,,,0
1,7,713,2,304,70160,13,"Other (specify)",,2,,,0
2,8,821,1,5062,80021,1,"New Seed Varieties",,,,,0
2,8,821,1,5062,80021,2,"Pest Control",,,,,0
2,8,821,1,5062,80021,3,"Fertilizer Use",,,,,0
2,8,821,1,5062,80021,4,"Irrigation",,,,,0
2,8,821,1,5062,80021,5,"Composting (Manure)",,,,,0
2,8,821,1,5062,80021,6,"Marketing/Crop Sales",,,,,0
2,8,821,1,5062,80021,7,"Growing/Selling Toba",,,,,0
2,8,821,1,5062,80021,8,"Access to Credit",,,,,0
2,8,821,1,5062,80021,9,"Forestry",,,,,0
2,8,821,1,5062,80021,10,"General Animal Care",,,,,0
2,8,821,1,5062,80021,11,"Animal Diseases / Va",,,,,0
2,8,821,1,5062,80021,12,"Fishery Production",,,,,0
2,8,821,1,5062,80021,13,"Other (specify)",,,,,0
2,8,816,2,1270,80031,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80031,2,"Pest Control",,2,,,0
2,8,816,2,1270,80031,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80031,4,"Irrigation",,2,,,0
2,8,816,2,1270,80031,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80031,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80031,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80031,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80031,9,"Forestry",,2,,,0
2,8,816,2,1270,80031,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80031,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80031,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80031,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80032,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80032,2,"Pest Control",,2,,,0
2,8,816,2,1270,80032,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80032,4,"Irrigation",,2,,,0
2,8,816,2,1270,80032,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80032,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80032,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80032,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80032,9,"Forestry",,2,,,0
2,8,816,2,1270,80032,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80032,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80032,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80032,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80033,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80033,2,"Pest Control",,2,,,0
2,8,816,2,1270,80033,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80033,4,"Irrigation",,2,,,0
2,8,816,2,1270,80033,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80033,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80033,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80033,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80033,9,"Forestry",,2,,,0
2,8,816,2,1270,80033,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80033,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80033,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80033,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80034,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80034,2,"Pest Control",,2,,,0
2,8,816,2,1270,80034,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80034,4,"Irrigation",,2,,,0
2,8,816,2,1270,80034,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80034,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80034,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80034,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80034,9,"Forestry",,2,,,0
2,8,816,2,1270,80034,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80034,11,"Animal Diseases / Va",,1,2,,0
2,8,816,2,1270,80034,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80034,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80035,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80035,2,"Pest Control",,2,,,0
2,8,816,2,1270,80035,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80035,4,"Irrigation",,2,,,0
2,8,816,2,1270,80035,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80035,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80035,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80035,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80035,9,"Forestry",,2,,,0
2,8,816,2,1270,80035,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80035,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80035,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80035,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80036,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80036,2,"Pest Control",,2,,,0
2,8,816,2,1270,80036,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80036,4,"Irrigation",,2,,,0
2,8,816,2,1270,80036,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80036,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80036,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80036,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80036,9,"Forestry",,2,,,0
2,8,816,2,1270,80036,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80036,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80036,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80036,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80037,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80037,2,"Pest Control",,2,,,0
2,8,816,2,1270,80037,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80037,4,"Irrigation",,2,,,0
2,8,816,2,1270,80037,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80037,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80037,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80037,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80037,9,"Forestry",,2,,,0
2,8,816,2,1270,80037,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80037,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80037,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80037,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80038,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80038,2,"Pest Control",,2,,,0
2,8,816,2,1270,80038,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80038,4,"Irrigation",,2,,,0
2,8,816,2,1270,80038,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80038,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80038,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80038,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80038,9,"Forestry",,2,,,0
2,8,816,2,1270,80038,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80038,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80038,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80038,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80039,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80039,2,"Pest Control",,2,,,0
2,8,816,2,1270,80039,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80039,4,"Irrigation",,2,,,0
2,8,816,2,1270,80039,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80039,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80039,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80039,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80039,9,"Forestry",,2,,,0
2,8,816,2,1270,80039,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80039,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80039,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80039,13,"Other (specify)",,2,,,0
2,8,816,2,1270,80040,1,"New Seed Varieties",,2,,,0
2,8,816,2,1270,80040,2,"Pest Control",,2,,,0
2,8,816,2,1270,80040,3,"Fertilizer Use",,2,,,0
2,8,816,2,1270,80040,4,"Irrigation",,2,,,0
2,8,816,2,1270,80040,5,"Composting (Manure)",,2,,,0
2,8,816,2,1270,80040,6,"Marketing/Crop Sales",,2,,,0
2,8,816,2,1270,80040,7,"Growing/Selling Toba",,2,,,0
2,8,816,2,1270,80040,8,"Access to Credit",,2,,,0
2,8,816,2,1270,80040,9,"Forestry",,2,,,0
2,8,816,2,1270,80040,10,"General Animal Care",,2,,,0
2,8,816,2,1270,80040,11,"Animal Diseases / Va",,2,,,0
2,8,816,2,1270,80040,12,"Fishery Production",,2,,,0
2,8,816,2,1270,80040,13,"Other (specify)",,2,,,0
2,8,803,1,944,80041,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80041,2,"Pest Control",,2,,,0
2,8,803,1,944,80041,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80041,4,"Irrigation",,2,,,0
2,8,803,1,944,80041,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80041,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80041,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80041,8,"Access to Credit",,2,,,0
2,8,803,1,944,80041,9,"Forestry",,2,,,0
2,8,803,1,944,80041,10,"General Animal Care",,2,,,0
2,8,803,1,944,80041,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80041,12,"Fishery Production",,2,,,0
2,8,803,1,944,80041,13,"Other (specify)",,2,,,0
2,8,803,1,944,80042,1,"New Seed Varieties",,,,,0
2,8,803,1,944,80042,2,"Pest Control",,,,,0
2,8,803,1,944,80042,3,"Fertilizer Use",,,,,0
2,8,803,1,944,80042,4,"Irrigation",,,,,0
2,8,803,1,944,80042,5,"Composting (Manure)",,,,,0
2,8,803,1,944,80042,6,"Marketing/Crop Sales",,,,,0
2,8,803,1,944,80042,7,"Growing/Selling Toba",,,,,0
2,8,803,1,944,80042,8,"Access to Credit",,,,,0
2,8,803,1,944,80042,9,"Forestry",,,,,0
2,8,803,1,944,80042,10,"General Animal Care",,,,,0
2,8,803,1,944,80042,11,"Animal Diseases / Va",,,,,0
2,8,803,1,944,80042,12,"Fishery Production",,,,,0
2,8,803,1,944,80042,13,"Other (specify)",,,,,0
2,8,803,1,944,80043,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80043,2,"Pest Control",,2,,,0
2,8,803,1,944,80043,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80043,4,"Irrigation",,2,,,0
2,8,803,1,944,80043,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80043,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80043,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80043,8,"Access to Credit",,2,,,0
2,8,803,1,944,80043,9,"Forestry",,2,,,0
2,8,803,1,944,80043,10,"General Animal Care",,2,,,0
2,8,803,1,944,80043,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80043,12,"Fishery Production",,2,,,0
2,8,803,1,944,80043,13,"Other (specify)",,2,,,0
2,8,803,1,944,80044,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80044,2,"Pest Control",,2,,,0
2,8,803,1,944,80044,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80044,4,"Irrigation",,2,,,0
2,8,803,1,944,80044,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80044,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80044,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80044,8,"Access to Credit",,2,,,0
2,8,803,1,944,80044,9,"Forestry",,2,,,0
2,8,803,1,944,80044,10,"General Animal Care",,2,,,0
2,8,803,1,944,80044,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80044,12,"Fishery Production",,2,,,0
2,8,803,1,944,80044,13,"Other (specify)",,2,,,0
2,8,803,1,944,80045,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80045,2,"Pest Control",,2,,,0
2,8,803,1,944,80045,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80045,4,"Irrigation",,2,,,0
2,8,803,1,944,80045,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80045,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80045,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80045,8,"Access to Credit",,2,,,0
2,8,803,1,944,80045,9,"Forestry",,2,,,0
2,8,803,1,944,80045,10,"General Animal Care",,2,,,0
2,8,803,1,944,80045,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80045,12,"Fishery Production",,2,,,0
2,8,803,1,944,80045,13,"Other (specify)",,2,,,0
2,8,803,1,944,80046,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80046,2,"Pest Control",,2,,,0
2,8,803,1,944,80046,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80046,4,"Irrigation",,2,,,0
2,8,803,1,944,80046,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80046,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80046,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80046,8,"Access to Credit",,2,,,0
2,8,803,1,944,80046,9,"Forestry",,2,,,0
2,8,803,1,944,80046,10,"General Animal Care",,2,,,0
2,8,803,1,944,80046,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80046,12,"Fishery Production",,2,,,0
2,8,803,1,944,80046,13,"Other (specify)",,2,,,0
2,8,803,1,944,80047,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80047,2,"Pest Control",,2,,,0
2,8,803,1,944,80047,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80047,4,"Irrigation",,2,,,0
2,8,803,1,944,80047,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80047,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80047,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80047,8,"Access to Credit",,2,,,0
2,8,803,1,944,80047,9,"Forestry",,2,,,0
2,8,803,1,944,80047,10,"General Animal Care",,2,,,0
2,8,803,1,944,80047,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80047,12,"Fishery Production",,2,,,0
2,8,803,1,944,80047,13,"Other (specify)",,2,,,0
2,8,803,1,944,80049,1,"New Seed Varieties",,2,,,0
2,8,803,1,944,80049,2,"Pest Control",,2,,,0
2,8,803,1,944,80049,3,"Fertilizer Use",,2,,,0
2,8,803,1,944,80049,4,"Irrigation",,2,,,0
2,8,803,1,944,80049,5,"Composting (Manure)",,2,,,0
2,8,803,1,944,80049,6,"Marketing/Crop Sales",,2,,,0
2,8,803,1,944,80049,7,"Growing/Selling Toba",,2,,,0
2,8,803,1,944,80049,8,"Access to Credit",,2,,,0
2,8,803,1,944,80049,9,"Forestry",,2,,,0
2,8,803,1,944,80049,10,"General Animal Care",,2,,,0
2,8,803,1,944,80049,11,"Animal Diseases / Va",,2,,,0
2,8,803,1,944,80049,12,"Fishery Production",,2,,,0
2,8,803,1,944,80049,13,"Other (specify)",,2,,,0
2,8,803,1,944,80050,1,"New Seed Varieties",,,,,0
2,8,803,1,944,80050,2,"Pest Control",,,,,0
2,8,803,1,944,80050,3,"Fertilizer Use",,,,,0
2,8,803,1,944,80050,4,"Irrigation",,,,,0
2,8,803,1,944,80050,5,"Composting (Manure)",,,,,0
2,8,803,1,944,80050,6,"Marketing/Crop Sales",,,,,0
2,8,803,1,944,80050,7,"Growing/Selling Toba",,,,,0
2,8,803,1,944,80050,8,"Access to Credit",,,,,0
2,8,803,1,944,80050,9,"Forestry",,,,,0
2,8,803,1,944,80050,10,"General Animal Care",,,,,0
2,8,803,1,944,80050,11,"Animal Diseases / Va",,,,,0
2,8,803,1,944,80050,12,"Fishery Production",,,,,0
2,8,803,1,944,80050,13,"Other (specify)",,,,,0
2,8,811,1,1558,80051,1,"New Seed Varieties",,2,,,0
2,8,811,1,1558,80051,2,"Pest Control",,2,,,0
2,8,811,1,1558,80051,3,"Fertilizer Use",,2,,,0
2,8,811,1,1558,80051,4,"Irrigation",,2,,,0
2,8,811,1,1558,80051,5,"Composting (Manure)",,2,,,0
2,8,811,1,1558,80051,6,"Marketing/Crop Sales",,2,,,0
2,8,811,1,1558,80051,7,"Growing/Selling Toba",,2,,,0
2,8,811,1,1558,80051,8,"Access to Credit",,2,,,0
2,8,811,1,1558,80051,9,"Forestry",,2,,,0
2,8,811,1,1558,80051,10,"General Animal Care",,2,,,0
2,8,811,1,1558,80051,11,"Animal Diseases / Va",,2,,,0
2,8,811,1,1558,80051,12,"Fishery Production",,2,,,0
2,8,811,1,1558,80051,13,"Other (specify)",,2,,,0
2,8,811,1,1558,80053,1,"New Seed Varieties",,2,,,0
2,8,811,1,1558,80053,2,"Pest Control",,2,,,0
2,8,811,1,1558,80053,3,"Fertilizer Use",,2,,,0
2,8,811,1,1558,80053,4,"Irrigation",,2,,,0
2,8,811,1,1558,80053,5,"Composting (Manure)",,2,,,0
2,8,811,1,1558,80053,6,"Marketing/Crop Sales",,2,,,0
2,8,811,1,1558,80053,7,"Growing/Selling Toba",,2,,,0
2,8,811,1,1558,80053,8,"Access to Credit",,2,,,0
2,8,811,1,1558,80053,9,"Forestry",,2,,,0
2,8,811,1,1558,80053,10,"General Animal Care",,2,,,0
2,8,811,1,1558,80053,11,"Animal Diseases / Va",,2,,,0
2,8,811,1,1558,80053,12,"Fishery Production",,2,,,0
2,8,811,1,1558,80053,13,"Other (specify)",,2,,,0
2,8,811,1,1558,80054,1,"New Seed Varieties",,2,,,0
2,8,811,1,1558,80054,2,"Pest Control",,2,,,0
2,8,811,1,1558,80054,3,"Fertilizer Use",,2,,,0
2,8,811,1,1558,80054,4,"Irrigation",,2,,,0
2,8,811,1,1558,80054,5,"Composting (Manure)",,2,,,0
2,8,811,1,1558,80054,6,"Marketing/Crop Sales",,2,,,0
2,8,811,1,1558,80054,7,"Growing/Selling Toba",,2,,,0
2,8,811,1,1558,80054,8,"Access to Credit",,2,,,0
2,8,811,1,1558,80054,9,"Forestry",,2,,,0
2,8,811,1,1558,80054,10,"General Animal Care",,2,,,0
2,8,811,1,1558,80054,11,"Animal Diseases / Va",,2,,,0
2,8,811,1,1558,80054,12,"Fishery Production",,2,,,0
2,8,811,1,1558,80054,13,"Other (specify)",,2,,,0
2,8,811,1,1558,80055,1,"New Seed Varieties",,2,,,0
2,8,811,1,1558,80055,2,"Pest Control",,2,,,0
2,8,811,1,1558,80055,3,"Fertilizer Use",,2,,,0
2,8,811,1,1558,80055,4,"Irrigation",,2,,,0
2,8,811,1,1558,80055,5,"Composting (Manure)",,2,,,0
2,8,811,1,1558,80055,6,"Marketing/Crop Sales",,2,,,0
2,8,811,1,1558,80055,7,"Growing/Selling Toba",,2,,,0
