"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11eq3","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15a","s11eq15b","s11eq16","s11eq17","s11eq18a","s11eq18b","s11eq19","s11eq20","s11eq20b","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27a","s11eq27b","s11eq28","s11eq29","s11eq30a","s11eq30b","s11eq31","s11eq32","s11eq32b","s11eq33","s11eq34","s11eq35","s11eq36","s11eq37","tracked_obs"
5,3,305,2,4,30143,3,2,"YAM",1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30143,4,1,"CASSAVA",1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30144,1,1,"CASSAVA",1020,1,1,1020,12,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30144,2,1,"CASSAVA",1020,1,1,1020,15,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30144,3,1,"CASSAVA",1020,1,1,1020,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30145,1,1,"CASSAVA",1020,1,1,1020,120,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30145,1,2,"YAM",1120,1,1,1120,37.5,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30145,2,1,"CASSAVA",1020,1,1,1020,102,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30146,1,1,"CASSAVA",1020,1,1,1020,5,62,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30146,1,2,"MELON",1090,1,1,1090,200,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30146,1,3,"MAIZE",1080,1,1,1080,200,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30148,1,1,"CASSAVA",1020,1,1,1020,24,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30148,1,2,"MAIZE",1080,1,2,,,,,,1,1080,200,2,"N2",,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30148,1,3,"YAM",1120,1,1,1120,22.5,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30149,1,1,"CASSAVA",1020,1,1,1020,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,305,2,4,30149,2,1,"CASSAVA",1020,1,1,1020,28.7999992370605,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40033,1,1,"CASSAVA",1020,1,1,1020,1,1,4,,2,,,,,,,,,1,2,,"N2",1020,1,1,500,6,,1200,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40033,1,2,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,2,,"N2",1080,2,13,350,6,,200,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40033,1,3,"PUMPKIN SEED",2193,1,2,,,,,,2,,,,,,,,,1,2,,"N2",2193,1,13,350,6,,100,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40033,1,4,"OKRO",2120,1,2,,,,,,2,,,,,,,,,1,2,,"N2",2120,1,13,300,6,,120,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,1,1,"CASSAVA",1020,1,1,1020,4,61,4,,2,,,,,,,,,1,1,,"N2",1020,2,61,300,5,,2200,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,1,2,"MAIZE",1080,1,1,1080,2,13,4,,2,,,,,,,,,1,1,,"N2",1080,1,13,300,5,,100,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,1,3,"OKRO",2120,1,1,2120,1,13,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,1,4,"PUMPKIN SEED",2193,1,1,2193,1,1,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,1,5,"CASSAVA",1020,1,1,1020,2,61,4,,2,,,,,,,,,1,1,,"N2",1020,1,61,350,5,,1000,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,2,1,"MAIZE",1080,1,1,2080,1,13,4,,2,,,,,,,,,1,1,,"N2",1080,1,13,300,5,,30,1,,,,2,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,2,2,"PUMPKIN SEED",2193,1,1,2193,1,1,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,2,3,"PLATAIN",2170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,2,4,"ORANGE",3170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40034,2,5,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40037,1,1,"YAM",1120,1,1,1120,40,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40037,1,2,"CASSAVA",1020,1,1,1020,4,61,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40037,1,3,"GREEN VEGETABLE",2194,1,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,414,1,2176,40037,2,1,"CASSAVA",1020,1,1,1020,9,61,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40042,1,1,"CASSAVA",1020,1,1,1020,10,61,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40042,1,2,"YAM",1120,1,1,1120,200,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40043,1,1,"CASSAVA",1020,1,1,1020,5,61,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40043,2,2,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1040,6,31,,8,"OWN VEHICLE",8000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,2,0,40044,1,1,"YAM",1120,1,1,1120,5000,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,4,415,2,0,40044,1,2,"CASSAVA",1020,1,1,1020,500,61,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,4,415,2,0,40044,1,3,"COCOYAM",1040,1,1,1040,100,25,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
4,4,415,1,2108,40045,1,1,"YAM",1120,1,1,1120,1,26,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40045,1,2,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,1,2,"N2",1020,2,62,,1,,2000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40045,2,1,"YAM",1120,1,2,,,,,,2,,,,,,,,,1,1,2,"N2",1120,1,26,,1,,1000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40045,2,2,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,1,2,"N2",1020,1,62,,1,,1000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40047,1,1,"YAM",1120,1,1,1120,200,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40047,1,2,"CASSAVA",1020,1,2,,,,,,1,1020,10,1,"N3",,100,5,,1,1,,"N4",1020,50,1,1500,5,,6000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40047,1,3,"MAIZE",1080,1,1,1080,3,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40047,2,1,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,1,,"N5",1020,20,1,500,5,,2000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40049,1,1,"YAM",1120,1,1,1120,190,51,4,,2,,,,,,,,,1,1,,"N2",1120,100,51,200,5,,10000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40049,1,2,"CASSAVA",1020,1,1,1020,13,61,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40049,2,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,1,13,160,5,,50,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40049,2,2,"CASSAVA",1020,1,1,1020,3,61,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40050,1,1,"YAM",1120,1,1,1120,50,51,4,,2,,,,,,,,,1,1,,"N2",1120,230,51,220,5,,23000,1,,,,2,,,,,,,,,,,,,,,0
4,4,415,1,2108,40050,1,2,"CASSAVA",1020,1,1,1020,6,52,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,415,1,2108,40050,1,3,"MAIZE",1080,1,1,1080,2,13,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40051,1,1,"MELON",1090,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1090,70,2,120,5,,100,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40051,1,2,"OKRO",2120,1,2,,,,,,2,,,,,,,,,1,1,,"N2",2120,70,2,100,5,,100,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40051,1,3,"GREEN VEGETABLE",2194,1,2,,,,,,2,,,,,,,,,1,1,,"N2",9999,140,2,80,5,,100,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40053,3,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1082,500,2,100,5,,500,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40053,3,2,"CASSAVA",1020,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1020,20,1,150,2,,1400,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,3,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,2,"N5",1082,500,2,100,5,,500,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,3,2,"CASSAVA",1020,1,1,1020,50,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,3,3,"YAM",1120,1,2,,,,,,2,,,,,,,,,1,1,2,"N3",1120,100,1,200,5,,10000,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,3,4,"PUMPKIN",2190,1,2,,,,,,2,,,,,,,,,1,1,2,"N5",2190,1,1,100,5,,500,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,4,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,2,"N5",1082,500,2,100,5,,500,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,4,2,"CASSAVA",1020,1,1,1020,40,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,4,3,"PUMPKIN",2190,1,2,,,,,,2,,,,,,,,,1,1,2,"N5",2190,1,1,100,5,,500,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40054,4,4,"COWPEA",1010,1,2,,,,,,2,,,,,,,,,1,1,2,"N5",1010,200,2,100,5,,200,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40055,1,1,"YAM",1120,1,1,1080,800,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40055,1,2,"MAIZE",1080,1,1,1080,600,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40055,1,3,"CASSAVA",1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40055,2,1,"YAM",1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40055,2,2,"MAIZE",1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40055,2,3,"CASSAVA",1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40056,1,1,"MAIZE",1080,1,1,1080,500,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40056,1,2,"COCOYAM",1040,1,1,1040,2,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,1,1,"YAM",1120,1,1,1120,100,1,5,"PREVIOUS YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,1,2,"CASSAVA",1020,1,1,1020,300,1,5,"PREVIOUS YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,1,3,"MAIZE",1080,1,1,1080,10,1,5,"PREVIOUS YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,1,4,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1040,200,1,1000,6,,16000,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,1,5,"PUMPKIN SEED",2193,1,2,,,,,,2,,,,,,,,,1,1,,"N2",2193,20,1,200,6,,1000,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,2,1,"YAM",1120,1,2,,,,,,2,,,,,,,,,1,1,,"N3",1120,70,1,1000,6,,9000,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,2,2,"CASSAVA",1020,1,1,1020,300,1,5,"PREVIOUS YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,2,3,"MAIZE",1080,1,1,1080,10,1,5,"PREVIOUS YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,2,4,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1040,200,1,500,6,,16000,1,,,,2,,,,,,,,,,,,,,,0
4,4,413,2,1540,40060,2,5,"PUMPKIN SEED",2193,1,2,,,,,,2,,,,,,,,,1,1,,"N2",2193,20,1,200,6,,900,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,1,1,"CASSAVA",1020,1,1,1020,10,62,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,1,2,"YAM",1120,1,1,1120,100,52,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,1,3,"MAIZE",1080,1,1,1080,1,21,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,1,4,"PUMPKIN SEED",2193,1,1,2193,1,42,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,2,1,"CASSAVA",1020,1,1,1020,15,62,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,2,2,"MAIZE",1080,1,1,1080,1,21,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,2,3,"PUMPKIN SEED",2193,1,1,2193,2,42,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,3,1,"CASSAVA",1020,1,1,1020,13,62,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,3,2,"MAIZE",1080,1,1,1080,1,21,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40062,3,3,"GREEN VEGETABLE",2194,1,1,2194,3,13,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,1,1,"YAM",1120,1,1,1120,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,1,2,"MAIZE",1080,1,1,1080,180,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,1,3,"CASSAVA",1020,1,1,1020,27,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,2,1,"OKRO",2120,1,1,2120,80,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,2,2,"VEGETABLES",2194,1,1,2194,120,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40063,2,3,"CASSAVA",1020,1,1,1020,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40064,1,1,"YAM",1120,1,1,1120,28,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40064,1,2,"MAIZE",1080,1,1,1080,1.39999997615814,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40064,1,3,"CASSAVA",1020,1,1,1020,35,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,1,1,"MAIZE",1080,1,2,,,,,,1,1080,150,2,"N2",,100,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,1,2,"YAM",1120,1,2,,,,,,1,1120,200,1,"N2",,100,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,1,3,"CASSAVA",1020,1,2,,,,,,1,1020,200,1,"N3",,50,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,1,4,"VEGETABLE",2194,1,2,,,,,,1,2194,900,2,"N3",,50,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,2,1,"MAIZE",1080,1,2,,,,,,1,1080,150,2,"N2",,100,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,2,2,"YAM",1120,1,2,,,,,,1,1120,200,1,"N2",,100,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40065,2,3,"CASSAVA",1020,1,2,,,,,,1,1020,900,2,"N3",,50,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40066,1,1,"YAM",1120,1,2,,,,,,2,,,,,,,,,1,1,2,"N1",1120,4.80000019073486,1,150,5,,4200,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40066,1,2,"MAIZE",1080,1,1,1080,650,2,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40066,1,3,"CASSAVA",1020,1,1,1020,2.5,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,1,1,"CASSAVA",1020,1,1,1020,4,62,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,1,2,"MAIZE",1080,1,1,1080,6,13,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,1,3,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1040,2,32,80,3,,6000,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,1,4,"OKRO",2120,1,1,2120,4,13,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,1,5,"PUMPKIN SEED",2193,1,2,,,,,,2,,,,,,,,,1,1,,"N2",2193,1,42,80,3,,700,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,2,1,"CASSAVA",1020,1,1,1020,3,62,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,2,2,"MAIZE",1080,1,1,1080,5,13,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,2,3,"COCOYAM",1040,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1040,2,32,80,3,,5800,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,2,4,"OKRO",2120,1,1,2120,3,13,5,"PREVIOUS YEAR YIELD",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40067,2,5,"PUMPKIN SEED",2193,1,2,,,,,,2,,,,,,,,,1,1,,"N2",2193,1,42,80,3,,680,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,1,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1082,250,2,30,6,,200,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,1,2,"YAM",1120,1,1,1120,20,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,1,3,"CASSAVA",1020,1,1,1020,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,2,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1082,250,2,30,6,,200,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,2,2,"YAM",1120,1,1,1120,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,2,3,"CASSAVA",1020,1,1,1020,35,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,3,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1082,250,2,30,6,,200,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,3,2,"YAM",1120,1,1,1120,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,3,3,"CASSAVA",1020,1,1,1020,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,4,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1082,250,2,30,6,,200,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,4,2,"YAM",1120,1,1,1120,20,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,4,3,"CASSAVA",1020,1,1,1020,25,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40069,4,4,"TOMATOES",2260,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1082,100,2,30,6,,100,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,1,1,"YAM",1120,1,1,1120,20,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,1,2,"CASSAVA",1020,1,1,1020,20,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,1,3,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,2,"N1",1082,300,2,,1,,300,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,2,1,"YAM",1120,1,1,1120,30,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,2,2,"CASSAVA",1020,1,1,1020,15,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,2,3,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,2,"N1",1082,300,2,,1,,300,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,3,1,"YAM",1120,1,1,1120,35,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,3,2,"CASSAVA",1020,1,1,1020,20,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,722,40070,3,3,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,2,"N1",1082,400,2,,1,,400,1,,,,2,,,,,,,,,,,,,,,0
4,4,405,2,484,40071,1,1,"YAM",1120,1,1,1120,65,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,484,40071,1,2,"MAIZE",1080,1,1,1080,3,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,484,40071,1,3,"CASSAVA",1020,1,1,1020,15,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,4,405,2,484,40072,1,1,"MAIZE",1080,1,2,,,,,,2,,,,,,,,,1,1,2,"N1",1080,20,13,100,5,,900,1,,,,2,,,,,,,,,,,,,,,0
