"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11hq1","s11hq2a","s11hq2b","s11hq3","s11hq4","s11hq5a","s11hq5b","s11hq6","s11hq7a","s11hq7b","s11hq8","s11hq9","s11hq9b","s11hq10","s11hq11","s11hq12a","s11hq12b","s11hq13","s11hq14a","s11hq14b","s11hq15","s11hq16","s11hq16b","s11hq17a","s11hq17b","s11hq18a","s11hq18b","s11hq19a","s11hq19b","s11hq20a","s11hq20b","s11hq20c","s11hq21","s11hq21b","s11hq22","s11hq23","s11hq23b","s11hq24a","s11hq24b","s11hq25a","s11hq25b","s11hq25c","s11hq26a","s11hq26b","s11hq26c","tracked_obs"
5,3,313,2,70,30094,3,2,"MAIZE",1080,1,20,1,500,"N1",20,1,500,2,3,,1,,2,,,,,,,,,,0,,0,,0,,,,5,3,,2,,,,,,,,,,,0
5,3,313,2,70,30096,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30096,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30097,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30097,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30098,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30098,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,50,3,,2,,,,,,,,,,,0
5,3,313,2,70,30098,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30098,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,5,3,,2,,,,,,,,,,,0
5,3,313,2,70,30098,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30098,3,2,"BANANA",2030,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30098,4,1,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30099,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30099,1,2,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30099,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,1,,4,1,2,,,1,3,,0
5,3,313,2,70,30099,1,4,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30099,1,5,"PINEAPPLE",2160,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30099,1,6,"PLANTAIN",2170,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30099,1,7,"BANANA",2030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,313,2,70,30100,1,1,"OIL PALM TREE",3180,1,700,1,3500,"N1",700,1,35000,1,2,,1,,2,,,,,,,,,,0,,0,,0,,,,2,1,,2,,,,,,,,,,,0
5,3,313,2,70,30100,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30100,2,2,"MAIZE",1080,1,20,1,500,"N2",20,1,500,1,2,,1,,2,,,,,,,,,,0,,0,,0,,,,3,3,,2,,,,,,,,,,,0
5,3,313,2,70,30100,3,1,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30100,3,2,"COCOYAM",1040,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30100,3,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30100,3,4,"OKRP",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30100,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,313,2,70,30100,4,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30101,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30101,1,2,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30101,1,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30102,1,1,"COCOYAM",1040,1,10,1,5000,"N4",10,1,5000,,,,1,,2,,,,,,,,,,2,1,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30102,1,2,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30102,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,2.2,1,0,,0,,0,,,,,1,1,,2,1,2,,,1,3,,0
5,3,301,1,1198,30102,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,1,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,1,2,"WATER YAM",1123,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,1,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,25,1,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,1,4,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,1,1,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,3,2,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30105,3,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,2,1,0,,,,,1,1,,2,1,2,,,1,3,,0
5,3,301,1,1198,30105,4,1,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30108,1,1,"OIL PALM TREE",3180,1,100,3,25000,"N2",100,3,25000,1,2,,3,,2,,,,,,,,,,0,,0,,0,,0,,1,3,,2,,,,,,,,,,,0
5,3,301,1,1198,30108,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30108,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,10,3,,1,3,,5,1,2,,,1,3,,0
5,3,301,1,1198,30108,3,1,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30108,3,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30108,3,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,10,3,,1,3,,10,1,2,,,1,3,,0
5,3,301,1,1198,30109,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30109,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30109,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30109,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,301,1,1198,30110,1,1,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30111,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30111,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30111,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30111,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30113,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30113,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30113,2,2,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30113,2,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,1,,10,1,2,,,1,3,,0
5,3,326,2,74,30113,2,4,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30113,2,5,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30114,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30114,1,2,"COCO YAM",1040,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30114,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30114,2,2,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30114,2,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,2,1,0,,,,,1,1,,4,1,2,,,1,3,,0
5,3,326,2,74,30114,2,4,"PUMPKIN",2193,1,7,1,1750,"N6",7,1,1750,1,,,1,,2,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30115,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30115,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,0,,,,4,3,,1,3,,20,1,2,,,1,3,,0
5,3,326,2,74,30115,1,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30115,2,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30115,2,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30115,2,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,1,3,,1,3,,5,1,2,,,1,3,,0
5,3,326,2,74,30116,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,0
5,3,326,2,74,30116,1,2,"MAIZE",1080,1,20,1,3000,"N1",20,1,3000,1,2,,,,2,,,,,,,,6,,0,,0,,0,,,,3,3,,1,3,,10,1,2,4,,1,3,,0
5,3,326,2,74,30116,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30116,2,2,"MAIZE",1080,1,20,1,3000,"N1",20,1,3000,1,2,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,10,1,2,4,,1,3,,0
5,3,326,2,74,30116,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30116,3,2,"MAIZE",1080,1,20,1,3000,"N1",20,1,3000,1,2,,,,2,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,10,1,2,4,,1,3,,0
5,3,326,2,74,30116,4,1,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30116,4,2,"MAIZE",1080,1,20,1,3000,"N1",20,1,3000,1,2,,,,2,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,10,1,2,4,,1,3,,0
5,3,326,2,74,30116,4,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30116,4,4,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30116,5,1,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30117,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30117,1,2,"MAIZE",1080,1,30,1,5000,"N3",30,1,5000,2,4,,6,,2,,,,,,,,,,0,,0,,0,,,,2,3,,1,3,,5,1,2,,,1,3,,0
5,3,326,2,74,30117,2,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30117,2,2,"MAIZE",1080,1,25,1,4500,"N3",25,1,4500,2,4,,6,,2,,,,,,,,,,10,1,0,,0,,,,2,3,,1,3,,3,1,2,,,1,3,,0
5,3,326,2,74,30117,2,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30117,2,4,"PUMPKIN",2193,1,30,1,5000,"N3",30,1,5000,2,4,,6,,2,,,,,,,,,,0,,0,,0,,,,2,3,,1,3,,,,,,,,,,0
5,3,326,2,74,30117,3,1,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30117,3,2,"MAIZE",1080,1,26,1,4500,"N3",26,1,4500,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,326,2,74,30117,3,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,326,2,74,30117,3,4,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,326,2,74,30118,1,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30118,1,2,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30118,1,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30118,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30118,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30119,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30119,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30119,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,5,1,0,,,,,1,1,,15,1,2,,,1,3,,0
5,3,326,2,74,30119,2,3,"PUMPKIN",2193,1,10,1,2500,"N2",10,1,2500,2,1,,7,"FARM GATE SALES",2,,,,,,,,,,1,1,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30119,2,4,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30119,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30120,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30120,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30120,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,1,,3,1,2,,,1,3,,0
5,3,326,2,74,30120,2,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30120,2,4,"COCOYAM",1040,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30120,3,1,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,326,2,74,30120,3,2,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30121,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30121,1,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,25,1,0,,,,,1,1,,20,1,1,,,1,3,,0
5,3,305,2,1542,30121,1,3,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30121,1,4,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,0
5,3,305,2,1542,30121,1,5,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1.5,1,0,,,,,1,1,,5,1,2,,,1,3,,0
5,3,305,2,1542,30123,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30123,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30123,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,1,0,,,,,1,1,,5,1,2,,,1,3,,0
5,3,305,2,1542,30123,2,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30123,2,4,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,200,2,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30123,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30123,3,2,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,40,1,0,,,,,1,1,,22,1,1,,,1,3,,0
5,3,305,2,1542,30123,3,3,"THREE LEAVE YAM",1124,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30123,3,4,"WATER YAM",1123,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,6,1,0,,,,,1,2,,25,1,1,,,1,3,,0
5,3,305,2,1542,30123,3,5,"COCO YAM",1040,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,1,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,50,7,"DROUGHT",2,,,,,,,,,,,0
5,3,305,2,1542,30127,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,2,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,50,7,"DROUGHT",2,,,,,,,,,,,0
5,3,305,2,1542,30127,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,3,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,50,7,"DROUGHT",2,,,,,,,,,,,0
5,3,305,2,1542,30127,4,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,4,2,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,30,7,"DROUGHT",2,,,,,,,,,,,0
5,3,305,2,1542,30127,4,3,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,4,4,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,305,2,1542,30127,5,1,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,10,1,,2,,,,,,,,,,,0
5,3,305,2,1542,30128,1,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,2,,80,1,4,,,1,3,,0
5,3,305,2,1542,30128,1,2,"PUMPKIN",2190,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,2,,13,1,4,,,1,3,,0
5,3,305,2,1542,30128,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,10,1,2,,,1,3,,0
5,3,305,2,1542,30128,1,4,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,500,2,2,,,1,3,,0
5,3,305,2,1542,30130,1,1,"YAM",1120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,2,,70,1,4,,,1,3,,0
5,3,305,2,1542,30130,1,2,"PUMPKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,2,,20,1,4,,,1,3,,0
5,3,305,2,1542,30130,1,3,"OKRO",2120,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,800,2,2,,,1,3,,0
5,3,305,2,1542,30130,1,4,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,1,3,,20,1,2,,,1,3,,0
5,3,312,2,20,30131,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30131,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30131,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30131,4,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30131,4,2,"MAIZE",1080,1,50,1,600,"N2",50,1,600,1,,,1,,2,,,,,,,,,,0,,0,,0,,,1,,5,,1,5,"SMOOKING",25,1,2,,,3,1,,0
5,3,312,2,20,30134,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30134,1,2,"MELON",1090,1,20,1,5700,"N1",20,1,5700,1,2,200,4,,2,,,,,,,,,,0,,0,,1,1,0,,,,,1,2,,12,1,1,,,1,3,,0
5,3,312,2,20,30134,1,3,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,1,1,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30134,2,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
5,3,312,2,20,30137,1,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,2,,,,,,,,,,,0
