"zone","state","lga","sector","ea","line_no","sc3cq14","activity_code","sc3cq15","sc3cq16","sc3cq17","sc3cq18","sc3cq19","sc3cq20","sc3cq21","sc3cq22","sc3cq23"
3,19,1910,2,808,3,"TRASSING",1401,1,500,2,,,,2,1500,750
3,19,1914,2,934,1,,9999,1,100,2,,2,,2,2,
3,19,1916,2,1516,1,,9999,1,300,2,,1,15,2,,
3,19,1919,2,366,1,"ANIMAL PLOUG",1102,1,1200,2,,2,,1,1200,
3,19,1919,2,366,2,"HARVESTING",1300,1,500,2,,2,,1,500,
3,19,1925,1,2858,4,"HARVESTION",1300,1,500,2,,,,2,,
3,19,1925,1,2858,5,"TRANSPORTATION",4001,1,100,2,,,,2,,
3,19,1925,1,2858,6,"TRASSING",1401,1,500,2,,,,2,,
3,19,1925,2,3394,1,,9999,1,500,2,,2,,2,,
3,19,1928,2,526,1,"HAVESTING",1300,1,400,2,,1,200,2,800,400
3,19,1928,2,526,2,"TRESSING",1401,1,400,2,,1,200,2,800,400
3,19,1932,2,562,1,,9999,,,,,1,250,2,1000,0
3,19,1934,2,386,1,"HAVESTING",1300,1,500,2,,1,250,2,1000,5000
3,19,1934,2,386,2,"TRASSING",1401,1,500,2,,1,250,2,1000,500
3,19,1937,2,432,2,,9999,1,200,2,,1,150,2,,1000
3,19,1941,2,518,6,"HARVESTING",1300,1,1500,2,,1,700,1,1500,70
3,19,1943,2,668,1,,9999,1,500,2,,2,,2,,
3,20,2001,2,1354,4,,9999,1,,2,,2,,2,0,
3,20,2001,2,1354,5,"BUIDING CONSTRUCTION",2001,1,600,2,,2,,2,,
3,20,2001,2,1354,6,"CARRYING LOADS",4001,1,350,2,,2,,2,,
3,20,2001,2,1354,7,"FETCHING OF WATER",4005,1,300,2,,2,,2,,
3,20,2001,2,1354,8,"HENING OF FIRE WOOD",4007,1,500,2,,2,,2,,
3,20,2003,2,784,1,"BUILDING WORK",2001,1,500,2,,1,250,2,,
3,20,2003,2,784,2,"HARVESTING OF FARM PRODUC",1300,1,400,1,400,1,200,2,,
3,20,2003,2,784,3,"TRANSPORTATION FARM PROD",1601,1,500,2,,2,,2,,
3,20,2005,2,970,1,"BUILDING WORK",2001,1,500,2,,1,250,2,,
3,20,2005,2,970,2,"HARVEST FARM PROD BUILD W",1300,1,400,1,400,1,250,2,,
3,20,2008,2,1474,2,"BUILDING CONSTRUCTION",2001,1,800,2,,1,300,1,3000,120
3,20,2009,2,240,1,"APPLYING FERTILIZER",1203,1,500,1,400,1,300,1,400,100
3,20,2009,2,240,2,"CLEARING OF FIELDS",1101,1,500,1,400,1,300,1,300,100
3,20,2009,2,240,3,"PLUMBING",2005,1,500,1,400,1,300,1,400,100
3,20,2009,2,240,4,"WEEDING",1201,1,500,1,400,1,300,1,400,100
3,20,2012,1,844,1,"HARVESTING",1300,1,500,1,500,2,,1,1000,600
3,20,2013,2,1232,2,"APPLYING FERTILIZER",1203,1,500,2,,2,,1,600,600
3,20,2013,2,1232,3,"PLUMBING",2005,1,500,2,,2,,1,600,600
3,20,2013,2,1232,4,"PREPARING FIELDS",1102,1,500,2,,2,,1,600,600
3,20,2013,2,1232,5,"WEEDING",1201,1,500,2,,2,,1,600,1500
3,20,2015,2,1746,1,"HARVESTING FARM PRODUCE",1400,1,400,1,400,1,200,2,,
3,20,2015,2,1746,2,"TRANSPORTION OF FARM PROD",1601,1,500,2,,2,,2,,
3,20,2019,2,344,2,,9999,,,,,,,,,800
3,20,2019,2,344,3,"BUILDING CONSTRUCTION",2001,1,1000,2,,2,,2,2000,100
3,20,2019,2,344,4,"DIGING OF TOILET",3004,1,700,2,,2,,2,,
3,20,2019,2,344,5,"HEWING OF WOOD",4007,1,1200,2,,2,,2,,
3,20,2021,1,3300,1,"BUILDING LABOURER",2001,1,700,2,,2,,2,,
3,20,2021,1,3300,2,"TRANSPORTATION",4001,1,1000,2,,2,,2,,
3,20,2022,2,1130,1,"BLOCK MARKETING",4008,1,300,2,,1,100,2,,
3,20,2022,2,1130,2,"BUILDING",2001,1,400,2,,1,150,2,,
3,20,2022,2,1130,3,"HARVESTING",1300,1,400,1,400,1,200,2,,
3,20,2025,2,760,2,,9999,1,,2,,2,,2,,
3,20,2025,2,760,3,,9999,1,,2,,2,,2,,
3,20,2025,2,760,4,"BUILDING CONSTRUCTION",2001,1,1500,2,,2,,1,3000,400
3,20,2025,2,760,5,"CART FOR LOADS",4001,1,1500,2,,2,,1,3000,400
3,20,2025,2,760,6,"CART FOR LOADS",4001,1,1500,2,,2,,1,3000,400
3,20,2025,2,760,7,"HEWING WOODS",4007,1,1000,2,,2,,1,3000,400
3,20,2025,2,760,8,"SEWING",4006,1,1500,2,,2,,1,3000,400
3,20,2025,2,1304,6,"BUILDING  CONCTRUCTION",2001,1,2000,2,,2,,1,,
3,20,2025,2,1304,7,"CARRYING OF LOADS",4001,1,1000,2,,2,,1,,
3,20,2025,2,1304,8,"HEAPS/BONS IN FARM",1405,1,1000,2,,2,,1,8000,400
3,20,2028,2,498,1,"APPLYING FERTILIZER",1203,1,400,2,,2,,1,5000,400
3,20,2028,2,498,2,"CLEARING/PREPARING FIELD",1102,1,300,2,,2,,1,10000,600
3,20,2028,2,498,3,"PLUMBING",2005,1,400,2,,2,,1,5000,400
3,20,2028,2,498,4,"PREPARING FIELD",1102,1,400,2,,2,,1,10000,600
3,20,2030,2,1050,1,"BUILDING CONSTRUCTION W",2001,1,600,2,,1,200,2,,
3,20,2030,2,1050,2,"HARVESTING",1300,1,500,1,500,1,200,2,,
3,20,2032,1,1390,1,"BUILDING & CONSTRUC WORK",2001,1,500,2,,1,250,2,,
3,20,2032,1,1390,2,"HARVESTING OF FARM PRODUC",1300,1,800,1,800,1,400,2,,
3,20,2032,1,1390,3,"TRANSPORTATION",4001,1,1000,2,,2,,2,,
3,20,2032,2,1772,1,"BUILDING ACTIVITY",2001,1,500,2,,1,300,2,,
3,20,2032,2,1772,2,"HARVESTING FARM PRODUCE",1400,1,400,1,400,1,200,2,,
3,21,2102,2,1124,1,"HARVESTING",1300,1,400,2,,1,150,1,1500,
3,21,2106,2,236,1,,9999,,,,,,,,,2
3,21,2106,2,236,2,,9999,2,,2,,2,,2,,2
3,21,2106,2,236,4,,9999,,,,,,,,,2
3,21,2106,2,236,5,,9999,,,,,,,,,2
3,21,2106,2,236,6,,9999,,,,,,,,,2
3,21,2106,2,236,7,,9999,2,,2,,2,,2,,2
3,21,2106,2,236,8,"HARVESTING",1300,1,500,2,,2,,1,2000,2
3,21,2106,2,2822,1,"ACTIVITIES",,1,4000,2,,2,,1,3000,
3,21,2106,2,2822,2,"ACTIVITIES",,1,500,2,,2,,1,2500,
3,21,2106,2,2822,3,"PROCESSING",1400,1,700,1,700,2,,1,3000,
3,21,2108,1,520,1,"HARVESTING",1300,1,500,2,,1,300,1,1500,
3,21,2109,2,38,1,"HAVESTING",1300,1,400,2,,2,,1,3000,
3,21,2111,2,180,1,"HARVESTING",1300,1,800,2,,1,600,1,6000,
3,21,2117,2,554,4,"HARVESTIG",1300,1,400,2,,1,300,1,2000,
3,21,2117,2,554,5,"PROCESSING",1400,1,500,2,,1,300,2,,
3,21,2119,2,2146,1,"HARVESTING",1300,1,,2,,2,,1,5000,
3,21,2119,2,3956,1,"HARVESTING",1300,1,,2,,1,1,1,15000,
3,21,2119,2,3956,2,"PROCESSING",1400,1,1,1,1,1,1,2,,
3,33,3318,2,30,1,"HAEVESTING",1300,1,500,2,,2,,2,,
3,33,3318,2,30,2,"HARVESTING",1300,1,500,2,,2,,2,,
3,33,3318,2,30,3,"HARVESTING",1300,1,500,2,,2,,2,,
3,33,3321,1,1182,1,"HARVESTING",1300,1,500,2,,2,,2,,
3,33,3321,1,1182,2,"THERESHING",1401,2,,1,400,2,,2,,
3,36,3601,2,1214,1,"HARVESTING OF BEANS",1302,1,350,2,,2,,2,,
3,36,3601,2,1214,2,"HARVESTING OF G/CORN",1310,1,300,2,,2,,2,,
3,36,3601,2,1214,3,"HARVESTING OF MILLET",1314,1,300,2,,2,,2,,
3,36,3603,2,978,1,"HAVESTING OF G/CORN",1310,1,300,2,,2,,2,,
3,36,3603,2,978,2,"HAVESTING OF MAIZE",1312,1,300,2,,2,,2,,
3,36,3603,2,978,3,"HAVESTING OF MILLET",1314,1,300,2,,2,,2,,
3,36,3605,2,240,1,"HARVESTING OF BEANS",1302,1,500,2,,2,,2,,
3,36,3605,2,240,2,"HARVESTING OF G/CORN",1310,1,250,2,,2,,2,,
3,36,3605,2,240,3,"HARVESTING OF MILLET",1314,1,300,2,,2,,2,,
3,36,3605,2,240,4,"TRANSPORTATION",4001,1,400,2,,2,,2,,
3,36,3606,2,1956,1,,9999,1,400,2,,2,,2,,
3,36,3606,2,1956,2,,9999,1,400,2,,2,,2,,
3,36,3606,2,1956,3,,9999,1,400,2,,2,,2,,
3,36,3607,1,2596,1,,9999,1,,,,,,,,
3,36,3607,1,2596,2,"HARVESTING",1300,1,400,2,,2,,2,,
3,36,3607,1,2596,3,"HARVESTING",1300,1,500,2,,2,,2,,
3,36,3607,1,2596,4,"HARVESTING",1300,1,400,2,,2,,2,,
3,36,3607,1,2596,5,"HARVESTING",1300,1,500,2,,2,,2,,
3,36,3607,1,2596,6,"OX-PLOUGH HARVESTING",1300,1,1000,2,,2,,2,,
3,36,3607,1,2596,7,"SPRAYING",1202,1,300,2,,2,,2,,
3,36,3608,2,2078,1,"HARVESTING OF BEANS",1302,1,400,2,,2,,2,,
3,36,3608,2,2078,2,"HARVESTING OF G/NUT",1309,1,400,2,,2,,2,,
3,36,3608,2,2078,3,"HARVESTING OF MILLET",1314,1,400,2,,2,,2,,
3,36,3610,2,1826,1,"HARVESTING OF BEANS",1302,1,600,2,,2,,2,,
3,36,3610,2,1826,2,"HARVESTING OF G/CORN",1310,1,500,2,,2,,2,,
3,36,3610,2,1826,3,"HARVESTING OF MAIZE",1312,1,600,2,,2,,2,,
3,36,3612,1,1474,1,"HARVESTING OF BEANS",1302,1,500,1,400,1,100,2,,
3,36,3612,1,1474,2,"HARVESTING OF G/CORN",1310,1,500,2,,2,,2,,
3,36,3612,1,1474,3,"HARVESTING OF MILLET",1314,1,400,2,,2,,2,,
3,36,3612,1,1474,4,"STORAGE",,1,700,1,400,1,100,1,500,200
3,36,3613,2,1066,1,"HARVESTING OF COTTON",1308,1,300,2,,2,,2,,
3,36,3613,2,1066,2,"HARVESTING OF G/NUT",1309,1,250,2,,2,,2,,
4,1,102,1,536,2,"PROCESSING OF FARM PRODUC",1400,1,2500,1,2000,2,,2,,
4,1,102,1,1690,1,"CARRYING OF FARM PRODUCE",1601,1,2000,2,,2,,2,,
4,1,102,1,1690,2,"PROCESSING OF FARM PRODUC",1400,2,,1,1000,2,,2,,
4,1,104,2,1364,1,"CARRYING FARM PRODUCE",1601,1,1000,1,700,2,,1,800,50
4,1,104,2,1364,2,"CATHING FIRE WOOD",4007,1,1000,1,700,2,,1,800,50
4,1,104,2,1364,3,"CUTTING PALM BUNCH",1316,1,1000,2,,2,,2,,
4,1,104,2,1364,4,"HARVESTING FARM PRODUCE",1400,1,1000,1,700,2,,1,1000,100
4,1,105,2,638,1,"HARVESTING OF PARM FRUIT",1316,2,,2,,2,,1,6000,70
4,1,106,2,880,1,"CARRYING FARM PRODUCE",1601,1,900,1,600,2,,1,2500,100
4,1,106,2,880,2,"CUTTING PALM FRUIT BUNCH",1316,1,3000,2,,2,,1,9000,100
4,1,106,2,880,3,"PROCESSING FARM PRODUCE",1400,1,1500,1,600,2,,1,4500,100
4,1,107,2,1044,1,"CARRYING OF FARM PRODUCE",1601,1,1200,1,800,2,,1,3500,60
4,1,107,2,1044,2,"HARVESTING FARM PRODUCE",1400,1,2000,1,1000,2,,1,10000,100
4,1,107,2,1044,3,"PROCESSING OF FARM PRODUC",1400,1,1500,1,1000,2,,1,2500,100
4,1,108,2,904,1,"HARVESTING OF PALM FRUIT",1316,1,2500,2,,2,,1,,100
4,1,110,2,76,1,"CARRYING FARM PRODUCE HME",1601,1,700,1,500,2,,2,,
4,1,110,2,76,2,"HARVESTING FARM PRODUCE",1400,1,700,1,500,2,,2,,
4,1,110,2,76,3,"PROCESSING FARM PRODUCE",1400,1,700,1,500,2,,2,,
4,1,111,1,1146,1,"CARRYING FARM PRODUCE",1601,1,2000,1,1500,2,,2,,
4,1,111,1,1146,2,"HARVESTING OF FARM PRODUC",1300,1,2000,1,1500,2,,2,,
4,1,111,1,1146,3,"PROCESSING OF FARM PRODUC",1400,1,2000,1,1500,2,,2,,
4,1,115,1,670,1,"CARRYING OF FARM PRODUCE",1601,1,1000,1,700,2,,1,2000,50
4,1,115,1,670,2,"DIGGING MOULD & RIGGES",1102,1,1000,2,,2,,1,6000,120
4,1,115,1,670,3,"HARVESTING & PROCESSING",1400,1,1000,1,700,2,,1,3000,150
4,1,115,1,670,4,"HARVESTING PALM FRUIT BNC",1316,1,2000,2,,2,,1,5000,150
4,1,117,2,560,1,"CARRYING FARM PRODUCE",1601,1,1300,1,1000,2,,2,,
4,1,117,2,560,2,"HARVESTING FARM PRODUCE",1400,1,1500,2,,2,,2,,
4,1,117,2,560,3,"PROCESSING OF FARM PRODUC",1400,1,1300,1,1000,2,,2,,
4,4,401,1,738,5,"FIRE-WOOD BREAKING (PERLG",4007,1,1200,2,,2,,2,,
4,4,401,1,738,6,"LABOURER",4099,1,1000,1,1000,2,,2,,
4,4,401,1,738,7,"MASON",2002,1,1200,1,1200,2,,2,,
4,4,401,1,738,8,"PALM FRUIT (PER HEAH)",1507,1,50,1,50,2,,2,,
4,4,401,1,1460,7,"CARPENTER",2003,1,2000,1,2000,2,,2,,
4,4,401,1,1460,8,"MASON",2002,1,2000,1,2000,2,,2,,
4,4,401,2,2106,7,"CARPENTER",2003,1,1500,1,1500,2,,2,,
4,4,401,2,2106,8,"MASON",2002,1,1500,1,1500,2,,2,,
4,4,402,2,1080,1,"PANTING OF HOUSE",2004,1,1200,2,,,,2,,
4,4,402,2,1080,2,"SCRUPTOR",,1,1200,2,,,,2,,
4,4,403,2,836,1,"BUILDING WORK",2001,1,1500,2,,1,2,,,
4,4,405,2,484,8,"MASON",2002,1,2000,1,2000,2,,2,,
4,4,405,2,722,8,"HOUSE BUILDING",2001,1,2000,1,2000,2,,2,,
4,4,407,2,796,6,"CARPENTER",2003,1,1500,1,1500,2,,2,,
4,4,407,2,796,7,"MASON",2002,1,1500,1,1500,2,,2,,
4,4,407,2,796,8,"TREACHING BY HAND RICE",1401,1,2000,1,2000,2,,2,,
4,4,410,1,3192,7,"CAR PENTER WORK",2003,1,2000,1,2000,2,,2,,10
4,4,410,1,3192,8,"MASON WORK",2002,1,2000,1,2000,2,,2,,
4,4,410,1,3414,6,"CARPENTRY WORK",2003,1,2000,1,2000,2,,2,,
4,4,410,1,3414,7,"FIREWOOD CUTING",4007,1,2000,2,,2,,2,,
4,4,410,1,3414,8,"MASON WORK",2002,1,2000,1,2000,2,,2,,
4,4,410,2,4036,1,"CAPENTRY WORK",2003,1,200,1,1800,2,,,,
4,4,410,2,4036,2,"MASON  WORK",2002,1,1800,1,1800,2,,,,
4,4,411,1,1486,1,"MASONARY  WORKER",2002,1,2500,1,2500,2,,,,
4,4,412,2,1606,1,"MASONARY WORK",2002,1,800,2,,,,2,,
4,4,412,2,2592,1,"MASONARY WORK",2002,1,1500,2,,,,2,,
4,4,413,2,1540,8,"HOUSE BUILDING",2001,1,2500,1,2500,2,,2,,
4,4,414,1,2176,1,"BUILDING  MASON",2002,1,1800,2,,,,2,,
4,4,414,1,2176,2,"CAVING",,1,1200,2,,,,2,,
4,4,414,1,2176,3,"PAINTING",2004,1,2000,2,,,,2,,
4,4,415,1,2108,1,"BUILDING (MASONARY WORK)",2002,1,1800,2,,,,2,,
4,4,415,1,2108,2,"PAINTING",2004,1,1800,2,,,,2,,
4,4,416,1,616,1,"BUILDING OF (HOMES) HOUSE",2001,1,2500,1,2500,2,,2,,
4,4,416,1,616,2,"MASON",2002,,,,,,,,,
4,4,417,1,678,1,"MASON WORK",2002,1,2000,2,,,,2,,
4,4,417,1,678,2,"MILLING OF RICE",1404,1,2500,2,,,,2,,
4,4,418,1,44,1,"MASON WORK",2002,1,2000,2,,,,2,,
4,4,418,1,44,2,"TIEING OF YAM THE BAN",,1,2000,2,,,,2,,
4,4,419,2,296,7,"BILDING (MASON)",2002,1,2000,1,2000,2,,2,,
4,4,419,2,296,8,"ROAD",3001,1,1000,1,1000,2,,2,,
4,4,421,1,800,7,"CARPENTRY WORK",2003,1,2000,1,2000,2,,2,,
4,4,421,1,800,8,"MASN WORK",2002,1,2000,1,2000,2,,2,,
4,11,1101,2,154,1,"CARPENTRY WORK",2003,1,1400,2,,2,,2,,
4,11,1101,2,154,2,"CUTTING GRASSES",1101,1,500,1,400,1,300,1,4000,200
4,11,1101,2,154,3,"CUTTING TREES",1101,1,600,2,,2,,2,,
4,11,1101,2,154,4,"MAKING RIDGES",1102,1,900,1,800,1,500,1,600,250
4,11,1101,2,154,5,"MASON WORK",2002,1,400,1,1000,1,600,2,,
4,11,1101,2,154,6,"PAINTING WORK",2004,1,700,2,,2,,2,,
4,11,1101,2,154,7,"ROAD CONSTRUCTINO",3001,1,800,2,,2,,2,,
4,11,1101,2,154,8,"SECURITY WORK",4004,1,700,2,,2,,2,,
4,11,1102,2,936,1,"CARPENTRY WORK",2003,1,1500,2,,2,,2,,
4,11,1102,2,936,2,"CUTTING TREES",1101,1,600,2,,2,,2,,
4,11,1102,2,936,3,"MAKING RIDGES",1102,1,700,1,500,1,400,1,6000,200
4,11,1102,2,936,4,"MASON WORK",2002,1,1500,1,900,1,600,2,,
4,11,1102,2,936,5,"PAINTING WORK",2004,1,700,2,,2,,2,,
4,11,1102,2,936,6,"ROAD MAINTANCE",3001,1,500,2,,2,,2,,
4,11,1102,2,936,7,"SECURITY WORK",4004,1,800,2,,2,,2,,
4,11,1104,2,434,1,"CARPENTRY WORK",2003,1,1600,2,,2,,2,,
4,11,1104,2,434,2,"CUTTING GLASS",2007,1,1400,1,600,1,600,2,,
4,11,1104,2,434,3,"CUTTING OF TREES",1101,1,1300,2,,2,,2,,
4,11,1104,2,434,4,"HOUSE REPAIRES",2001,1,1700,1,1000,1,600,2,,
4,11,1104,2,434,5,"MAKING RIDGES",1102,1,200,1,900,1,600,1,5000,100
4,11,1104,2,434,6,"MAKING RIDGES",1102,1,1200,1,900,1,600,1,5000,100
4,11,1104,2,434,7,"MASON WORK",2002,1,1600,1,900,1,700,2,,
4,11,1104,2,434,8,"ROAD MAINTANCE",3001,1,1400,2,,2,,2,,
4,11,1105,2,100,1,"CARPENTRY WORK",2003,1,1400,2,,2,,2,,
4,11,1105,2,100,2,"CUTTING OF GLZSS",2007,1,900,1,700,1,400,2,,
4,11,1105,2,100,3,"CUTTING TREES",1101,1,1200,1,600,1,400,2,,
4,11,1105,2,100,4,"MAKING RIDGES",1102,1,1200,1,960,1,600,1,4000,130
4,11,1105,2,100,5,"MASON WORK",2002,1,1500,1,900,1,700,2,,
4,11,1105,2,100,6,"PAINTING WORK",2004,1,1300,2,,2,,2,,
4,11,1105,2,100,7,"ROAD REPAIRS",3001,1,1400,2,,2,,2,,
4,11,1105,2,100,8,"TRADING",4008,1,450,1,500,1,500,2,,
4,11,1106,2,446,1,"CARPENTRY WORK",2003,1,1500,2,,2,,2,,
4,11,1106,2,446,2,"CUTTING GLASSES",2007,1,1400,1,700,1,600,2,,
4,11,1106,2,446,3,"CUTTING TREES",1101,1,1400,2,,2,,2,,
4,11,1106,2,446,4,"HOUSE REPAIRES",2001,1,1600,1,1000,1,600,2,,
4,11,1106,2,446,5,"MAKING RIDGES",1102,1,1200,1,900,1,580,1,4500,140
4,11,1106,2,446,6,"MASON WORK",2002,1,1500,1,800,1,700,2,,
4,11,1106,2,446,7,"PAINTING WORK",2004,1,1300,2,,2,,2,,
4,11,1106,2,446,8,"ROAD MAINTANCE",3001,1,1400,2,,2,,2,,
4,11,1107,2,1034,1,"CARPENTRY WORK",2003,1,1600,2,,2,,2,,
4,11,1107,2,1034,2,"CUTTING GRASSES",1101,1,1200,1,500,1,400,1,4000,100
4,11,1107,2,1034,3,"CUTTING TREES",1101,1,1200,2,,2,,2,,
4,11,1107,2,1034,4,"FOOT PART CONSTRUCTION",3001,1,1000,2,,1,400,2,,
4,11,1107,2,1034,5,"MAKING RIDGES",1102,1,1500,1,600,1,500,1,5000,100
4,11,1107,2,1034,6,"MASON WORK",2002,1,1700,1,700,1,400,2,,
4,11,1107,2,1034,7,"PAINTING ACTIVITIES",2004,1,1400,2,,2,,2,,
4,11,1107,2,1034,8,"ROAD MAINTANCE",3001,1,1400,2,,2,,2,,
4,11,1108,2,492,1,"CARPENTRY WORK",2003,1,1400,2,,2,,2,,
4,11,1108,2,492,2,"CUTTING GRASSES",1101,1,900,1,600,1,400,2,,
4,11,1108,2,492,3,"CUTTING TREES",1101,1,1200,1,700,2,,2,,
4,11,1108,2,492,4,"GOING TO MARKET",4008,1,450,1,500,1,300,2,,
4,11,1108,2,492,5,"MAKING RIDGES",1102,1,1200,1,1000,2,,1,4000,200
4,11,1108,2,492,6,"MASON WORK",2002,1,1500,1,1000,1,700,2,,
4,11,1108,2,492,7,"PAINTING WORK",2004,1,3000,2,,2,,2,,
4,11,1108,2,492,8,"ROAD MAINTANCE",3001,1,1400,2,,2,,2,,
4,11,1109,2,672,1,"CARPENTRY WORK",2003,1,1500,2,,2,,2,,
4,11,1109,2,672,2,"CHECKING ERROSINO",,1,1200,2,,2,,2,,
4,11,1109,2,672,3,"CUTTING OF GRASSES",1101,1,1300,2,,2,,2,,
4,11,1109,2,672,4,"CUTTING OF TREES",1101,1,1300,2,,2,,2,,
4,11,1109,2,672,5,"MAKING RIDGES",1102,1,1200,1,1000,1,700,1,5000,120
4,11,1109,2,672,6,"MASON WORK",2002,1,1500,1,1000,1,900,2,,
4,11,1109,2,672,7,"ROAD MAINTANCE",3001,1,1400,2,,1,700,2,,
4,11,1109,2,672,8,"SECURITY WORK",4004,1,1000,2,,2,,2,,
4,11,1110,2,714,1,"CUTTING GRASSES",1101,1,800,1,700,1,500,1,4000,200
4,11,1110,2,714,2,"CUTTING TREES",1101,1,700,2,,2,,1,3000,400
4,11,1110,2,714,3,"HOUSE MAINTANCE",2001,1,900,2,,2,,1,2000,400
4,11,1110,2,714,4,"LOCAL LABOURS",4099,1,500,1,400,1,500,1,4000,300
4,11,1110,2,714,5,"MAKING RIDGES",1102,1,1000,1,800,1,600,1,5000,200
4,11,1110,2,714,6,"MASON WORK",2002,1,800,1,500,1,400,1,2000,500
4,11,1110,2,714,7,"PAINTING WORK",2004,1,800,2,,2,,1,2000,500
4,11,1110,2,714,8,"ROAD CONSTRUCTION",3001,1,900,2,,2,,1,2000,400
4,11,1110,2,2752,1,"CUTTING GRASSES",1101,1,700,1,600,1,400,1,4000,400
4,11,1110,2,2752,2,"CUTTING OF TREES",1101,1,900,2,,2,,1,4000,200
4,11,1110,2,2752,3,"HOUSE REPAIRS",2001,1,700,1,500,2,,1,2500,400
4,11,1110,2,2752,4,"LOCAL RODA CONSTRUCTION",3001,1,900,2,,2,,1,7000,300
4,11,1110,2,2752,5,"MAKING RIDGES",1102,1,1600,1,1000,2,,1,5000,500
4,11,1110,2,2752,6,"MARKETING",4008,1,700,1,500,1,300,1,2000,300
4,11,1110,2,2752,7,"MASON WORK",2002,1,1000,1,900,1,500,1,2100,500
4,11,1110,2,2752,8,"PAINTING WORK",2004,1,800,2,,2,,1,2000,500
4,11,1112,2,78,1,"CAPINTERY WORK",2003,1,1600,2,,1,700,2,,
4,11,1112,2,78,2,"CUTTING GLASS",2007,1,1000,1,1100,1,500,2,,
4,11,1112,2,78,3,"GOING TO MARKET",4008,1,900,1,1000,1,700,1,,
4,11,1112,2,78,4,"LABOURER",4099,1,1200,2,,1,800,2,,
4,11,1112,2,78,5,"MAKING RIDGES",1102,1,1200,1,1000,1,800,1,7000,100
4,11,1112,2,78,6,"MASON",2002,1,600,2,,1,700,2,,
4,11,1112,2,78,7,"PAINTING WORK",2004,1,1500,2,,1,600,2,,
4,11,1112,2,78,8,"ROAD MAINTANCE",3001,1,1300,2,,1,900,2,,
4,11,1112,2,1952,1,"BUILDING LOCAL HOUSES",2001,1,2000,1,1400,2,,2,,
4,11,1112,2,1952,2,"CAPENTRY WORK",2003,1,1600,2,,2,,2,,
4,11,1112,2,1952,3,"FETCHING FIREWOOD",4007,1,500,1,700,1,400,2,,
4,11,1112,2,1952,4,"GOING TO MARKET",4008,1,700,2,,2,,2,,
4,11,1112,2,1952,5,"LOCAL LABOUR",4099,1,600,1,100,1,400,2,,
4,11,1112,2,1952,6,"LOCAL SECURITY",4004,1,500,2,,2,,2,,
4,11,1112,2,1952,7,"MAKING RIDGES",1102,1,1200,1,1000,1,900,2,,
4,11,1112,2,1952,8,"MASON WORK",2002,1,1600,1,1400,1,500,2,,
4,11,1113,2,954,1,"CARPENTRY WORK",2003,1,1600,2,,2,,2,,
4,11,1113,2,954,2,"CUTTING GRASSES",1101,1,500,1,500,1,400,2,,
4,11,1113,2,954,3,"CUTTING OF TREES",1101,1,600,2,,2,,2,,
4,11,1113,2,954,4,"MAKING RIDGES",1102,1,1000,1,800,1,600,1,4000,200
4,11,1113,2,954,5,"MASON WORK",2002,1,1500,1,1000,1,700,2,,
4,11,1113,2,954,6,"PAINTING WORK",2004,1,700,2,,1,500,2,,
4,11,1113,2,954,7,"ROAD MAINTANCE",3001,1,700,2,,1,400,2,,
4,11,1113,2,954,8,"SECURITY WORK",4004,1,800,2,,2,,2,,
4,14,1406,2,694,6,"CARYING YAM FROM FARM",1601,2,,2,,2,,2,,
4,14,1406,2,694,7,"TRANSPORT YAM",1601,2,,2,,2,,2,,
4,14,1407,2,68,1,,9999,1,1500,2,,2,,2,,
4,14,1408,2,1996,1,,9999,1,50,2,,2,,2,,
4,14,1408,2,1996,4,,9999,1,100,2,,2,,2,,
4,14,1408,2,1996,5,,9999,1,50,2,,2,,2,,
4,14,1408,2,1996,8,,9999,1,800,2,,2,,2,,
4,14,1410,2,236,3,,9999,2,,1,400,1,400,2,,
4,14,1410,2,236,5,,9999,1,50,2,,2,,2,,
4,14,1411,2,1066,1,,9999,1,600,2,,2,,2,,
4,14,1411,2,1066,2,,9999,1,600,2,,2,,2,,
4,14,1413,2,670,1,,9999,1,100,2,,2,,2,,
4,14,1413,2,670,2,"HARVESTING OF YAM",1320,2,,2,,1,600,2,,
4,14,1413,1,2578,1,,9999,1,100,2,,2,,2,,
4,14,1413,1,2578,3,,9999,1,50,2,,2,,2,,
4,14,1416,2,2314,3,,9999,1,1000,1,500,1,500,2,,
4,16,1601,2,954,7,"PROCESSING OF CASSAVA",1402,2,,1,500,2,,1,4000,50
4,16,1601,2,954,8,"PROCESSING OF FRUITS",1400,2,,1,500,2,,1,4000,50
4,16,1602,2,1576,1,,9999,1,300,1,300,2,,2,,
4,16,1602,2,1576,2,"CUTTING PALM FRUIT",1316,1,100,2,,2,,2,,
4,16,1602,2,1576,3,"PALM KERNEL CRAKING",1403,1,300,1,300,2,,2,,
4,16,1602,2,1576,4,"TAPING OF RAFIA PALM WINE",1317,1,200,2,,2,,2,,
4,16,1603,2,158,7,"CUTTING OF PALM FRUITS",1316,1,500,2,,2,,1,15000,100
4,16,1603,2,158,8,"PALM FRUITS PROCESSING",1403,1,400,1,400,2,,1,10000,100
4,16,1605,2,180,7,"PROCESSING OF CASSAVA",1402,2,,1,500,2,,1,4000,100
4,16,1605,2,180,8,"PROCESSING OF PALM FRUITS",1403,2,,1,500,2,,1,4000,100
