"zone","state","lga","sector","ea","hhid","seedid","cropcode","s11eq4a","s11eq4a_os","s11eq4","s11eq6a","s11eq6b","s11eq6b_os","s11eq6c","s11eq8","s11eq10a","s11eq10b","s11eq10b_os","s11eq10c","s11eq11","s11eq11_os","s11eq13","s11eq13_os","s11eq14","s11eq18a","s11eq18b","s11eq18b_os","s11eq18c","s11eq15_1","s11eq15_2","s11eq15_3","s11eq15_4","s11eq21","s11eq21a","s11eq22a","s11eq22a_os","s11eq23a","s11eq20","s11eq20_os"
2,5,503,2,246,59021,10802,1080,9,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59022,10602,1060,9,,1,8,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59022,10702,1070,9,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59022,10802,1080,9,,2,,,,,1,2,30,,2,2,,1,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59022,20102,2010,8,,1,9,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59023,10102,1010,9,,1,3,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59023,10602,1060,9,,1,30,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59023,10702,1070,9,,1,15,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59023,10801,1080,6,,2,,,,,2,,,,,,,,,1,15,30,,2,1,,,,21000,1,7,,4,5,
2,5,503,2,246,59024,10602,1060,9,,1,4,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59024,10702,1070,2,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59024,10802,1080,9,,1,7,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,503,2,246,59024,20102,2010,9,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59025,10102,1010,6,,1,21,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59025,10702,1070,6,,1,8,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59025,11002,1100,6,,1,31,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59026,10102,1010,9,,2,,,,,2,,,,,,,,,1,5,30,,0,1,,,,2200,1,7,,2,5,
2,5,504,2,406,59026,10702,1070,9,,2,,,,,2,,,,,,,,,1,14,30,,0,1,,,,2100,1,7,,2,5,
2,5,504,2,406,59026,11002,1100,9,,2,,,,,2,,,,,,,,,1,14,30,,0,1,,,,2100,1,7,,2,5,
2,5,504,2,406,59027,10102,1010,9,,2,,,,,2,,,,,,,,,1,12,30,,0,1,,,,4800,1,7,,2,5,
2,5,504,2,406,59027,10702,1070,9,,2,,,,,2,,,,,,,,,1,16,30,,0,1,,,,2400,1,7,,2,5,
2,5,504,2,406,59027,11002,1100,9,,2,,,,,2,,,,,,,,,1,14,30,,0,1,,,,2240,1,7,,2,5,
2,5,504,2,406,59028,10102,1010,9,,2,,,,,2,,,,,,,,,1,2,30,,0,1,,,,800,1,7,,2,5,
2,5,504,2,406,59028,10702,1070,9,,2,,,,,2,,,,,,,,,1,4,30,,0,1,,,,600,1,7,,2,5,
2,5,504,2,406,59028,11002,1100,9,,2,,,,,2,,,,,,,,,1,5,30,,0,1,,,,750,1,7,,2,5,
2,5,504,2,406,59030,10102,1010,9,,2,,,,,2,,,,,,,,,1,8,30,,0,1,,,,3200,2,6,,2,5,
2,5,504,2,406,59030,10602,1060,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59030,10702,1070,9,,1,9,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59030,11002,1100,9,,1,11,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59031,10102,1010,9,,2,,,,,2,,,,,,,,,1,10,30,,0,1,,,,4000,2,6,,2,5,
2,5,504,2,406,59031,10702,1070,9,,1,25,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59031,11002,1100,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59032,10102,1010,9,,2,,,,,1,5,30,,0,1,,5,,1,13,30,,0,1,,,,5200,1,6,,2,5,
2,5,504,2,406,59032,11002,1100,9,,1,36,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59034,10102,1010,6,,1,32,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59034,10602,1060,6,,1,20,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59034,10702,1070,6,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59034,11002,1100,6,,1,30,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59035,10102,1010,6,,1,6,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59035,10602,1060,6,,1,11,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59035,10702,1070,6,,1,5,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59035,11002,1100,6,,1,7,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59036,10102,1010,9,,2,,,,,2,,,,,,,,,1,16,30,,0,1,,,,6400,2,6,,2,5,
2,5,504,2,406,59036,10602,1060,9,,1,21,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59036,10702,1070,9,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,406,59036,11002,1100,9,,1,21,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,10102,1010,6,,1,13,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,10602,1060,6,,1,6,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,10702,1070,6,,1,21,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59037,11002,1100,6,,1,13,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59039,10102,1010,6,,1,6,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59039,11002,1100,6,,1,8,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,10102,1010,6,,1,25,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,10602,1060,6,,1,40,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,10702,1070,6,,1,27,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59040,11002,1100,6,,1,15,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59041,10102,1010,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59041,10602,1060,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59041,10702,1070,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59041,11002,1100,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,10102,1010,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,10602,1060,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,10702,1070,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59042,11002,1100,9,,1,50,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59043,10102,1010,9,,2,,,,,2,,,,,,,,,1,3,30,,0,1,,,,1200,1,7,,4,5,
2,5,504,2,1162,59043,10602,1060,9,,1,4,30,,0,2,,,,,,,,,1,4,30,,0,1,,,,1400,1,7,,4,6,
2,5,504,2,1162,59043,10702,1070,9,,2,,,,,2,,,,,,,,,1,5,30,,0,1,,,,750,1,7,,4,6,
2,5,504,2,1162,59043,11002,1100,9,,2,,,,,2,,,,,,,,,1,6,30,,0,1,,,,900,1,7,,4,6,
2,5,504,2,1162,59044,10102,1010,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59044,10602,1060,9,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59044,10702,1070,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59044,11002,1100,9,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59046,10102,1010,9,,2,,,,,1,5,30,,0,1,,5,,1,10,30,,0,1,,,,3500,2,7,,4,6,
2,5,504,2,1162,59046,10702,1070,9,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59046,11002,1100,9,,1,25,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,10102,1010,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,10602,1060,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,10702,1070,9,,1,9,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,11002,1100,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59047,20202,2020,9,,2,,,,,2,,,,,,,,,1,22,30,,0,1,,,,7700,2,7,,4,6,
2,5,504,2,1162,59048,10102,1010,9,,2,,,,,2,,,,,,,,,1,10,30,,0,1,,,,4000,2,7,,4,6,
2,5,504,2,1162,59048,10602,1060,9,,1,17,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59048,10702,1070,9,,1,12,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59048,11002,1100,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,504,2,1162,59048,20202,2020,9,,1,3,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,10102,1010,6,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,10602,1060,6,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,10702,1070,6,,1,11,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59049,11002,1100,6,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,10102,1010,6,,1,23,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,10602,1060,6,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,10702,1070,6,,1,16,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59050,11002,1100,6,,1,35,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59052,10102,1010,6,,1,14,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59052,10702,1070,6,,1,22,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59052,11002,1100,6,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,10102,1010,9,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,10602,1060,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,10702,1070,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59054,11002,1100,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,10102,1010,9,,1,20,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,10602,1060,9,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,10702,1070,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59056,11002,1100,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59057,10102,1010,6,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59057,10702,1070,9,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59057,11002,1100,9,,1,12,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59057,20402,2040,9,,2,,,,,2,,,,,,,,,1,3,30,,0,1,,,,1500,1,7,,2,5,
2,5,505,2,1292,59058,10102,1010,9,,2,,,,,2,,,,,,,,,1,11,30,,0,1,,,,4400,2,7,,3,5,
2,5,505,2,1292,59058,10602,1060,9,,2,,,,,2,,,,,,,,,1,20,30,,0,1,,,,7000,2,7,,3,5,
2,5,505,2,1292,59058,10702,1070,9,,1,17,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59058,11002,1100,9,,1,24,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,10102,1010,9,,1,14,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,10602,1060,9,,2,,,,,2,,,,,,,,,1,10,30,,0,1,,,,3800,2,7,,4,5,
2,5,505,2,1292,59059,10702,1070,9,,1,7,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59059,11002,1100,9,,1,28,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,10102,1010,9,,1,18,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,10602,1060,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1292,59060,11002,1100,9,,1,55,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59062,10102,1010,6,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59062,10702,1070,6,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59062,11002,1100,6,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,10102,1010,6,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,10602,1060,6,,1,35,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,10702,1070,6,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59063,11002,1100,6,,1,25,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,10102,1010,6,,1,9,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,10602,1060,6,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,10702,1070,6,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,11002,1100,6,,1,18,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59064,20202,2020,6,,1,3,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,10102,1010,6,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,10202,1020,6,,1,70,210,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,10702,1070,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59066,11002,1100,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,10102,1010,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,10602,1060,9,,1,7,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,10702,1070,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,11002,1100,9,,1,45,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59067,20202,2020,9,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,10102,1010,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,10602,1060,9,,1,16,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,10702,1070,9,,1,15,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,11002,1100,9,,1,30,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,20202,2020,9,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59068,20402,2040,9,,1,3,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59069,10102,1010,9,,2,,,,,2,,,,,,,,,1,9,30,,0,1,,,,3600,2,7,,7,6,
2,5,505,2,1716,59069,10602,1060,9,,2,,,,,2,,,,,,,,,1,15,30,,0,1,,,,4500,2,7,,7,6,
2,5,505,2,1716,59069,11002,1100,9,,1,16,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,10102,1010,9,,2,,,,,1,4,30,,0,1,,5,,1,8,30,,0,1,,,,3200,2,7,,7,6,
2,5,505,2,1716,59070,10602,1060,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,10702,1070,9,,1,8,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,11002,1100,9,,1,24,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59070,20202,2020,9,,1,2,30,,0,1,2,30,,0,2,,5,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59071,10102,1010,9,,2,,,,,2,,,,,,,,,1,4,30,,0,1,,,,1600,2,7,,7,6,
2,5,505,2,1716,59071,10602,1060,9,,2,,,,,2,,,,,,,,,1,10,30,,0,1,,,,3000,2,7,,7,5,
2,5,505,2,1716,59071,11002,1100,9,,1,10,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59071,20202,2020,9,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59071,20402,2040,9,,1,2,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59072,10102,1010,9,,2,,,,,1,2,30,,0,2,,1,,1,8,30,,0,1,,,,3200,2,7,,7,6,
2,5,505,2,1716,59072,10602,1060,9,,2,,,,,2,,,,,,,,,1,45,30,,0,1,,,,13500,2,7,,7,6,
2,5,505,2,1716,59072,10702,1070,9,,1,5,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,505,2,1716,59072,11002,1100,9,,1,9,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59073,10702,1070,6,,1,4,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59073,10802,1080,6,,1,44,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59073,22202,2220,7,,2,,,,,2,,,,,,,,,1,11,30,,2,1,,,,2750,1,6,,3,5,
2,5,506,2,696,59075,10702,1070,8,,1,17,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59075,10802,1080,6,,1,30,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59076,10802,1080,6,,1,16,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59076,11102,1110,6,,1,30,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59076,22202,2220,6,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59077,10202,1020,6,,2,,,,,1,2000,210,,,2,,1,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59077,10802,1080,8,,1,16,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59077,11002,1100,6,,1,4,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59077,11102,1110,8,,1,35,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59077,21202,2120,8,,2,,,,,1,2,12,,,1,,1,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59077,22202,2220,6,,2,,,,,2,,,,,,,,,1,2,30,,2,1,,,,500,1,2,,0,1,
2,5,506,2,696,59078,10702,1070,7,,1,5,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59078,10802,1080,7,,1,12,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59078,11102,1110,7,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59078,22202,2220,7,,1,3,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59079,10702,1070,7,,1,44,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59079,10802,1080,7,,1,20,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59079,11002,1100,7,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59080,10102,1010,7,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59080,10702,1070,7,,1,3,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59080,10802,1080,7,,1,10,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59080,22202,2220,7,,1,2,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59081,10702,1070,9,,1,7,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59081,10802,1080,9,,1,6,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59083,10102,1010,9,,2,,,,,2,,,,,,,,,1,2,30,,2,7,,,,900,2,6,,5,1,
2,5,506,2,696,59083,10602,1060,3,,1,49,30,,2,2,,,,,,,,,1,10,30,,2,7,,,,3000,2,6,,5,1,
2,5,506,2,696,59083,10702,1070,9,,1,1,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59083,10802,1080,9,,1,1,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59083,11002,1100,9,,1,1,30,,0,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59083,11101,1110,6,,1,15,30,,2,2,,,,,,,,,1,15,30,,2,7,,,,1500,2,1,,2,1,
2,5,506,2,696,59084,10702,1070,9,,1,3,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59084,10802,1080,9,,1,6,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,506,2,696,59084,11101,1110,9,,1,47,30,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59085,10102,1010,9,,2,,,,,2,,,,,,,,,1,4,50,,2,1,,,,2400,2,7,,10,6,
2,5,507,2,230,59085,10702,1070,9,,1,9,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59085,11002,1100,9,,1,10,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59085,20402,2040,9,,2,,,,,2,,,,,,,,,1,4,50,,2,1,,,,2400,2,7,,10,6,
2,5,507,2,230,59086,10102,1010,9,,1,5,50,,2,2,,,,,,,,,1,3,50,,2,1,,,,2700,2,7,,5,5,
2,5,507,2,230,59086,10702,1070,9,,1,12,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59086,11002,1100,9,,1,17,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59086,20402,2040,9,,1,6,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59087,10102,1010,9,,2,,,,,2,,,,,,,,,1,4,50,,2,1,,,,3600,2,7,,300,5,
2,5,507,2,230,59087,10702,1070,9,,1,12,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59087,11002,1100,9,,1,15,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59088,10102,1010,9,,1,2,50,,2,2,,,,,,,,,1,2,50,,2,1,,,,2200,1,7,,5,5,
2,5,507,2,230,59088,10702,1070,9,,1,3,50,,2,2,,,,,,,,,1,3,50,,2,1,,,,900,1,7,,5,5,
2,5,507,2,230,59088,11002,1100,9,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,1500,1,7,,5,5,
2,5,507,2,230,59088,20402,2040,9,,2,,,,,2,,,,,,,,,1,2,50,,2,1,,,,2200,2,7,,5,5,
2,5,507,2,230,59089,10102,1010,9,,1,6,50,,2,2,,,,,,,,,1,3,50,,2,1,,,,3300,2,7,,5,5,
2,5,507,2,230,59089,10702,1070,9,,1,8,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59089,11002,1100,9,,1,12,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59089,20402,2040,9,,2,,,,,2,,,,,,,,,1,3,50,,2,1,,,,3000,2,7,,5,5,
2,5,507,2,230,59090,10102,1010,9,,2,,,,,2,,,,,,,,,1,5,50,,2,1,,,,4500,1,7,,5,5,
2,5,507,2,230,59090,10702,1070,9,,2,,,,,2,,,,,,,,,1,4,50,,2,1,,,,1200,1,7,,5,5,
2,5,507,2,230,59090,11002,1100,9,,2,,,,,2,,,,,,,,,1,10,50,,2,1,,,,3000,1,7,,5,5,
2,5,507,2,230,59090,20402,2040,9,,2,,,,,2,,,,,,,,,1,3,50,,2,1,,,,3000,1,7,,5,5,
2,5,507,2,230,59092,10102,1010,6,,1,12,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59092,10702,1070,6,,1,5,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59092,11002,1100,6,,1,18,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59092,20402,2040,6,,1,7,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
2,5,507,2,230,59093,10102,1010,6,,1,10,50,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,
