"zone","state","lga","sector","ea","hhid","plotid","doc_id","s11b1q10a","s11b1q10b_1","s11b1q10b_2","s11b1q10b_3","s11b1q10b_4","s11b1q10b_5","s11b1q10b_6"
2,35,3512,2,478,359049,2,3,1,1,3,,,,
2,35,3512,2,478,359051,2,1,1,1,4,,,,
2,35,3512,2,478,359051,2,8,1,1,4,5,,,
2,35,3512,2,478,359053,2,3,2,,,,,,
2,35,3512,2,478,359055,2,3,1,1,,,,,
2,35,3514,1,1050,359066,1,3,2,,,,,,
3,36,3608,2,2078,360032,1,3,1,1,,,,,
3,36,3608,2,2078,360037,1,3,2,,,,,,
3,36,3608,2,2078,360038,1,3,1,1,,,,,
3,36,3608,2,2078,360038,2,2,1,1,,,,,
3,36,3613,2,1066,360044,3,3,1,1,,,,,
3,36,3613,2,1066,360045,2,3,1,1,,,,,
3,36,3613,2,1066,360045,4,3,1,1,,,,,
3,36,3610,2,1826,360056,1,2,1,1,,,,,
3,36,3606,2,1956,360088,2,3,1,1,,,,,
3,36,3606,2,1956,360089,1,3,1,1,,,,,
3,36,3608,2,1300,369001,2,3,1,1,,,,,
3,36,3608,2,1300,369001,4,3,1,1,,,,,
3,36,3608,2,1300,369003,1,3,2,,,,,,
3,36,3608,2,1300,369004,4,2,1,1,,,,,
3,36,3608,2,1300,369005,2,3,1,1,,,,,
3,36,3608,2,1300,369006,2,3,1,1,,,,,
3,36,3610,2,1140,369015,3,2,1,1,,,,,
3,36,3610,2,1140,369019,1,2,1,1,,,,,
3,36,3610,2,1140,369020,1,2,1,1,,,,,
3,36,3610,2,1140,369020,3,2,1,1,,,,,
3,36,3611,1,10,369027,1,3,1,1,,,,,
3,36,3611,1,10,369027,2,3,1,1,,,,,
3,36,3611,1,10,369028,1,2,1,1,,,,,
3,36,3611,1,10,369028,3,2,1,1,,,,,
3,36,3611,1,10,369031,2,3,1,1,,,,,
3,36,3611,1,10,369032,1,2,1,1,,,,,
3,36,3611,1,10,369033,3,2,1,2,3,5,,,
3,36,3611,1,10,369036,2,2,1,1,2,3,9,,
3,36,3611,1,10,369036,3,2,1,1,2,3,9,,
3,36,3613,2,1808,369042,3,3,1,1,,,,,
1,25,2504,1,0,370010,1,2,1,1,,,,,
6,24,2403,1,0,370024,1,3,1,1,2,,,,
6,24,2403,1,0,370024,1,4,1,1,2,,,,
1,37,3702,1,158,379016,1,2,1,1,,,,,
1,37,3703,1,236,379054,1,3,1,1,,,,,
